flight_id,order_id,drone_id,drone_model,fulfillment_site,merchant_id,merchant_name,merchant_category,delivery_zone,launch_at,delivered_at,distance_one_way_km,payload_weight_kg,service_level,promised_minutes,actual_minutes,battery_consumption_pct,wind_speed_kph,visibility_km,status,anomaly_flag,operator_note
FL-US-30415,ORD-US-30415,ZIP-US-014,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Westgate,2025-04-04T14:39:00,2025-04-04T14:50:24,6.3,0.82,standard,55,11.4,39.2,13.6,14.4,delivered,none,
FL-US-30416,ORD-US-30416,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,South Park,2025-04-04T16:01:00,2025-04-04T16:12:48,9.2,0.52,standard,55,11.8,50.6,14.8,15.0,delivered,none,
FL-US-30417,ORD-US-30417,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Westgate,2025-04-04T09:22:00,2025-04-04T09:32:24,6.3,0.32,standard,55,10.4,42.5,8.2,15.8,delivered,none,
FL-US-30418,ORD-US-30418,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Westgate,2025-04-04T09:22:00,2025-04-04T09:32:06,6.3,1.14,standard,55,10.1,41.9,8.2,15.8,delivered,none,
FL-US-30419,ORD-US-30419,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Riverside,2025-04-04T15:56:00,2025-04-04T16:05:06,4.1,0.98,standard,55,9.1,32.4,12.7,17.0,delivered,none,
FL-US-30420,ORD-US-30420,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,South Park,2025-04-04T12:01:00,2025-04-04T12:12:12,9.2,0.39,standard,55,11.2,50.4,11.4,15.4,delivered,none,
FL-US-30421,ORD-US-30421,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,South Park,2025-04-04T13:54:00,2025-04-04T14:06:24,9.2,0.44,standard,55,12.4,44.8,15.4,15.9,delivered,none,
FL-US-30422,ORD-US-30422,ZIP-US-010,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,South Park,2025-04-04T15:17:00,2025-04-04T15:30:18,9.2,1.2,standard,55,13.3,49.3,12.7,17.0,delivered,none,
FL-US-30423,ORD-US-30423,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Westgate,2025-04-04T21:25:00,2025-04-04T21:36:30,6.3,1.6,standard,55,11.5,45.1,11.6,16.9,delivered,none,
FL-US-30424,ORD-US-30424,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Downtown,2025-04-04T08:27:00,2025-04-04T08:34:24,2.2,0.24,priority,35,7.4,26.3,8.0,16.3,delivered,none,
FL-US-30425,ORD-US-30425,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,South Park,2025-04-04T20:38:00,2025-04-04T20:49:36,9.2,1.4,standard,55,11.6,50.8,13.0,15.2,delivered,none,
FL-US-30426,ORD-US-30426,ZIP-US-011,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,South Park,2025-04-04T16:22:00,2025-04-04T16:34:54,9.2,1.43,standard,55,12.9,46.8,14.8,15.0,delivered,none,
FL-US-30427,ORD-US-30427,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Downtown,2025-04-04T19:35:00,2025-04-04T19:42:18,2.2,1.42,priority,35,7.3,30.4,14.8,18,delivered,none,
FL-US-30428,ORD-US-30428,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Westgate,2025-04-04T11:31:00,2025-04-04T11:42:36,6.3,1.15,standard,55,11.6,40.2,9.0,14.9,delivered,none,
FL-US-30429,ORD-US-30429,ZIP-US-015,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Westgate,2025-04-04T17:08:00,2025-04-04T17:17:06,6.3,0.87,priority,35,9.1,39.5,10.9,16.3,delivered,none,
FL-US-30430,ORD-US-30430,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,South Park,2025-04-04T09:08:00,2025-04-04T09:19:48,9.2,1.19,standard,55,11.8,47.0,8.2,15.8,delivered,none,
FL-US-30431,ORD-US-30431,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,South Park,2025-04-04T16:05:00,2025-04-04T16:17:42,9.2,0.93,standard,55,12.7,49.9,14.8,15.0,delivered,none,
FL-US-30432,ORD-US-30432,ZIP-US-012,standardized_commercial_delivery_platform,Central_Fulfillment,M-005,Corner Table,prepared_food,Westgate,2025-04-04T11:09:00,2025-04-04T11:17:54,6.3,1.16,standard,55,8.9,41.1,9.0,14.9,delivered,none,
FL-US-30433,ORD-US-30433,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,South Park,2025-04-04T13:47:00,2025-04-04T13:59:54,9.2,1.56,standard,55,12.9,51.8,15.4,15.9,delivered,none,
FL-US-30434,ORD-US-30434,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Downtown,2025-04-04T13:10:00,2025-04-04T13:17:00,2.2,0.29,priority,35,7.0,27.4,15.4,15.9,delivered,none,
FL-US-30435,ORD-US-30435,ZIP-US-016,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,Downtown,2025-04-04T10:17:00,2025-04-04T10:25:48,2.2,0.42,priority,35,8.8,23.1,6.4,16.3,delivered,none,
FL-US-30436,ORD-US-30436,ZIP-US-009,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,Downtown,2025-04-04T17:00:00,2025-04-04T17:07:30,2.2,1.2,standard,55,7.5,30.4,10.9,16.3,delivered,none,
FL-US-30437,ORD-US-30437,ZIP-US-010,standardized_commercial_delivery_platform,Central_Fulfillment,M-006,Fresh Roots Grocery,grocery,South Park,2025-04-04T10:46:00,2025-04-04T10:56:18,9.2,1.12,standard,55,10.3,46.1,6.4,16.3,delivered,none,
FL-US-30438,ORD-US-30438,ZIP-US-011,standardized_commercial_delivery_platform,Central_Fulfillment,M-007,Home & Handy,retail,Riverside,2025-04-04T09:43:00,2025-04-04T09:52:12,4.1,0.75,time_sensitive,25,9.2,34.2,8.2,15.8,delivered,none,
FL-US-30439,ORD-US-30439,ZIP-US-013,standardized_commercial_delivery_platform,Central_Fulfillment,M-008,Noodle House,prepared_food,South Park,2025-04-04T17:22:00,2025-04-04T17:34:48,9.2,0.88,standard,55,12.8,47.4,10.9,16.3,delivered,none,
FL-US-30440,ORD-US-30440,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-04-04T13:47:00,2025-04-04T13:56:42,2.9,1.51,priority,35,9.7,28.9,15.4,16.2,delivered,none,
FL-US-30441,ORD-US-30441,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Meadowview,2025-04-04T10:12:00,2025-04-04T10:22:24,5.0,1.49,priority,35,10.4,42.8,9.0,15.8,delivered,none,
FL-US-30442,ORD-US-30442,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T16:11:00,2025-04-04T16:19:18,2.9,0.33,standard,55,8.3,32.6,16.5,17.0,delivered,none,
FL-US-30443,ORD-US-30443,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-04-04T14:49:00,2025-04-04T15:01:00,7.1,0.89,standard,55,12.0,41.9,10.5,16.5,delivered,none,
FL-US-30444,ORD-US-30444,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Harbor Point,2025-04-04T10:11:00,2025-04-04T10:23:06,9.5,0.49,standard,55,12.1,46.7,9.0,15.8,delivered,none,
FL-US-30445,ORD-US-30445,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T10:22:00,2025-04-04T10:30:30,2.9,1.11,priority,35,8.5,33.4,9.0,15.8,delivered,none,
FL-US-30446,ORD-US-30446,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,East Ridge,2025-04-04T12:58:00,2025-04-04T13:10:12,7.1,0.54,time_sensitive,25,12.2,40.9,11.8,15.7,delivered,none,
FL-US-30447,ORD-US-30447,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Harbor Point,2025-04-04T17:25:00,2025-04-04T17:45:36,9.5,1.0,standard,55,20.6,51.8,16.0,16.7,delivered_late,airspace_hold,
FL-US-30448,ORD-US-30448,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-04-04T19:06:00,2025-04-04T19:18:18,7.1,0.46,standard,55,12.3,40.9,16.6,16.3,delivered,none,
FL-US-30449,ORD-US-30449,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T17:32:00,2025-04-04T17:40:36,2.9,0.67,standard,55,8.6,33.9,16.0,16.7,delivered,none,
FL-US-30450,ORD-US-30450,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Meadowview,2025-04-04T15:06:00,2025-04-04T15:16:42,5.0,1.28,priority,35,10.7,37.1,10.3,15.4,delivered,none,
FL-US-30451,ORD-US-30451,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,East Ridge,2025-04-04T19:56:00,2025-04-04T20:07:48,7.1,0.23,standard,55,11.8,44.8,16.6,16.3,delivered,none,
FL-US-30452,ORD-US-30452,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Harbor Point,2025-04-04T10:45:00,2025-04-04T10:57:00,9.5,1.63,priority,35,12.0,50.9,9.0,15.8,delivered,none,
FL-US-30453,ORD-US-30453,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Harbor Point,2025-04-04T19:09:00,2025-04-04T19:21:48,9.5,0.79,standard,55,12.8,51.6,16.6,16.3,delivered,none,
FL-US-30454,ORD-US-30454,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Lakeside,2025-04-04T14:22:00,2025-04-04T14:31:00,2.9,0.78,standard,55,9.0,26.6,10.5,16.5,delivered,none,
FL-US-30455,ORD-US-30455,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-04-04T20:16:00,2025-04-04T20:28:12,7.1,0.95,standard,55,12.2,41.4,13.2,16.1,delivered,none,
FL-US-30456,ORD-US-30456,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Meadowview,2025-04-04T16:18:00,2025-04-04T16:27:42,5.0,0.2,standard,55,9.7,38.6,16.5,17.0,delivered,none,
FL-US-30457,ORD-US-30457,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T19:35:00,2025-04-04T19:43:24,2.9,0.51,priority,35,8.4,31.5,16.6,16.3,delivered,none,
FL-US-30458,ORD-US-30458,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,Meadowview,2025-04-04T10:35:00,2025-04-04T10:43:54,5.0,0.26,standard,55,8.9,31.4,9.0,15.8,delivered,none,
FL-US-30459,ORD-US-30459,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Harbor Point,2025-04-04T15:54:00,2025-04-04T16:05:24,9.5,0.41,priority,35,11.4,51.4,10.3,15.4,delivered,none,
FL-US-30460,ORD-US-30460,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,East Ridge,2025-04-04T16:10:00,2025-04-04T16:22:06,7.1,1.11,standard,55,12.1,49.0,16.5,17.0,delivered,none,
FL-US-30461,ORD-US-30461,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Lakeside,2025-04-04T15:26:00,2025-04-04T15:35:30,2.9,0.5,standard,55,9.5,29.1,10.3,15.4,delivered,none,
FL-US-30462,ORD-US-30462,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-04-04T17:45:00,2025-04-04T17:56:48,7.1,0.99,standard,55,11.8,47.0,16.0,16.7,delivered,none,
FL-US-30463,ORD-US-30463,ZIP-US-021,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Meadowview,2025-04-04T19:04:00,2025-04-04T19:13:12,5.0,1.11,standard,55,9.2,37.8,16.6,16.3,delivered,none,
FL-US-30464,ORD-US-30464,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Harbor Point,2025-04-04T14:23:00,2025-04-04T14:35:18,9.5,1.01,standard,55,12.3,49.3,10.5,16.5,delivered,none,
FL-US-30465,ORD-US-30465,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Harbor Point,2025-04-04T14:40:00,2025-04-04T14:53:48,9.5,1.03,standard,55,13.8,50.4,10.5,16.5,delivered,none,
FL-US-30466,ORD-US-30466,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-04-04T16:03:00,2025-04-04T16:14:00,7.1,0.91,priority,35,11.0,40.6,16.5,17.0,delivered,none,
FL-US-30467,ORD-US-30467,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,Harbor Point,2025-04-04T10:48:00,2025-04-04T11:01:12,9.5,0.3,standard,55,13.2,49.9,9.0,15.8,delivered,none,
FL-US-30468,ORD-US-30468,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T11:46:00,2025-04-04T11:56:18,2.9,1.04,priority,35,10.3,27.4,6.9,15.1,delivered,none,
FL-US-30469,ORD-US-30469,ZIP-US-017,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-04-04T11:30:00,2025-04-04T11:50:42,7.1,0.37,standard,55,20.7,41.2,6.9,15.1,delivered_late,merchant_handoff_mismatch,
FL-US-30470,ORD-US-30470,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-011,Wellness Pharmacy,pharmacy,East Ridge,2025-04-04T15:19:00,2025-04-04T15:30:54,7.1,1.48,standard,55,11.9,43.4,10.3,15.4,delivered,none,
FL-US-30471,ORD-US-30471,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T20:38:00,2025-04-04T20:48:12,2.9,0.98,standard,55,10.2,25.8,13.2,16.1,delivered,none,
FL-US-30472,ORD-US-30472,ZIP-US-023,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-010,Burger District,prepared_food,East Ridge,2025-04-04T18:45:00,2025-04-04T18:55:24,7.1,0.25,standard,55,10.4,40.3,16.4,16.2,delivered,none,
FL-US-30473,ORD-US-30473,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Lakeside,2025-04-04T17:57:00,2025-04-04T18:04:42,2.9,1.6,standard,55,7.7,32.0,16.0,16.7,delivered,none,
FL-US-30474,ORD-US-30474,ZIP-US-020,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,Harbor Point,2025-04-04T16:43:00,2025-04-04T16:57:18,9.5,0.18,priority,35,14.3,48.0,16.5,17.0,delivered,none,
FL-US-30475,ORD-US-30475,ZIP-US-018,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,East Ridge,2025-04-04T17:15:00,2025-04-04T17:25:54,7.1,0.65,standard,55,10.9,44.2,16.0,16.7,delivered,none,
FL-US-30476,ORD-US-30476,ZIP-US-022,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,East Ridge,2025-04-04T18:09:00,2025-04-04T18:19:30,7.1,1.07,priority,35,10.5,43.2,16.4,16.2,delivered,none,
FL-US-30477,ORD-US-30477,ZIP-US-024,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-012,Tech Stop,retail,East Ridge,2025-04-04T11:45:00,2025-04-04T11:56:30,7.1,1.25,standard,55,11.5,42.3,6.9,15.1,delivered,none,
FL-US-30478,ORD-US-30478,ZIP-US-019,standardized_commercial_delivery_platform,Eastside_Fulfillment,M-009,Daily Mart,grocery,Harbor Point,2025-04-04T10:09:00,2025-04-04T10:21:48,9.5,0.84,time_sensitive,25,12.8,51.5,9.0,15.8,delivered,none,
FL-US-30479,ORD-US-30479,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-04-05T09:48:00,2025-04-05T09:59:12,6.8,1.61,standard,55,11.2,44.8,11.2,16.7,delivered,none,
FL-US-30480,ORD-US-30480,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-04-05T11:33:00,2025-04-05T11:44:48,8.9,0.59,time_sensitive,25,11.8,46.8,10.1,16.3,delivered,none,
FL-US-30481,ORD-US-30481,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Cedar Park,2025-04-05T17:17:00,2025-04-05T17:27:36,4.4,0.79,priority,35,10.6,32.4,15.4,15.9,delivered,none,
FL-US-30482,ORD-US-30482,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-04-05T08:58:00,2025-04-05T09:08:12,2.7,1.04,priority,35,10.2,29.1,5.5,17.0,delivered,none,
FL-US-30483,ORD-US-30483,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Maplewood,2025-04-05T14:59:00,2025-04-05T15:08:06,2.7,0.26,standard,55,9.1,27.6,14.8,16.2,delivered,none,
FL-US-30484,ORD-US-30484,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-04-05T21:08:00,2025-04-05T21:18:12,4.4,0.24,priority,35,10.2,29.0,14.6,17.9,delivered,none,
FL-US-30485,ORD-US-30485,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-04-05T12:30:00,2025-04-05T12:42:12,8.9,1.53,standard,55,12.2,56.0,13.4,17.6,delivered,none,
FL-US-30486,ORD-US-30486,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-04-05T08:41:00,2025-04-05T08:51:36,2.7,0.45,priority,35,10.6,28.8,5.5,17.0,delivered,none,
FL-US-30487,ORD-US-30487,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Cedar Park,2025-04-05T11:04:00,2025-04-05T11:14:42,4.4,1.26,priority,35,10.7,36.8,10.1,16.3,delivered,none,
FL-US-30488,ORD-US-30488,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-04-05T12:00:00,2025-04-05T12:19:24,6.8,1.59,standard,55,19.4,41.2,13.4,17.6,delivered_late,customer_drop_zone_unavailable,
FL-US-30489,ORD-US-30489,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Brookfield,2025-04-05T12:31:00,2025-04-05T12:41:12,8.9,0.45,time_sensitive,25,10.2,46.7,13.4,17.6,delivered,none,
FL-US-30490,ORD-US-30490,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-04-05T14:05:00,2025-04-05T14:14:18,2.7,0.95,priority,35,9.3,29.2,14.8,16.2,delivered,none,
FL-US-30491,ORD-US-30491,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,North Hills,2025-04-05T18:20:00,2025-04-05T18:31:30,6.8,0.73,priority,35,11.5,39.0,12.3,14.8,delivered,none,
FL-US-30492,ORD-US-30492,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-04-05T08:36:00,2025-04-05T08:47:30,6.8,1.27,standard,55,11.5,46.0,5.5,17.0,delivered,none,
FL-US-30493,ORD-US-30493,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-04-05T11:52:00,2025-04-05T12:00:24,4.4,1.36,standard,55,8.4,32.9,10.1,16.3,delivered,none,
FL-US-30494,ORD-US-30494,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-04-05T10:04:00,2025-04-05T10:14:48,6.8,0.48,priority,35,10.8,42.4,11.5,16.5,delivered,none,
FL-US-30495,ORD-US-30495,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-04-05T17:40:00,2025-04-05T17:48:00,2.7,1.43,standard,55,8.0,32.0,15.4,15.9,delivered,none,
FL-US-30496,ORD-US-30496,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Brookfield,2025-04-05T19:05:00,2025-04-05T19:16:36,8.9,1.41,priority,35,11.6,49.8,16.6,16.6,delivered,none,
FL-US-30497,ORD-US-30497,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,Cedar Park,2025-04-05T15:19:00,2025-04-05T15:27:54,4.4,1.39,time_sensitive,25,8.9,35.9,13.3,13.7,delivered,none,
FL-US-30498,ORD-US-30498,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-04-05T19:03:00,2025-04-05T19:27:36,6.8,0.91,time_sensitive,25,24.6,43.5,16.6,16.6,delivered_late,airspace_hold,
FL-US-30499,ORD-US-30499,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-04-05T14:45:00,2025-04-05T14:56:12,8.9,0.15,standard,55,11.2,46.5,14.8,16.2,delivered,none,
FL-US-30500,ORD-US-30500,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Cedar Park,2025-04-05T13:13:00,2025-04-05T13:23:30,4.4,0.22,standard,55,10.5,31.3,15.8,15.6,delivered,none,
FL-US-30501,ORD-US-30501,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Brookfield,2025-04-05T17:36:00,2025-04-05T17:49:30,8.9,0.26,standard,55,13.5,49.7,15.4,15.9,delivered,none,
FL-US-30502,ORD-US-30502,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-04-05T17:27:00,2025-04-05T17:37:48,6.8,1.0,standard,55,10.8,42.9,15.4,15.9,delivered,none,
FL-US-30503,ORD-US-30503,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-04-05T13:11:00,2025-04-05T13:22:00,6.8,0.85,standard,55,11.0,43.5,15.8,15.6,delivered,none,
FL-US-30504,ORD-US-30504,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,North Hills,2025-04-05T10:23:00,2025-04-05T10:33:12,6.8,1.35,standard,55,10.2,43.3,11.5,16.5,delivered,none,
FL-US-30505,ORD-US-30505,ZIP-US-007,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Maplewood,2025-04-05T16:04:00,2025-04-05T16:12:36,2.7,0.47,standard,55,8.6,26.5,14.1,15.1,delivered,none,
FL-US-30506,ORD-US-30506,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Cedar Park,2025-04-05T17:40:00,2025-04-05T17:49:48,4.4,0.76,standard,55,9.8,37.7,15.4,15.9,delivered,none,
FL-US-30507,ORD-US-30507,ZIP-US-004,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-04-05T09:28:00,2025-04-05T09:37:30,4.4,0.43,priority,35,9.5,35.1,11.2,16.7,delivered,none,
FL-US-30508,ORD-US-30508,ZIP-US-008,standardized_commercial_delivery_platform,Northside_Fulfillment,M-003,Pasta Garden,prepared_food,North Hills,2025-04-05T20:07:00,2025-04-05T20:19:06,6.8,1.53,priority,35,12.1,47.6,17.7,15.2,delivered,none,
FL-US-30509,ORD-US-30509,ZIP-US-006,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Maplewood,2025-04-05T20:28:00,2025-04-05T20:36:18,2.7,0.28,priority,35,8.3,27.8,17.7,15.2,delivered,none,
FL-US-30510,ORD-US-30510,ZIP-US-005,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-04-05T09:39:00,2025-04-05T09:48:48,4.4,0.82,time_sensitive,25,9.8,34.5,11.2,16.7,delivered,none,
FL-US-30511,ORD-US-30511,ZIP-US-003,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Cedar Park,2025-04-05T12:33:00,2025-04-05T12:41:00,4.4,0.71,standard,55,8.0,36.6,13.4,17.6,delivered,none,
FL-US-30512,ORD-US-30512,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-001,Green Basket Market,grocery,Cedar Park,2025-04-05T12:42:00,2025-04-05T12:52:42,4.4,0.27,priority,35,10.7,32.0,13.4,17.6,delivered,none,
FL-US-30513,ORD-US-30513,ZIP-US-002,standardized_commercial_delivery_platform,Northside_Fulfillment,M-002,Crisp & Co.,prepared_food,Maplewood,2025-04-05T18:55:00,2025-04-05T19:05:12,2.7,0.67,standard,55,10.2,26.0,12.3,14.8,delivered,none,
FL-US-30514,ORD-US-30514,ZIP-US-001,standardized_commercial_delivery_platform,Northside_Fulfillment,M-004,QuickCare Pharmacy,pharmacy,Maplewood,2025-04-05T15:21:00,2025-04-05T15:30:54,2.7,0.35,standard,55,9.9,30.4,13.3,13.7,delivered,none,
