observed_at,fulfillment_site,wind_speed_kph,wind_gust_kph,precipitation_mm,temperature_c,visibility_km,operating_condition
2025-04-27T21:00:00,Central_Fulfillment,9.0,14.5,0,15.0,17.1,normal
2025-04-27T22:00:00,Central_Fulfillment,11.1,19.4,0,12.2,14.9,normal
2025-04-27T23:00:00,Central_Fulfillment,9.8,15.6,0,10.7,16.5,normal
2025-04-27T00:00:00,Eastside_Fulfillment,14.6,19.2,0,10.6,16.5,normal
2025-04-27T01:00:00,Eastside_Fulfillment,11.7,18.0,0,11.4,16.1,normal
2025-04-27T02:00:00,Eastside_Fulfillment,6.1,11.2,0,12.3,16.0,normal
2025-04-27T03:00:00,Eastside_Fulfillment,6.7,10.7,0,12.8,16.3,normal
2025-04-27T04:00:00,Eastside_Fulfillment,7.2,13.0,0,12.3,16.4,normal
2025-04-27T05:00:00,Eastside_Fulfillment,6.6,9.2,0,14.2,16.4,normal
2025-04-27T06:00:00,Eastside_Fulfillment,4.2,10.2,0,17.9,15.6,normal
2025-04-27T07:00:00,Eastside_Fulfillment,6.3,11.4,0,16.4,15.8,normal
2025-04-27T08:00:00,Eastside_Fulfillment,5.0,8.9,0,20.0,15.6,normal
2025-04-27T09:00:00,Eastside_Fulfillment,8.5,13.9,0,20.0,16.7,normal
2025-04-27T10:00:00,Eastside_Fulfillment,8.3,16.0,0,23.6,15.0,normal
2025-04-27T11:00:00,Eastside_Fulfillment,11.8,17.0,0,24.1,17.7,normal
2025-04-27T12:00:00,Eastside_Fulfillment,10.9,16.7,0,24.1,14.7,normal
2025-04-27T13:00:00,Eastside_Fulfillment,14.1,21.2,0,24.9,16.2,normal
2025-04-27T14:00:00,Eastside_Fulfillment,13.1,16.4,0,24.3,16.5,normal
2025-04-27T15:00:00,Eastside_Fulfillment,11.4,16.4,0,24.9,17.9,normal
2025-04-27T16:00:00,Eastside_Fulfillment,13.8,16.8,0,23.8,16.1,normal
2025-04-27T17:00:00,Eastside_Fulfillment,19.4,24.7,0,21.4,15.4,normal
2025-04-27T18:00:00,Eastside_Fulfillment,12.6,18.0,0,18.9,14.5,normal
2025-04-27T19:00:00,Eastside_Fulfillment,13.9,19.4,0,18.3,17.3,normal
2025-04-27T20:00:00,Eastside_Fulfillment,13.4,17.1,0,15.7,17.6,normal
2025-04-27T21:00:00,Eastside_Fulfillment,13.9,21.7,0,15.0,18,normal
2025-04-27T22:00:00,Eastside_Fulfillment,11.7,15.2,0,11.7,17.6,normal
2025-04-27T23:00:00,Eastside_Fulfillment,11.6,14.7,0,12.5,17.3,normal
2025-04-28T00:00:00,Northside_Fulfillment,13.1,22.0,0,10.9,16.5,normal
2025-04-28T01:00:00,Northside_Fulfillment,5.2,7.4,0,11.1,14.6,normal
2025-04-28T02:00:00,Northside_Fulfillment,6.6,8.9,0,11.1,15.9,normal
2025-04-28T03:00:00,Northside_Fulfillment,6.7,11.5,0,12.1,15.9,normal
2025-04-28T04:00:00,Northside_Fulfillment,12.0,19.8,0,11.6,17.3,normal
2025-04-28T05:00:00,Northside_Fulfillment,6.4,12.9,0,14.6,16.0,normal
2025-04-28T06:00:00,Northside_Fulfillment,2.6,9.0,0,16.4,15.6,normal
2025-04-28T07:00:00,Northside_Fulfillment,4.9,7.1,0,17.4,16.1,normal
2025-04-28T08:00:00,Northside_Fulfillment,7.4,10.0,0,20.7,15.9,normal
2025-04-28T09:00:00,Northside_Fulfillment,7.4,15.7,0,21.3,16.6,normal
2025-04-28T10:00:00,Northside_Fulfillment,8.3,17.0,0,22.1,15.2,normal
2025-04-28T11:00:00,Northside_Fulfillment,11.5,14.7,0,24.7,15.9,normal
2025-04-28T12:00:00,Northside_Fulfillment,12.6,20.0,0,24.5,13.5,normal
2025-04-28T13:00:00,Northside_Fulfillment,12.5,17.9,0,26.0,14.7,normal
2025-04-28T14:00:00,Northside_Fulfillment,16.3,23.1,0,23.9,17.3,normal
2025-04-28T15:00:00,Northside_Fulfillment,17.6,22.8,0,23.8,15.9,normal
2025-04-28T16:00:00,Northside_Fulfillment,15.4,20.0,0,23.6,15.0,normal
2025-04-28T17:00:00,Northside_Fulfillment,11.4,14.8,0,21.4,15.9,normal
2025-04-28T18:00:00,Northside_Fulfillment,14.1,21.5,0,19.8,16.9,normal
2025-04-28T19:00:00,Northside_Fulfillment,13.0,18.2,0,19.4,15.3,normal
2025-04-28T20:00:00,Northside_Fulfillment,13.6,17.1,0,14.6,17.0,normal
2025-04-28T21:00:00,Northside_Fulfillment,14.5,18.6,0,14.5,16.0,normal
2025-04-28T22:00:00,Northside_Fulfillment,12.0,17.3,0,12.4,15.1,normal
2025-04-28T23:00:00,Northside_Fulfillment,10.3,16.9,0,12.8,16.3,normal
2025-04-28T00:00:00,Central_Fulfillment,11.7,14.3,0,11.4,15.3,normal
2025-04-28T01:00:00,Central_Fulfillment,7.3,14.0,0,11.1,14.8,normal
2025-04-28T02:00:00,Central_Fulfillment,8.6,11.6,0,11.3,16.9,normal
2025-04-28T03:00:00,Central_Fulfillment,6.0,12.8,0,13.7,16.8,normal
2025-04-28T04:00:00,Central_Fulfillment,5.3,11.7,0,14.7,15.6,normal
2025-04-28T05:00:00,Central_Fulfillment,7.8,16.0,0,13.7,16.5,normal
2025-04-28T06:00:00,Central_Fulfillment,10.1,15.7,0,17.2,16.0,normal
2025-04-28T07:00:00,Central_Fulfillment,5.9,11.3,0,19.3,16.6,normal
2025-04-28T08:00:00,Central_Fulfillment,9.4,14.1,0,18.4,16.2,normal
2025-04-28T09:00:00,Central_Fulfillment,10.7,15.0,0,20.2,15.7,normal
2025-04-28T10:00:00,Central_Fulfillment,7.7,11.2,0,23.5,16.9,normal
2025-04-28T11:00:00,Central_Fulfillment,4.9,12.3,0,25.0,16.9,normal
2025-04-28T12:00:00,Central_Fulfillment,12.4,20.4,0,26.5,16.2,normal
2025-04-28T13:00:00,Central_Fulfillment,14.1,20.4,0,24.0,15.3,normal
2025-04-28T14:00:00,Central_Fulfillment,14.2,22.6,0,23.0,15.2,normal
2025-04-28T15:00:00,Central_Fulfillment,12.8,19.7,0,25.4,16.6,normal
2025-04-28T16:00:00,Central_Fulfillment,14.9,19.4,0,23.3,16.3,normal
2025-04-28T17:00:00,Central_Fulfillment,17.1,23.1,0,21.9,16.0,normal
2025-04-28T18:00:00,Central_Fulfillment,13.9,17.8,0,17.7,15.9,normal
2025-04-28T19:00:00,Central_Fulfillment,15.7,19.5,0,17.6,16.5,normal
2025-04-28T20:00:00,Central_Fulfillment,11.6,16.9,0,15.2,16.0,normal
2025-04-28T21:00:00,Central_Fulfillment,11.5,19.1,0,14.8,15.9,normal
2025-04-28T22:00:00,Central_Fulfillment,9.9,17.0,0,12.6,15.3,normal
2025-04-28T23:00:00,Central_Fulfillment,12.7,15.7,0,12.6,16.5,normal
2025-04-28T00:00:00,Eastside_Fulfillment,10.0,18.0,0,10.1,16.3,normal
2025-04-28T01:00:00,Eastside_Fulfillment,7.3,14.2,0,12.3,14.9,normal
2025-04-28T02:00:00,Eastside_Fulfillment,6.6,13.6,0,10.7,15.4,normal
2025-04-28T03:00:00,Eastside_Fulfillment,8.0,14.8,0,10.3,15.9,normal
2025-04-28T04:00:00,Eastside_Fulfillment,7.8,10.7,0,13.3,14.5,normal
2025-04-28T05:00:00,Eastside_Fulfillment,5.8,12.6,0,12.8,15.1,normal
2025-04-28T06:00:00,Eastside_Fulfillment,6.1,12.4,0,15.9,14.7,normal
2025-04-28T07:00:00,Eastside_Fulfillment,6.3,12.0,0,19.1,14.1,normal
2025-04-28T08:00:00,Eastside_Fulfillment,8.4,15.6,0,19.9,16.4,normal
2025-04-28T09:00:00,Eastside_Fulfillment,10.7,13.6,0,21.1,17.4,normal
2025-04-28T10:00:00,Eastside_Fulfillment,14.1,18.4,0,22.8,16.9,normal
2025-04-28T11:00:00,Eastside_Fulfillment,12.5,15.5,0,24.7,17.2,normal
2025-04-28T12:00:00,Eastside_Fulfillment,10.3,14.7,0,25.8,17.0,normal
2025-04-28T13:00:00,Eastside_Fulfillment,15.1,19.8,0,25.9,15.8,normal
2025-04-28T14:00:00,Eastside_Fulfillment,17.9,22.8,0,25.2,17.3,normal
2025-04-28T15:00:00,Eastside_Fulfillment,10.2,15.9,0,24.8,15.7,normal
2025-04-28T16:00:00,Eastside_Fulfillment,15.6,21.9,0,23.0,18,normal
2025-04-28T17:00:00,Eastside_Fulfillment,14.6,16.7,0,21.4,16.1,normal
2025-04-28T18:00:00,Eastside_Fulfillment,20.0,24.8,0,19.5,15.6,normal
2025-04-28T19:00:00,Eastside_Fulfillment,14.6,17.3,0,17.9,15.9,normal
2025-04-28T20:00:00,Eastside_Fulfillment,14.9,18.3,0,15.5,15.0,normal
2025-04-28T21:00:00,Eastside_Fulfillment,13.1,21.8,0,15.3,15.9,normal
2025-04-28T22:00:00,Eastside_Fulfillment,15.4,20.5,0,13.3,15.5,normal
2025-04-28T23:00:00,Eastside_Fulfillment,11.3,14.3,0,13.2,16.5,normal
2025-04-29T00:00:00,Northside_Fulfillment,6.0,9.0,0,10.0,14.7,normal
2025-04-29T01:00:00,Northside_Fulfillment,5.6,13.1,0,11.1,17.3,normal
2025-04-29T02:00:00,Northside_Fulfillment,14.5,20.3,0,10.4,14.3,normal
2025-04-29T03:00:00,Northside_Fulfillment,8.7,15.8,0,13.3,14.2,normal
2025-04-29T04:00:00,Northside_Fulfillment,7.8,12.4,0,14.2,14.9,normal
2025-04-29T05:00:00,Northside_Fulfillment,8.5,11.8,0,14.7,16.4,normal
2025-04-29T06:00:00,Northside_Fulfillment,8.6,15.0,0,16.2,14.5,normal
2025-04-29T07:00:00,Northside_Fulfillment,7.3,10.4,0,18.8,15.9,normal
2025-04-29T08:00:00,Northside_Fulfillment,5.5,9.3,0,19.1,14.6,normal
2025-04-29T09:00:00,Northside_Fulfillment,9.1,12.7,0,22.2,14.8,normal
2025-04-29T10:00:00,Northside_Fulfillment,6.7,13.1,0,22.1,15.5,normal
2025-04-29T11:00:00,Northside_Fulfillment,13.8,21.1,0,24.2,15.0,normal
2025-04-29T12:00:00,Northside_Fulfillment,12.3,16.9,0,25.1,17.6,normal
2025-04-29T13:00:00,Northside_Fulfillment,10.9,15.0,0,24.7,16.5,normal
2025-04-29T14:00:00,Northside_Fulfillment,14.9,17.5,0,24.9,16.0,normal
2025-04-29T15:00:00,Northside_Fulfillment,13.6,16.8,0,23.5,17.4,normal
2025-04-29T16:00:00,Northside_Fulfillment,14.1,18.0,0,23.7,15.0,normal
2025-04-29T17:00:00,Northside_Fulfillment,16.1,24.5,0,22.0,17.6,normal
2025-04-29T18:00:00,Northside_Fulfillment,14.3,22.0,0,20.7,14.2,normal
2025-04-29T19:00:00,Northside_Fulfillment,13.0,15.3,0,17.2,15.4,normal
2025-04-29T20:00:00,Northside_Fulfillment,14.2,18.9,0,15.7,15.7,normal
2025-04-29T21:00:00,Northside_Fulfillment,10.0,16.2,0,14.6,16.2,normal
2025-04-29T22:00:00,Northside_Fulfillment,13.1,18.5,0,11.8,15.6,normal
2025-04-29T23:00:00,Northside_Fulfillment,7.5,11.9,0,12.2,15.4,normal
2025-04-29T00:00:00,Central_Fulfillment,8.1,16.8,0,10.0,16.3,normal
2025-04-29T01:00:00,Central_Fulfillment,9.4,16.2,0,12.0,15.8,normal
2025-04-29T02:00:00,Central_Fulfillment,9.7,13.8,0,11.2,15.1,normal
2025-04-29T03:00:00,Central_Fulfillment,7.9,11.4,0,12.4,17.1,normal
2025-04-29T04:00:00,Central_Fulfillment,4.0,12.5,0,12.8,15.3,normal
2025-04-29T05:00:00,Central_Fulfillment,5.2,10.1,0,13.8,16.3,normal
2025-04-29T06:00:00,Central_Fulfillment,6.2,11.3,0,16.2,13.9,normal
2025-04-29T07:00:00,Central_Fulfillment,7.4,9.4,0,18.9,16.5,normal
2025-04-29T08:00:00,Central_Fulfillment,8.4,11.5,0,19.6,15.9,normal
2025-04-29T09:00:00,Central_Fulfillment,10.5,18.6,0,20.4,16.7,normal
2025-04-29T10:00:00,Central_Fulfillment,10.8,18.7,0,23.3,15.5,normal
2025-04-29T11:00:00,Central_Fulfillment,11.8,17.8,0,23.3,17.0,normal
2025-04-29T12:00:00,Central_Fulfillment,9.1,17.3,0,24.3,14.5,normal
2025-04-29T13:00:00,Central_Fulfillment,14.1,19.0,0,23.8,15.2,normal
2025-04-29T14:00:00,Central_Fulfillment,17.0,25.5,0,24.3,17.4,normal
2025-04-29T15:00:00,Central_Fulfillment,10.2,18.0,0,24.0,15.2,normal
2025-04-29T16:00:00,Central_Fulfillment,15.7,23.2,0,22.9,17.0,normal
2025-04-29T17:00:00,Central_Fulfillment,10.5,16.5,0,21.8,15.8,normal
2025-04-29T18:00:00,Central_Fulfillment,15.1,18.1,0,19.8,16.9,normal
2025-04-29T19:00:00,Central_Fulfillment,15.4,24.4,0,19.2,16.5,normal
2025-04-29T20:00:00,Central_Fulfillment,13.1,16.0,0,15.6,16.0,normal
2025-04-29T21:00:00,Central_Fulfillment,12.7,15.7,0,16.2,15.7,normal
2025-04-29T22:00:00,Central_Fulfillment,14.1,16.8,0,12.6,17.5,normal
2025-04-29T23:00:00,Central_Fulfillment,10.3,15.7,0,12.2,15.4,normal
2025-04-29T00:00:00,Eastside_Fulfillment,9.2,14.9,0,10.1,14.4,normal
2025-04-29T01:00:00,Eastside_Fulfillment,12.5,17.2,0,11.3,16.3,normal
2025-04-29T02:00:00,Eastside_Fulfillment,8.3,11.1,0,10.9,16.5,normal
2025-04-29T03:00:00,Eastside_Fulfillment,5.5,10.9,0,11.8,17.4,normal
2025-04-29T04:00:00,Eastside_Fulfillment,5.3,10.0,0,13.7,15.9,normal
2025-04-29T05:00:00,Eastside_Fulfillment,8.0,15.4,0,13.0,14.1,normal
2025-04-29T06:00:00,Eastside_Fulfillment,5.2,12.3,0,16.2,15.7,normal
2025-04-29T07:00:00,Eastside_Fulfillment,8.2,15.2,0,16.6,16.6,normal
2025-04-29T08:00:00,Eastside_Fulfillment,7.5,11.6,0,20.0,16.6,normal
2025-04-29T09:00:00,Eastside_Fulfillment,5.0,11.7,0,21.5,17.5,normal
2025-04-29T10:00:00,Eastside_Fulfillment,8.2,12.7,0,22.6,15.1,normal
2025-04-29T11:00:00,Eastside_Fulfillment,9.2,17.4,0,25.9,14.6,normal
2025-04-29T12:00:00,Eastside_Fulfillment,10.5,18.5,0,25.1,15.7,normal
2025-04-29T13:00:00,Eastside_Fulfillment,13.0,21.4,0,24.2,16.3,normal
2025-04-29T14:00:00,Eastside_Fulfillment,13.2,16.8,0,23.5,15.8,normal
2025-04-29T15:00:00,Eastside_Fulfillment,15.5,23.0,0,24.1,15.4,normal
2025-04-29T16:00:00,Eastside_Fulfillment,16.9,20.5,0,23.6,14.8,normal
2025-04-29T17:00:00,Eastside_Fulfillment,15.3,18.9,0,21.8,15.5,normal
2025-04-29T18:00:00,Eastside_Fulfillment,13.4,19.1,0,21.2,16.2,normal
2025-04-29T19:00:00,Eastside_Fulfillment,15.5,18.7,0,16.9,15.4,normal
2025-04-29T20:00:00,Eastside_Fulfillment,14.1,22.2,0,15.6,17.0,normal
2025-04-29T21:00:00,Eastside_Fulfillment,16.0,24.7,0,13.8,17.1,normal
2025-04-29T22:00:00,Eastside_Fulfillment,13.8,22.7,0,13.7,15.8,normal
2025-04-29T23:00:00,Eastside_Fulfillment,11.8,17.1,0,10.5,15.8,normal
2025-04-30T00:00:00,Northside_Fulfillment,11.4,19.8,0,12.0,15.6,normal
2025-04-30T01:00:00,Northside_Fulfillment,8.9,14.4,0,11.6,14.7,normal
2025-04-30T02:00:00,Northside_Fulfillment,11.5,16.8,0,10.9,14.3,normal
2025-04-30T03:00:00,Northside_Fulfillment,7.5,9.6,0,12.9,15.6,normal
2025-04-30T04:00:00,Northside_Fulfillment,5.8,11.7,0,14.0,15.9,normal
2025-04-30T05:00:00,Northside_Fulfillment,5.0,13.2,0,14.1,15.9,normal
2025-04-30T06:00:00,Northside_Fulfillment,5.8,10.6,0,15.4,16.2,normal
2025-04-30T07:00:00,Northside_Fulfillment,6.6,12.9,0,18.5,16.0,normal
2025-04-30T08:00:00,Northside_Fulfillment,11.6,19.6,0,19.3,14.4,normal
2025-04-30T09:00:00,Northside_Fulfillment,9.7,15.5,0,22.2,15.7,normal
2025-04-30T10:00:00,Northside_Fulfillment,7.4,13.5,0,23.8,16.3,normal
2025-04-30T11:00:00,Northside_Fulfillment,12.9,17.7,0,23.8,15.0,normal
2025-04-30T12:00:00,Northside_Fulfillment,12.1,15.9,0,26.0,15.6,normal
2025-04-30T13:00:00,Northside_Fulfillment,11.9,15.8,0,24.4,15.6,normal
2025-04-30T14:00:00,Northside_Fulfillment,12.2,16.8,0,26.5,17.7,normal
2025-04-30T15:00:00,Northside_Fulfillment,11.4,14.0,0,23.8,16.1,normal
2025-04-30T16:00:00,Northside_Fulfillment,12.7,18.2,0,23.4,16.8,normal
2025-04-30T17:00:00,Northside_Fulfillment,15.0,20.9,0,21.6,15.5,normal
2025-04-30T18:00:00,Northside_Fulfillment,11.8,19.7,0,19.6,14.6,normal
2025-04-30T19:00:00,Northside_Fulfillment,11.7,16.8,0,18.2,15.9,normal
2025-04-30T20:00:00,Northside_Fulfillment,13.1,17.6,0,15.3,15.8,normal
2025-04-30T21:00:00,Northside_Fulfillment,17.5,25.8,0,14.3,14.4,normal
2025-04-30T22:00:00,Northside_Fulfillment,12.2,20.7,0,12.8,15.5,normal
2025-04-30T23:00:00,Northside_Fulfillment,11.2,13.3,0,11.2,17.3,normal
2025-04-30T00:00:00,Central_Fulfillment,7.9,15.6,0,10.9,16.1,normal
2025-04-30T01:00:00,Central_Fulfillment,8.7,12.6,0,11.8,16.0,normal
2025-04-30T02:00:00,Central_Fulfillment,10.0,17.7,0,11.2,17.4,normal
2025-04-30T03:00:00,Central_Fulfillment,3.1,9.8,0,12.5,17.4,normal
2025-04-30T04:00:00,Central_Fulfillment,4.3,10.2,0,13.9,16.2,normal
2025-04-30T05:00:00,Central_Fulfillment,6.4,12.3,0,14.6,15.5,normal
2025-04-30T06:00:00,Central_Fulfillment,7.0,14.2,0,15.2,16.1,normal
2025-04-30T07:00:00,Central_Fulfillment,4.8,13.4,0,16.9,16.1,normal
2025-04-30T08:00:00,Central_Fulfillment,9.0,18.0,0,19.4,18,normal
2025-04-30T09:00:00,Central_Fulfillment,10.6,13.3,0,21.5,17.5,normal
2025-04-30T10:00:00,Central_Fulfillment,8.9,15.6,0,22.9,16.5,normal
2025-04-30T11:00:00,Central_Fulfillment,12.4,15.9,0,25.0,14.0,normal
2025-04-30T12:00:00,Central_Fulfillment,13.0,15.6,0,23.8,17.8,normal
2025-04-30T13:00:00,Central_Fulfillment,15.8,21.8,0,25.2,17.0,normal
2025-04-30T14:00:00,Central_Fulfillment,12.7,20.2,0,24.8,16.7,normal
2025-04-30T15:00:00,Central_Fulfillment,16.3,20.7,0,23.7,15.8,normal
2025-04-30T16:00:00,Central_Fulfillment,13.7,19.8,0,22.6,16.3,normal
2025-04-30T17:00:00,Central_Fulfillment,12.1,20.1,0,20.7,16.8,normal
2025-04-30T18:00:00,Central_Fulfillment,12.3,17.2,0,19.7,15.1,normal
2025-04-30T19:00:00,Central_Fulfillment,12.7,19.8,0,17.5,16.1,normal
2025-04-30T20:00:00,Central_Fulfillment,13.2,19.0,0,15.4,16.3,normal
2025-04-30T21:00:00,Central_Fulfillment,14.0,22.6,0,14.4,16.9,normal
2025-04-30T22:00:00,Central_Fulfillment,12.0,15.3,0,12.1,16.5,normal
2025-04-30T23:00:00,Central_Fulfillment,12.9,19.7,0,12.6,15.7,normal
2025-04-30T00:00:00,Eastside_Fulfillment,11.0,19.4,0,12.0,16.7,normal
2025-04-30T01:00:00,Eastside_Fulfillment,7.6,10.9,0,11.2,15.8,normal
2025-04-30T02:00:00,Eastside_Fulfillment,8.8,16.8,0,11.8,17.4,normal
2025-04-30T03:00:00,Eastside_Fulfillment,6.8,11.5,0,12.0,17.5,normal
2025-04-30T04:00:00,Eastside_Fulfillment,7.9,16.2,0,13.5,17.0,normal
2025-04-30T05:00:00,Eastside_Fulfillment,9.1,14.4,0,12.7,16.5,normal
2025-04-30T06:00:00,Eastside_Fulfillment,4.4,12.2,0,15.9,15.5,normal
2025-04-30T07:00:00,Eastside_Fulfillment,7.9,10.6,0,19.9,16.0,normal
2025-04-30T08:00:00,Eastside_Fulfillment,8.9,13.7,0,20.4,16.5,normal
2025-04-30T09:00:00,Eastside_Fulfillment,7.5,10.1,0,21.4,15.2,normal
2025-04-30T10:00:00,Eastside_Fulfillment,6.1,14.6,0,24.1,16.0,normal
2025-04-30T11:00:00,Eastside_Fulfillment,11.5,19.1,0,24.6,13.9,normal
2025-04-30T12:00:00,Eastside_Fulfillment,12.3,18.9,0,25.2,15.7,normal
2025-04-30T13:00:00,Eastside_Fulfillment,15.0,21.7,0,25.3,15.3,normal
2025-04-30T14:00:00,Eastside_Fulfillment,11.4,19.7,0,24.9,16.9,normal
2025-04-30T15:00:00,Eastside_Fulfillment,14.9,23.5,0,22.6,16.1,normal
2025-04-30T16:00:00,Eastside_Fulfillment,14.1,17.2,0,23.1,14.4,normal
2025-04-30T17:00:00,Eastside_Fulfillment,15.8,19.4,0,20.5,17.1,normal
2025-04-30T18:00:00,Eastside_Fulfillment,13.0,18.4,0,19.2,18,normal
2025-04-30T19:00:00,Eastside_Fulfillment,13.4,18.3,0,17.5,16.6,normal
2025-04-30T20:00:00,Eastside_Fulfillment,13.6,16.1,0,15.7,17.8,normal
2025-04-30T21:00:00,Eastside_Fulfillment,14.2,16.2,0,14.4,16.3,normal
2025-04-30T22:00:00,Eastside_Fulfillment,7.7,15.2,0,13.1,16.4,normal
2025-04-30T23:00:00,Eastside_Fulfillment,8.9,11.5,0,12.5,16.5,normal
2025-05-01T00:00:00,Northside_Fulfillment,11.5,13.8,0,12.3,15.3,normal
2025-05-01T01:00:00,Northside_Fulfillment,9.0,15.2,0,10.7,15.9,normal
2025-05-01T02:00:00,Northside_Fulfillment,7.0,15.8,0,10.9,15.6,normal
2025-05-01T03:00:00,Northside_Fulfillment,6.2,14.4,0,12.9,17.8,normal
2025-05-01T04:00:00,Northside_Fulfillment,6.8,10.3,0,14.3,16.9,normal
2025-05-01T05:00:00,Northside_Fulfillment,6.8,11.7,0,14.7,17.5,normal
2025-05-01T06:00:00,Northside_Fulfillment,3.2,8.4,0,16.1,15.1,normal
2025-05-01T07:00:00,Northside_Fulfillment,9.2,16.7,0,17.7,16.7,normal
2025-05-01T08:00:00,Northside_Fulfillment,7.0,12.4,0,21.0,16.0,normal
2025-05-01T09:00:00,Northside_Fulfillment,11.3,19.3,0,22.2,16.4,normal
2025-05-01T10:00:00,Northside_Fulfillment,10.4,18.4,0,22.6,16.9,normal
2025-05-01T11:00:00,Northside_Fulfillment,9.2,17.8,0,25.7,15.8,normal
2025-05-01T12:00:00,Northside_Fulfillment,10.4,16.5,0,24.3,17.0,normal
2025-05-01T13:00:00,Northside_Fulfillment,14.7,18.4,0,25.6,16.5,normal
2025-05-01T14:00:00,Northside_Fulfillment,11.9,18.2,0,24.3,15.6,normal
2025-05-01T15:00:00,Northside_Fulfillment,10.8,19.3,0,24.8,16.6,normal
2025-05-01T16:00:00,Northside_Fulfillment,14.0,20.0,0,23.4,16.1,normal
2025-05-01T17:00:00,Northside_Fulfillment,17.7,21.9,0,21.4,16.6,normal
2025-05-01T18:00:00,Northside_Fulfillment,12.6,16.7,0,19.4,16.8,normal
2025-05-01T19:00:00,Northside_Fulfillment,16.2,23.1,0,17.1,16.9,normal
2025-05-01T20:00:00,Northside_Fulfillment,13.0,21.6,0,16.5,15.6,normal
2025-05-01T21:00:00,Northside_Fulfillment,16.1,22.3,0,15.7,18,normal
2025-05-01T22:00:00,Northside_Fulfillment,11.4,18.6,0,13.6,17.3,normal
2025-05-01T23:00:00,Northside_Fulfillment,7.3,10.7,0,13.5,16.9,normal
2025-05-01T00:00:00,Central_Fulfillment,11.9,20.7,0,10.9,16.9,normal
2025-05-01T01:00:00,Central_Fulfillment,6.6,11.2,0,10.6,16.5,normal
2025-05-01T02:00:00,Central_Fulfillment,7.0,15.2,0,11.2,16.1,normal
2025-05-01T03:00:00,Central_Fulfillment,4.8,12.6,0,11.5,15.9,normal
2025-05-01T04:00:00,Central_Fulfillment,9.0,15.8,0,13.5,15.7,normal
2025-05-01T05:00:00,Central_Fulfillment,9.3,14.9,0,13.4,15.8,normal
2025-05-01T06:00:00,Central_Fulfillment,5.5,13.1,0,17.9,16.2,normal
2025-05-01T07:00:00,Central_Fulfillment,8.1,15.6,0,16.5,16.2,normal
2025-05-01T08:00:00,Central_Fulfillment,8.1,12.0,0,19.4,15.8,normal
2025-05-01T09:00:00,Central_Fulfillment,10.7,15.4,0,22.4,14.5,normal
2025-05-01T10:00:00,Central_Fulfillment,13.1,20.4,0,23.6,16.3,normal
2025-05-01T11:00:00,Central_Fulfillment,12.3,20.1,0,24.2,16.8,normal
2025-05-01T12:00:00,Central_Fulfillment,11.3,14.6,0,25.4,16.3,normal
2025-05-01T13:00:00,Central_Fulfillment,17.7,20.4,0,23.9,15.9,normal
2025-05-01T14:00:00,Central_Fulfillment,11.7,17.4,0,23.0,15.9,normal
2025-05-01T15:00:00,Central_Fulfillment,13.8,21.0,0,24.4,17.4,normal
2025-05-01T16:00:00,Central_Fulfillment,17.5,23.5,0,23.4,18,normal
2025-05-01T17:00:00,Central_Fulfillment,16.7,19.5,0,22.7,15.7,normal
2025-05-01T18:00:00,Central_Fulfillment,12.6,16.0,0,19.6,17.3,normal
2025-05-01T19:00:00,Central_Fulfillment,15.5,17.6,0,18.5,15.4,normal
2025-05-01T20:00:00,Central_Fulfillment,15.8,21.4,0,17.2,16.3,normal
2025-05-01T21:00:00,Central_Fulfillment,13.2,15.3,0,14.8,16.7,normal
2025-05-01T22:00:00,Central_Fulfillment,8.8,15.1,0,14.7,15.4,normal
2025-05-01T23:00:00,Central_Fulfillment,12.4,21.3,0,11.9,16.5,normal
2025-05-01T00:00:00,Eastside_Fulfillment,11.8,19.0,0,11.9,16.5,normal
2025-05-01T01:00:00,Eastside_Fulfillment,8.5,14.4,0,10.9,16.5,normal
2025-05-01T02:00:00,Eastside_Fulfillment,6.3,14.7,0,12.2,17.0,normal
2025-05-01T03:00:00,Eastside_Fulfillment,9.8,14.5,0,11.4,16.1,normal
2025-05-01T04:00:00,Eastside_Fulfillment,9.4,12.3,0,12.5,16.1,normal
2025-05-01T05:00:00,Eastside_Fulfillment,8.4,14.2,0,14.2,15.3,normal
2025-05-01T06:00:00,Eastside_Fulfillment,10.1,17.1,0,15.3,15.6,normal
2025-05-01T07:00:00,Eastside_Fulfillment,7.8,14.0,0,19.3,16.4,normal
2025-05-01T08:00:00,Eastside_Fulfillment,9.9,13.9,0,19.3,17.6,normal
2025-05-01T09:00:00,Eastside_Fulfillment,8.6,16.5,0,20.8,15.6,normal
2025-05-01T10:00:00,Eastside_Fulfillment,8.5,13.7,0,23.6,15.9,normal
2025-05-01T11:00:00,Eastside_Fulfillment,12.3,17.0,0,24.3,15.4,normal
2025-05-01T12:00:00,Eastside_Fulfillment,16.5,21.2,0,23.4,16.6,normal
2025-05-01T13:00:00,Eastside_Fulfillment,17.5,22.4,0,24.1,17.0,normal
2025-05-01T14:00:00,Eastside_Fulfillment,13.3,19.9,0,24.0,14.4,normal
2025-05-01T15:00:00,Eastside_Fulfillment,17.5,21.5,0,22.6,18,normal
2025-05-01T16:00:00,Eastside_Fulfillment,12.4,19.4,0,22.6,16.6,normal
2025-05-01T17:00:00,Eastside_Fulfillment,15.1,19.9,0,21.9,16.3,normal
