telemetry_id,flight_id,drone_id,recorded_at,phase,battery_pct,battery_temp_c,cell_voltage_spread_mv,motor_vibration_mm_s,gps_hdop,tether_descent_sec,sensor_status
TEL-31317-recovery,FL-US-31316,ZIP-US-023,2025-04-11T10:31:12,recovery,66.5,29.9,29.6,1.04,0.86,36.4,nominal
TEL-31318-pickup,FL-US-31317,ZIP-US-017,2025-04-11T08:59:00,pickup,100,31.2,22.9,1.15,1.08,38.0,nominal
TEL-31318-outbound,FL-US-31317,ZIP-US-017,2025-04-11T09:04:48,outbound,80.0,30.3,14.5,0.81,0.85,34.8,nominal
TEL-31318-recovery,FL-US-31317,ZIP-US-017,2025-04-11T09:10:01,recovery,61.9,31.9,23.8,0.93,0.54,35.9,nominal
TEL-31319-pickup,FL-US-31318,ZIP-US-022,2025-04-11T16:05:00,pickup,100,31.1,20.0,1.16,0.8,38.5,nominal
TEL-31319-outbound,FL-US-31318,ZIP-US-022,2025-04-11T16:10:15,outbound,82.7,31.5,21.2,0.66,0.74,36.6,nominal
TEL-31319-recovery,FL-US-31318,ZIP-US-022,2025-04-11T16:14:58,recovery,67.1,31.2,18.1,1.1,1.16,34.6,nominal
TEL-31320-pickup,FL-US-31319,ZIP-US-021,2025-04-11T12:09:00,pickup,100,30.9,15.4,0.84,0.71,37.7,nominal
TEL-31320-outbound,FL-US-31319,ZIP-US-021,2025-04-11T12:12:57,outbound,78.3,31.2,20.3,1.02,0.94,36.2,nominal
TEL-31320-recovery,FL-US-31319,ZIP-US-021,2025-04-11T12:16:30,recovery,58.8,29.9,13.5,0.81,0.72,38.8,nominal
TEL-31321-pickup,FL-US-31320,ZIP-US-023,2025-04-11T11:40:00,pickup,100,29.0,17.4,0.85,0.52,38.9,nominal
TEL-31321-outbound,FL-US-31320,ZIP-US-023,2025-04-11T11:45:42,outbound,83.1,31.5,20.8,1.29,0.87,38.2,nominal
TEL-31321-recovery,FL-US-31320,ZIP-US-023,2025-04-11T11:50:49,recovery,67.9,31.2,25.2,1.03,0.7,37.4,nominal
TEL-31322-pickup,FL-US-31321,ZIP-US-023,2025-04-11T09:52:00,pickup,100,31.8,16.1,1.08,0.77,38.3,nominal
TEL-31322-outbound,FL-US-31321,ZIP-US-023,2025-04-11T09:57:27,outbound,81.6,31.9,14.8,0.83,0.62,36.1,nominal
TEL-31322-recovery,FL-US-31321,ZIP-US-023,2025-04-11T10:02:21,recovery,65.1,31.0,21.0,0.74,1.01,34.9,nominal
TEL-31323-pickup,FL-US-31322,ZIP-US-023,2025-04-11T08:30:00,pickup,100,31.4,27.0,1.03,0.96,36.4,nominal
TEL-31323-outbound,FL-US-31322,ZIP-US-023,2025-04-11T08:35:48,outbound,77.9,33.9,22.7,1.15,0.74,36.9,nominal
TEL-31323-recovery,FL-US-31322,ZIP-US-023,2025-04-11T08:41:01,recovery,58.1,30.0,20.3,0.95,0.94,37.7,nominal
TEL-31324-pickup,FL-US-31323,ZIP-US-024,2025-04-11T08:44:00,pickup,100,31.8,15.4,1.15,1.01,37.8,nominal
TEL-31324-outbound,FL-US-31323,ZIP-US-024,2025-04-11T08:48:45,outbound,79.9,31.9,17.7,0.94,1.0,36.1,nominal
TEL-31324-recovery,FL-US-31323,ZIP-US-024,2025-04-11T08:53:01,recovery,61.7,30.2,18.2,1.09,0.5,35.8,nominal
TEL-31325-pickup,FL-US-31324,ZIP-US-017,2025-04-11T10:51:00,pickup,100,31.8,23.4,0.87,0.82,35.5,nominal
TEL-31325-outbound,FL-US-31324,ZIP-US-017,2025-04-11T10:57:36,outbound,76.1,31.2,20.0,0.77,0.82,37.9,nominal
TEL-31325-recovery,FL-US-31324,ZIP-US-017,2025-04-11T11:03:32,recovery,54.5,32.4,13.5,0.97,0.75,38.4,nominal
TEL-31326-pickup,FL-US-31325,ZIP-US-019,2025-04-11T17:35:00,pickup,100,31.7,16.0,0.75,0.51,36.5,nominal
TEL-31326-outbound,FL-US-31325,ZIP-US-019,2025-04-11T17:39:30,outbound,82.9,29.8,26.7,0.98,0.58,37.6,nominal
TEL-31326-recovery,FL-US-31325,ZIP-US-019,2025-04-11T17:43:33,recovery,67.4,29.8,18.7,0.87,1.06,35.0,nominal
TEL-31327-pickup,FL-US-31326,ZIP-US-023,2025-04-11T17:05:00,pickup,100,32.0,16.0,0.97,0.89,37.2,nominal
TEL-31327-outbound,FL-US-31326,ZIP-US-023,2025-04-11T17:11:36,outbound,74.4,32.5,13.7,1.08,0.5,38.7,nominal
TEL-31327-recovery,FL-US-31326,ZIP-US-023,2025-04-11T17:17:32,recovery,51.3,31.4,23.0,0.82,0.75,35.9,nominal
TEL-31328-pickup,FL-US-31327,ZIP-US-020,2025-04-11T13:35:00,pickup,100,31.1,22.4,1.24,0.92,37.5,nominal
TEL-31328-outbound,FL-US-31327,ZIP-US-020,2025-04-11T13:39:57,outbound,85.0,29.8,22.8,1.07,0.8,36.9,nominal
TEL-31328-recovery,FL-US-31327,ZIP-US-020,2025-04-11T13:44:24,recovery,71.5,30.8,24.4,1.11,0.95,37.9,nominal
TEL-31329-pickup,FL-US-31328,ZIP-US-018,2025-04-11T18:46:00,pickup,100,28.9,22.2,1.06,0.96,37.8,nominal
TEL-31329-outbound,FL-US-31328,ZIP-US-018,2025-04-11T18:49:42,outbound,83.6,30.1,18.8,1.25,0.54,37.9,nominal
TEL-31329-recovery,FL-US-31328,ZIP-US-018,2025-04-11T18:53:01,recovery,68.8,30.8,25.2,0.89,0.65,37.8,nominal
TEL-31330-pickup,FL-US-31329,ZIP-US-020,2025-04-11T20:18:00,pickup,100,30.5,22.1,0.81,0.57,38.4,nominal
TEL-31330-outbound,FL-US-31329,ZIP-US-020,2025-04-11T20:23:18,outbound,80.2,31.2,23.9,0.89,0.82,36.7,nominal
TEL-31330-recovery,FL-US-31329,ZIP-US-020,2025-04-11T20:28:04,recovery,62.4,29.7,17.2,1.25,0.82,38.2,nominal
TEL-31331-pickup,FL-US-31330,ZIP-US-017,2025-04-11T13:48:00,pickup,100,31.4,19.4,0.65,0.89,36.1,nominal
TEL-31331-outbound,FL-US-31330,ZIP-US-017,2025-04-11T13:53:42,outbound,77.3,29.9,12.8,0.83,0.62,36.6,nominal
TEL-31331-recovery,FL-US-31330,ZIP-US-017,2025-04-11T13:58:49,recovery,56.8,32.5,26.2,0.86,0.5,35.4,nominal
TEL-31332-pickup,FL-US-31331,ZIP-US-019,2025-04-11T17:03:00,pickup,100,31.2,16.9,1.09,0.65,36.7,nominal
TEL-31332-outbound,FL-US-31331,ZIP-US-019,2025-04-11T17:08:18,outbound,77.8,31.6,18.3,1.18,0.73,36.0,nominal
TEL-31332-recovery,FL-US-31331,ZIP-US-019,2025-04-11T17:13:04,recovery,57.9,32.2,23.6,0.89,0.64,37.8,nominal
TEL-31333-pickup,FL-US-31332,ZIP-US-024,2025-04-11T15:17:00,pickup,100,30.4,22.7,0.94,0.61,36.8,nominal
TEL-31333-outbound,FL-US-31332,ZIP-US-024,2025-04-11T15:21:33,outbound,84.8,29.1,17.8,0.82,0.81,37.6,nominal
TEL-31333-recovery,FL-US-31332,ZIP-US-024,2025-04-11T15:25:38,recovery,71.2,29.6,21.8,1.01,1.09,37.5,nominal
TEL-31334-pickup,FL-US-31333,ZIP-US-017,2025-04-11T16:47:00,pickup,100,29.8,20.4,1.2,0.96,35.5,nominal
TEL-31334-outbound,FL-US-31333,ZIP-US-017,2025-04-11T16:51:36,outbound,83.9,29.8,24.5,1.19,1.02,36.0,nominal
TEL-31334-recovery,FL-US-31333,ZIP-US-017,2025-04-11T16:55:44,recovery,69.3,30.9,21.7,1.15,0.93,39.2,nominal
TEL-31335-pickup,FL-US-31334,ZIP-US-017,2025-04-11T18:20:00,pickup,100,29.9,12.3,1.02,0.69,38.0,flagged
TEL-31335-outbound,FL-US-31334,ZIP-US-017,2025-04-11T18:29:18,outbound,77.5,30.2,15.0,1.22,0.78,35.6,flagged
TEL-31335-recovery,FL-US-31334,ZIP-US-017,2025-04-11T18:37:40,recovery,57.2,31.9,16.7,0.86,0.95,36.8,flagged
TEL-31336-pickup,FL-US-31335,ZIP-US-022,2025-04-11T10:15:00,pickup,100,30.0,17.0,0.99,1.26,36.5,nominal
TEL-31336-outbound,FL-US-31335,ZIP-US-022,2025-04-11T10:19:42,outbound,81.6,30.6,17.5,0.84,0.53,36.6,nominal
TEL-31336-recovery,FL-US-31335,ZIP-US-022,2025-04-11T10:23:55,recovery,65.1,31.2,22.4,1.02,0.78,35.1,nominal
TEL-31337-pickup,FL-US-31336,ZIP-US-024,2025-04-11T11:01:00,pickup,100,29.2,27.1,1.13,1.33,36.8,nominal
TEL-31337-outbound,FL-US-31336,ZIP-US-024,2025-04-11T11:05:15,outbound,85.6,30.4,18.9,1.03,0.85,37.3,nominal
TEL-31337-recovery,FL-US-31336,ZIP-US-024,2025-04-11T11:09:04,recovery,72.6,27.6,21.3,0.92,0.5,36.3,nominal
TEL-31338-pickup,FL-US-31337,ZIP-US-020,2025-04-11T11:27:00,pickup,100,32.5,18.5,1.17,0.86,37.0,nominal
TEL-31338-outbound,FL-US-31337,ZIP-US-020,2025-04-11T11:31:39,outbound,76.6,32.5,18.4,0.73,0.5,36.7,nominal
TEL-31338-recovery,FL-US-31337,ZIP-US-020,2025-04-11T11:35:50,recovery,55.6,29.3,18.0,1.03,0.76,39.4,nominal
TEL-31339-pickup,FL-US-31338,ZIP-US-020,2025-04-11T12:02:00,pickup,100,32.4,22.1,0.85,0.85,37.6,nominal
TEL-31339-outbound,FL-US-31338,ZIP-US-020,2025-04-11T12:08:30,outbound,75.0,34.7,31.1,1.1,0.73,39.2,nominal
TEL-31339-recovery,FL-US-31338,ZIP-US-020,2025-04-11T12:14:21,recovery,52.5,33.5,20.9,1.22,1.02,37.1,nominal
TEL-31340-pickup,FL-US-31339,ZIP-US-017,2025-04-11T12:26:00,pickup,100,28.8,22.5,0.97,1.06,36.2,nominal
TEL-31340-outbound,FL-US-31339,ZIP-US-017,2025-04-11T12:30:03,outbound,82.9,31.5,19.3,0.94,0.74,37.3,nominal
TEL-31340-recovery,FL-US-31339,ZIP-US-017,2025-04-11T12:33:41,recovery,67.5,29.7,20.8,1.31,0.71,36.5,nominal
TEL-31341-pickup,FL-US-31340,ZIP-US-018,2025-04-11T14:36:00,pickup,100,29.7,17.6,0.98,0.57,35.9,nominal
TEL-31341-outbound,FL-US-31340,ZIP-US-018,2025-04-11T14:41:03,outbound,87.0,29.9,15.3,1.32,0.83,37.1,nominal
TEL-31341-recovery,FL-US-31340,ZIP-US-018,2025-04-11T14:45:35,recovery,75.2,29.8,16.4,1.33,1.04,37.7,nominal
TEL-31342-pickup,FL-US-31341,ZIP-US-023,2025-04-11T17:31:00,pickup,100,29.5,21.9,1.06,0.68,37.5,nominal
TEL-31342-outbound,FL-US-31341,ZIP-US-023,2025-04-11T17:35:48,outbound,77.3,32.4,23.6,1.01,0.65,36.6,nominal
TEL-31342-recovery,FL-US-31341,ZIP-US-023,2025-04-11T17:40:07,recovery,57.0,30.6,26.2,0.81,0.86,36.3,nominal
TEL-31343-pickup,FL-US-31342,ZIP-US-024,2025-04-11T08:57:00,pickup,100,30.1,16.8,1.0,0.73,36.7,nominal
TEL-31343-outbound,FL-US-31342,ZIP-US-024,2025-04-11T09:03:18,outbound,75.4,32.4,20.6,0.9,0.85,37.7,nominal
TEL-31343-recovery,FL-US-31342,ZIP-US-024,2025-04-11T09:08:58,recovery,53.2,30.6,21.5,0.96,0.83,35.8,nominal
TEL-31344-pickup,FL-US-31343,ZIP-US-024,2025-04-11T09:19:00,pickup,100,30.7,20.1,1.07,0.57,35.8,nominal
TEL-31344-outbound,FL-US-31343,ZIP-US-024,2025-04-11T09:23:51,outbound,84.9,29.8,21.8,0.97,0.85,35.6,nominal
TEL-31344-recovery,FL-US-31343,ZIP-US-024,2025-04-11T09:28:12,recovery,71.4,30.4,20.7,1.16,0.8,37.8,nominal
TEL-31345-pickup,FL-US-31344,ZIP-US-021,2025-04-11T15:16:00,pickup,100,32.1,19.8,1.03,0.77,37.6,nominal
TEL-31345-outbound,FL-US-31344,ZIP-US-021,2025-04-11T15:22:09,outbound,77.2,31.4,21.6,0.82,0.94,37.6,nominal
TEL-31345-recovery,FL-US-31344,ZIP-US-021,2025-04-11T15:27:41,recovery,56.7,31.9,15.4,0.91,0.9,37.2,nominal
TEL-31346-pickup,FL-US-31345,ZIP-US-021,2025-04-11T11:51:00,pickup,100,31.3,13.3,0.95,0.77,36.3,nominal
TEL-31346-outbound,FL-US-31345,ZIP-US-021,2025-04-11T11:56:45,outbound,76.5,31.8,20.0,0.94,0.91,36.7,nominal
TEL-31346-recovery,FL-US-31345,ZIP-US-021,2025-04-11T12:01:55,recovery,55.3,29.8,21.8,1.19,0.53,35.2,nominal
TEL-31347-pickup,FL-US-31346,ZIP-US-024,2025-04-11T13:09:00,pickup,100,30.6,19.1,1.2,0.83,35.1,nominal
TEL-31347-outbound,FL-US-31346,ZIP-US-024,2025-04-11T13:15:36,outbound,76.2,30.9,19.2,1.26,0.94,36.3,nominal
TEL-31347-recovery,FL-US-31346,ZIP-US-024,2025-04-11T13:21:32,recovery,54.8,33.9,18.3,0.99,1.18,37.1,nominal
TEL-31348-pickup,FL-US-31347,ZIP-US-019,2025-04-11T18:55:00,pickup,100,30.3,19.7,1.16,0.7,36.0,nominal
TEL-31348-outbound,FL-US-31347,ZIP-US-019,2025-04-11T19:00:45,outbound,81.9,30.8,23.5,0.93,0.88,38.3,nominal
TEL-31348-recovery,FL-US-31347,ZIP-US-019,2025-04-11T19:05:55,recovery,65.6,31.1,19.0,0.85,0.86,34.7,nominal
TEL-31349-pickup,FL-US-31348,ZIP-US-024,2025-04-11T10:03:00,pickup,100,30.6,19.0,1.02,0.97,36.8,nominal
TEL-31349-outbound,FL-US-31348,ZIP-US-024,2025-04-11T10:07:36,outbound,80.7,28.7,21.4,1.14,0.79,37.5,nominal
TEL-31349-recovery,FL-US-31348,ZIP-US-024,2025-04-11T10:11:44,recovery,63.4,31.3,24.2,0.79,0.82,37.0,nominal
TEL-31350-pickup,FL-US-31349,ZIP-US-002,2025-04-12T16:22:00,pickup,100,30.5,17.9,0.91,0.78,35.9,nominal
TEL-31350-outbound,FL-US-31349,ZIP-US-002,2025-04-12T16:27:48,outbound,79.4,31.5,16.4,0.99,0.8,36.4,nominal
TEL-31350-recovery,FL-US-31349,ZIP-US-002,2025-04-12T16:33:01,recovery,60.9,31.9,24.0,1.25,0.94,35.5,nominal
TEL-31351-pickup,FL-US-31350,ZIP-US-007,2025-04-12T11:56:00,pickup,100,31.3,22.5,0.81,0.8,36.8,flagged
TEL-31351-outbound,FL-US-31350,ZIP-US-007,2025-04-12T12:04:09,outbound,76.9,31.3,12.8,0.86,0.82,37.9,flagged
TEL-31351-recovery,FL-US-31350,ZIP-US-007,2025-04-12T12:11:29,recovery,56.1,29.8,25.9,1.03,0.86,35.6,flagged
TEL-31352-pickup,FL-US-31351,ZIP-US-002,2025-04-12T20:28:00,pickup,100,30.5,22.1,1.0,0.96,36.7,nominal
TEL-31352-outbound,FL-US-31351,ZIP-US-002,2025-04-12T20:31:33,outbound,85.6,30.3,15.8,1.2,0.5,37.4,nominal
TEL-31352-recovery,FL-US-31351,ZIP-US-002,2025-04-12T20:34:44,recovery,72.7,31.8,25.2,0.88,0.69,37.4,nominal
TEL-31353-pickup,FL-US-31352,ZIP-US-002,2025-04-12T13:36:00,pickup,100,33.1,20.8,0.73,1.04,38.7,nominal
TEL-31353-outbound,FL-US-31352,ZIP-US-002,2025-04-12T13:41:39,outbound,76.6,30.5,22.7,0.95,0.9,37.7,nominal
TEL-31353-recovery,FL-US-31352,ZIP-US-002,2025-04-12T13:46:44,recovery,55.5,32.1,14.6,1.22,0.55,36.8,nominal
TEL-31354-pickup,FL-US-31353,ZIP-US-007,2025-04-12T14:54:00,pickup,100,31.0,20.5,0.9,1.22,36.2,nominal
TEL-31354-outbound,FL-US-31353,ZIP-US-007,2025-04-12T14:58:12,outbound,84.9,30.2,26.4,1.04,0.5,36.3,nominal
TEL-31354-recovery,FL-US-31353,ZIP-US-007,2025-04-12T15:01:58,recovery,71.3,30.7,19.6,1.15,0.97,37.2,nominal
TEL-31355-pickup,FL-US-31354,ZIP-US-004,2025-04-12T20:12:00,pickup,100,32.7,19.9,0.65,0.78,37.1,nominal
TEL-31355-outbound,FL-US-31354,ZIP-US-004,2025-04-12T20:18:03,outbound,75.4,31.1,15.9,1.02,0.5,37.0,nominal
TEL-31355-recovery,FL-US-31354,ZIP-US-004,2025-04-12T20:23:29,recovery,53.3,32.4,19.3,1.02,0.94,37.8,nominal
TEL-31356-pickup,FL-US-31355,ZIP-US-007,2025-04-12T09:56:00,pickup,100,32.2,23.6,1.11,0.97,37.2,nominal
TEL-31356-outbound,FL-US-31355,ZIP-US-007,2025-04-12T10:03:00,outbound,76.1,31.6,13.2,0.71,0.68,36.9,nominal
TEL-31356-recovery,FL-US-31355,ZIP-US-007,2025-04-12T10:09:18,recovery,54.6,32.6,20.5,0.77,0.92,37.4,nominal
TEL-31357-pickup,FL-US-31356,ZIP-US-008,2025-04-12T15:53:00,pickup,100,29.0,22.5,0.93,0.76,35.9,nominal
TEL-31357-outbound,FL-US-31356,ZIP-US-008,2025-04-12T15:57:42,outbound,85.4,29.5,18.1,1.11,0.8,36.9,nominal
TEL-31357-recovery,FL-US-31356,ZIP-US-008,2025-04-12T16:01:55,recovery,72.2,30.4,22.6,1.27,0.91,38.0,nominal
TEL-31358-pickup,FL-US-31357,ZIP-US-008,2025-04-12T12:17:00,pickup,100,30.2,26.0,1.1,0.8,37.6,nominal
TEL-31358-outbound,FL-US-31357,ZIP-US-008,2025-04-12T12:22:09,outbound,81.2,31.0,25.3,1.12,0.81,36.6,nominal
TEL-31358-recovery,FL-US-31357,ZIP-US-008,2025-04-12T12:26:47,recovery,64.2,29.6,24.1,0.92,1.3,36.6,nominal
TEL-31359-pickup,FL-US-31358,ZIP-US-002,2025-04-12T15:06:00,pickup,100,31.2,19.0,0.74,0.85,36.6,nominal
TEL-31359-outbound,FL-US-31358,ZIP-US-002,2025-04-12T15:10:39,outbound,79.1,33.5,17.7,0.93,0.62,36.0,nominal
TEL-31359-recovery,FL-US-31358,ZIP-US-002,2025-04-12T15:14:50,recovery,60.3,32.3,22.8,0.75,0.68,36.9,nominal
TEL-31360-pickup,FL-US-31359,ZIP-US-003,2025-04-12T10:23:00,pickup,100,29.7,17.0,1.15,0.93,38.5,nominal
TEL-31360-outbound,FL-US-31359,ZIP-US-003,2025-04-12T10:29:45,outbound,75.2,31.9,23.1,1.0,0.8,36.7,nominal
TEL-31360-recovery,FL-US-31359,ZIP-US-003,2025-04-12T10:35:49,recovery,53.0,31.9,20.1,0.87,0.66,35.6,nominal
TEL-31361-pickup,FL-US-31360,ZIP-US-005,2025-04-12T14:31:00,pickup,100,31.2,19.6,0.52,0.78,35.4,nominal
TEL-31361-outbound,FL-US-31360,ZIP-US-005,2025-04-12T14:36:12,outbound,81.4,30.3,18.3,0.93,0.55,36.6,nominal
TEL-31361-recovery,FL-US-31360,ZIP-US-005,2025-04-12T14:40:52,recovery,64.7,28.7,16.5,1.18,1.16,37.7,nominal
TEL-31362-pickup,FL-US-31361,ZIP-US-007,2025-04-12T10:38:00,pickup,100,31.2,21.7,1.0,1.08,35.7,nominal
TEL-31362-outbound,FL-US-31361,ZIP-US-007,2025-04-12T10:43:42,outbound,78.9,30.9,14.8,0.85,0.81,36.5,nominal
TEL-31362-recovery,FL-US-31361,ZIP-US-007,2025-04-12T10:48:49,recovery,59.9,32.3,14.2,1.13,0.86,35.9,nominal
TEL-31363-pickup,FL-US-31362,ZIP-US-004,2025-04-12T16:41:00,pickup,100,30.0,20.3,0.83,0.84,36.9,nominal
TEL-31363-outbound,FL-US-31362,ZIP-US-004,2025-04-12T16:45:45,outbound,82.7,29.4,13.2,1.18,0.84,37.3,nominal
TEL-31363-recovery,FL-US-31362,ZIP-US-004,2025-04-12T16:50:01,recovery,67.1,30.1,19.5,1.25,0.79,36.7,nominal
TEL-31364-pickup,FL-US-31363,ZIP-US-008,2025-04-12T08:15:00,pickup,100,29.2,15.7,0.97,0.69,37.6,nominal
TEL-31364-outbound,FL-US-31363,ZIP-US-008,2025-04-12T08:19:09,outbound,83.0,31.9,27.3,1.21,0.83,36.7,nominal
TEL-31364-recovery,FL-US-31363,ZIP-US-008,2025-04-12T08:22:53,recovery,67.6,31.2,16.4,0.82,1.02,38.8,nominal
TEL-31365-pickup,FL-US-31364,ZIP-US-006,2025-04-12T13:00:00,pickup,100,31.5,21.7,1.1,0.96,37.6,nominal
TEL-31365-outbound,FL-US-31364,ZIP-US-006,2025-04-12T13:05:24,outbound,85.0,30.0,20.6,0.96,0.98,38.2,nominal
TEL-31365-recovery,FL-US-31364,ZIP-US-006,2025-04-12T13:10:15,recovery,71.5,30.4,12.2,1.11,0.82,37.6,nominal
TEL-31366-pickup,FL-US-31365,ZIP-US-007,2025-04-12T09:35:00,pickup,100,29.7,19.0,0.83,0.76,37.2,nominal
TEL-31366-outbound,FL-US-31365,ZIP-US-007,2025-04-12T09:39:57,outbound,85.3,30.4,25.3,1.14,0.87,36.6,nominal
TEL-31366-recovery,FL-US-31365,ZIP-US-007,2025-04-12T09:44:24,recovery,72.0,31.1,23.2,0.98,0.84,36.9,nominal
TEL-31367-pickup,FL-US-31366,ZIP-US-002,2025-04-12T18:56:00,pickup,100,30.7,17.5,1.18,0.81,37.6,nominal
TEL-31367-outbound,FL-US-31366,ZIP-US-002,2025-04-12T19:00:45,outbound,83.9,30.2,18.8,1.0,0.57,37.1,nominal
TEL-31367-recovery,FL-US-31366,ZIP-US-002,2025-04-12T19:05:01,recovery,69.5,29.7,20.4,0.86,1.3,36.9,nominal
TEL-31368-pickup,FL-US-31367,ZIP-US-003,2025-04-12T20:49:00,pickup,100,29.3,17.8,1.26,0.79,38.2,nominal
TEL-31368-outbound,FL-US-31367,ZIP-US-003,2025-04-12T20:54:18,outbound,82.0,31.4,29.2,0.8,0.95,37.7,nominal
TEL-31368-recovery,FL-US-31367,ZIP-US-003,2025-04-12T20:59:04,recovery,65.8,29.4,21.8,1.09,0.56,37.2,nominal
TEL-31369-pickup,FL-US-31368,ZIP-US-006,2025-04-12T10:19:00,pickup,100,31.3,20.2,1.16,1.18,35.5,nominal
TEL-31369-outbound,FL-US-31368,ZIP-US-006,2025-04-12T10:24:03,outbound,79.5,30.9,19.4,0.87,0.59,36.6,nominal
TEL-31369-recovery,FL-US-31368,ZIP-US-006,2025-04-12T10:28:35,recovery,61.1,29.6,19.3,0.87,0.73,35.7,nominal
TEL-31370-pickup,FL-US-31369,ZIP-US-005,2025-04-12T18:45:00,pickup,100,32.9,17.1,1.12,0.86,35.4,nominal
TEL-31370-outbound,FL-US-31369,ZIP-US-005,2025-04-12T18:50:42,outbound,77.1,30.0,22.9,0.73,0.5,36.0,nominal
TEL-31370-recovery,FL-US-31369,ZIP-US-005,2025-04-12T18:55:49,recovery,56.5,31.3,5.8,1.0,1.2,36.2,nominal
TEL-31371-pickup,FL-US-31370,ZIP-US-007,2025-04-12T16:35:00,pickup,100,30.9,19.1,1.31,0.69,37.3,nominal
TEL-31371-outbound,FL-US-31370,ZIP-US-007,2025-04-12T16:38:51,outbound,85.0,31.4,23.7,1.31,0.5,34.7,nominal
TEL-31371-recovery,FL-US-31370,ZIP-US-007,2025-04-12T16:42:18,recovery,71.4,32.6,25.0,1.06,0.87,37.5,nominal
TEL-31372-pickup,FL-US-31371,ZIP-US-004,2025-04-12T15:57:00,pickup,100,32.7,18.2,0.88,0.7,38.0,nominal
TEL-31372-outbound,FL-US-31371,ZIP-US-004,2025-04-12T16:03:33,outbound,77.1,31.8,22.8,1.04,0.76,36.6,nominal
TEL-31372-recovery,FL-US-31371,ZIP-US-004,2025-04-12T16:09:26,recovery,56.6,29.3,11.3,0.65,0.67,37.3,nominal
TEL-31373-pickup,FL-US-31372,ZIP-US-005,2025-04-12T09:24:00,pickup,100,32.0,17.9,1.32,0.63,35.2,nominal
TEL-31373-outbound,FL-US-31372,ZIP-US-005,2025-04-12T09:29:21,outbound,76.6,32.9,24.7,1.3,0.9,37.2,nominal
TEL-31373-recovery,FL-US-31372,ZIP-US-005,2025-04-12T09:34:09,recovery,55.6,32.4,19.7,0.98,1.09,36.3,nominal
TEL-31374-pickup,FL-US-31373,ZIP-US-003,2025-04-12T15:33:00,pickup,100,29.8,25.4,1.25,0.56,37.2,nominal
TEL-31374-outbound,FL-US-31373,ZIP-US-003,2025-04-12T15:38:03,outbound,78.3,31.4,19.3,0.92,1.03,34.5,nominal
TEL-31374-recovery,FL-US-31373,ZIP-US-003,2025-04-12T15:42:35,recovery,58.7,31.5,16.8,0.92,0.73,36.5,nominal
TEL-31375-pickup,FL-US-31374,ZIP-US-006,2025-04-12T17:21:00,pickup,100,31.6,20.5,1.04,0.68,37.1,nominal
TEL-31375-outbound,FL-US-31374,ZIP-US-006,2025-04-12T17:25:45,outbound,79.8,31.9,20.5,1.01,0.86,37.5,nominal
TEL-31375-recovery,FL-US-31374,ZIP-US-006,2025-04-12T17:30:01,recovery,61.6,32.9,21.3,0.9,0.73,36.8,nominal
TEL-31376-pickup,FL-US-31375,ZIP-US-007,2025-04-12T12:36:00,pickup,100,29.4,15.2,1.05,1.02,36.7,nominal
TEL-31376-outbound,FL-US-31375,ZIP-US-007,2025-04-12T12:40:09,outbound,86.2,29.1,15.3,0.97,0.9,37.3,nominal
TEL-31376-recovery,FL-US-31375,ZIP-US-007,2025-04-12T12:43:53,recovery,73.9,29.0,18.0,0.84,0.76,36.4,nominal
TEL-31377-pickup,FL-US-31376,ZIP-US-008,2025-04-12T12:29:00,pickup,100,30.4,18.6,1.2,0.8,37.5,nominal
TEL-31377-outbound,FL-US-31376,ZIP-US-008,2025-04-12T12:33:42,outbound,77.9,31.5,17.5,1.28,0.72,37.2,nominal
TEL-31377-recovery,FL-US-31376,ZIP-US-008,2025-04-12T12:37:55,recovery,58.0,30.9,19.9,1.01,0.81,36.6,nominal
TEL-31378-pickup,FL-US-31377,ZIP-US-005,2025-04-12T18:54:00,pickup,100,28.8,24.1,0.99,0.87,38.0,nominal
TEL-31378-outbound,FL-US-31377,ZIP-US-005,2025-04-12T18:58:51,outbound,87.1,29.7,15.0,1.16,0.99,35.5,nominal
TEL-31378-recovery,FL-US-31377,ZIP-US-005,2025-04-12T19:03:12,recovery,75.6,29.9,23.4,1.1,0.97,38.1,nominal
TEL-31379-pickup,FL-US-31378,ZIP-US-001,2025-04-12T16:29:00,pickup,100,31.9,22.9,1.15,0.85,38.9,nominal
TEL-31379-outbound,FL-US-31378,ZIP-US-001,2025-04-12T16:35:21,outbound,79.5,30.5,29.9,1.16,0.83,38.4,nominal
TEL-31379-recovery,FL-US-31378,ZIP-US-001,2025-04-12T16:41:03,recovery,61.0,32.2,18.3,1.12,1.01,36.7,nominal
TEL-31380-pickup,FL-US-31379,ZIP-US-007,2025-04-12T11:55:00,pickup,100,28.3,20.6,0.53,0.75,37.2,nominal
TEL-31380-outbound,FL-US-31379,ZIP-US-007,2025-04-12T11:59:24,outbound,87.9,31.8,24.0,0.88,0.68,37.4,nominal
TEL-31380-recovery,FL-US-31379,ZIP-US-007,2025-04-12T12:03:21,recovery,77.1,30.8,20.8,0.99,0.64,37.2,nominal
TEL-31381-pickup,FL-US-31380,ZIP-US-007,2025-04-12T15:13:00,pickup,100,31.5,15.3,1.15,0.88,37.0,flagged
TEL-31381-outbound,FL-US-31380,ZIP-US-007,2025-04-12T15:21:12,outbound,77.7,31.1,21.7,1.15,0.68,36.3,flagged
