snapshot_date,drone_id,home_site,battery_capacity_pct,battery_cycle_count,cell_voltage_spread_mv,motor_vibration_mm_s,tether_descent_baseline_sec,maintenance_status
2025-04-13,ZIP-US-001,Northside_Fulfillment,95.5,151,16.0,0.9,35.8,operational
2025-04-13,ZIP-US-002,Northside_Fulfillment,94.7,154,18.0,1.28,38.1,operational
2025-04-13,ZIP-US-003,Northside_Fulfillment,95.6,157,18.4,0.85,37.6,operational
2025-04-13,ZIP-US-004,Northside_Fulfillment,95.8,160,16.8,0.84,38.8,operational
2025-04-13,ZIP-US-005,Northside_Fulfillment,95.4,163,17.2,0.97,35.9,operational
2025-04-13,ZIP-US-006,Northside_Fulfillment,95.1,166,19.2,0.75,35.6,operational
2025-04-13,ZIP-US-007,Northside_Fulfillment,95.5,169,17.1,1.25,35.7,operational
2025-04-13,ZIP-US-008,Northside_Fulfillment,95.8,172,22.4,1.1,39.0,operational
2025-04-13,ZIP-US-009,Central_Fulfillment,95.6,175,20.9,1.15,37.0,operational
2025-04-13,ZIP-US-010,Central_Fulfillment,95.8,178,16.4,0.92,37.4,operational
2025-04-13,ZIP-US-011,Central_Fulfillment,94.9,181,27.0,0.88,35.8,operational
2025-04-13,ZIP-US-012,Central_Fulfillment,96.0,184,21.4,1.0,36.2,operational
2025-04-13,ZIP-US-013,Central_Fulfillment,95.8,187,21.1,0.99,37.4,operational
2025-04-13,ZIP-US-014,Central_Fulfillment,94.9,190,19.6,0.68,37.8,operational
2025-04-13,ZIP-US-015,Central_Fulfillment,95.6,193,22.2,0.89,36.0,operational
2025-04-13,ZIP-US-016,Central_Fulfillment,95.9,196,23.7,0.84,36.8,operational
2025-04-13,ZIP-US-017,Eastside_Fulfillment,95.5,199,21.6,1.28,36.5,operational
2025-04-13,ZIP-US-018,Eastside_Fulfillment,95.6,202,21.3,1.03,35.7,operational
2025-04-13,ZIP-US-019,Eastside_Fulfillment,95.8,205,15.7,0.87,39.6,operational
2025-04-13,ZIP-US-020,Eastside_Fulfillment,95.5,208,23.3,1.1,37.2,operational
2025-04-13,ZIP-US-021,Eastside_Fulfillment,95.4,211,15.1,1.02,38.4,operational
2025-04-13,ZIP-US-022,Eastside_Fulfillment,95.5,214,10.5,0.71,36.7,operational
2025-04-13,ZIP-US-023,Eastside_Fulfillment,96.1,217,18.2,0.95,38.0,operational
2025-04-13,ZIP-US-024,Eastside_Fulfillment,96.0,220,24.0,0.5,38.0,operational
2025-04-14,ZIP-US-001,Northside_Fulfillment,95.0,152,17.3,1.03,39.4,operational
2025-04-14,ZIP-US-002,Northside_Fulfillment,95.6,155,24.8,0.93,37.5,operational
2025-04-14,ZIP-US-003,Northside_Fulfillment,95.1,158,30.3,0.92,37.5,operational
2025-04-14,ZIP-US-004,Northside_Fulfillment,95.4,161,21.3,1.11,38.1,operational
2025-04-14,ZIP-US-005,Northside_Fulfillment,95.4,164,19.1,0.94,38.6,operational
2025-04-14,ZIP-US-006,Northside_Fulfillment,95.7,167,10.1,1.11,36.3,operational
2025-04-14,ZIP-US-007,Northside_Fulfillment,95.9,170,17.3,0.71,35.6,operational
2025-04-14,ZIP-US-008,Northside_Fulfillment,95.8,173,18.6,1.09,36.4,operational
2025-04-14,ZIP-US-009,Central_Fulfillment,96.2,176,22.4,0.95,36.7,operational
2025-04-14,ZIP-US-010,Central_Fulfillment,96.0,179,14.4,0.81,37.8,operational
2025-04-14,ZIP-US-011,Central_Fulfillment,95.6,182,12.5,1.07,39.9,operational
2025-04-14,ZIP-US-012,Central_Fulfillment,95.4,185,21.2,1.05,37.2,operational
2025-04-14,ZIP-US-013,Central_Fulfillment,95.2,188,13.2,0.95,37.9,operational
2025-04-14,ZIP-US-014,Central_Fulfillment,95.6,191,23.7,1.15,34.4,operational
2025-04-14,ZIP-US-015,Central_Fulfillment,96.5,194,19.5,1.18,37.0,operational
2025-04-14,ZIP-US-016,Central_Fulfillment,96.2,197,24.1,0.94,38.1,operational
2025-04-14,ZIP-US-017,Eastside_Fulfillment,96.4,200,14.3,1.12,37.1,operational
2025-04-14,ZIP-US-018,Eastside_Fulfillment,95.3,203,26.0,0.68,36.2,operational
2025-04-14,ZIP-US-019,Eastside_Fulfillment,96.0,206,23.6,1.24,38.1,operational
2025-04-14,ZIP-US-020,Eastside_Fulfillment,95.7,209,14.8,1.03,37.0,operational
2025-04-14,ZIP-US-021,Eastside_Fulfillment,95.7,212,26.9,0.69,37.6,operational
2025-04-14,ZIP-US-022,Eastside_Fulfillment,95.0,215,20.6,1.06,38.7,operational
2025-04-14,ZIP-US-023,Eastside_Fulfillment,95.3,218,22.2,0.98,37.5,operational
2025-04-14,ZIP-US-024,Eastside_Fulfillment,95.5,221,20.5,0.85,36.4,operational
2025-04-15,ZIP-US-001,Northside_Fulfillment,95.8,154,18.4,1.07,36.9,operational
2025-04-15,ZIP-US-002,Northside_Fulfillment,96.2,157,17.1,0.79,36.6,operational
2025-04-15,ZIP-US-003,Northside_Fulfillment,95.7,160,20.7,0.83,38.4,operational
2025-04-15,ZIP-US-004,Northside_Fulfillment,95.8,163,28.7,1.12,38.1,operational
2025-04-15,ZIP-US-005,Northside_Fulfillment,95.8,166,27.8,0.82,37.6,operational
2025-04-15,ZIP-US-006,Northside_Fulfillment,95.2,169,23.9,1.0,37.7,operational
2025-04-15,ZIP-US-007,Northside_Fulfillment,95.6,172,23.4,1.25,36.0,operational
2025-04-15,ZIP-US-008,Northside_Fulfillment,95.8,175,17.8,1.1,37.2,operational
2025-04-15,ZIP-US-009,Central_Fulfillment,95.8,178,16.5,1.06,37.6,operational
2025-04-15,ZIP-US-010,Central_Fulfillment,95.4,181,23.9,1.06,37.9,operational
2025-04-15,ZIP-US-011,Central_Fulfillment,95.9,184,21.6,0.99,36.4,operational
2025-04-15,ZIP-US-012,Central_Fulfillment,95.9,187,23.2,0.61,36.7,operational
2025-04-15,ZIP-US-013,Central_Fulfillment,95.4,190,20.5,1.06,36.9,operational
2025-04-15,ZIP-US-014,Central_Fulfillment,95.4,193,25.4,0.81,37.1,operational
2025-04-15,ZIP-US-015,Central_Fulfillment,95.5,196,25.9,1.14,36.7,operational
2025-04-15,ZIP-US-016,Central_Fulfillment,95.1,199,22.3,0.85,35.4,operational
2025-04-15,ZIP-US-017,Eastside_Fulfillment,95.4,202,22.1,0.92,35.5,operational
2025-04-15,ZIP-US-018,Eastside_Fulfillment,95.7,205,22.1,1.01,37.6,operational
2025-04-15,ZIP-US-019,Eastside_Fulfillment,96.2,208,21.6,1.05,39.4,operational
2025-04-15,ZIP-US-020,Eastside_Fulfillment,95.2,211,20.3,1.04,37.7,operational
2025-04-15,ZIP-US-021,Eastside_Fulfillment,95.3,214,16.5,1.18,37.0,operational
2025-04-15,ZIP-US-022,Eastside_Fulfillment,95.5,217,12.6,0.97,36.0,operational
2025-04-15,ZIP-US-023,Eastside_Fulfillment,94.9,220,24.2,1.06,36.2,operational
2025-04-15,ZIP-US-024,Eastside_Fulfillment,95.5,223,18.2,1.02,35.8,operational
2025-04-16,ZIP-US-001,Northside_Fulfillment,95.6,155,12.1,1.22,38.1,operational
2025-04-16,ZIP-US-002,Northside_Fulfillment,95.8,158,21.2,0.92,38.2,operational
2025-04-16,ZIP-US-003,Northside_Fulfillment,95.7,161,19.0,0.76,39.0,operational
2025-04-16,ZIP-US-004,Northside_Fulfillment,95.3,164,15.5,0.94,36.4,operational
2025-04-16,ZIP-US-005,Northside_Fulfillment,95.4,167,15.7,0.79,36.6,operational
2025-04-16,ZIP-US-006,Northside_Fulfillment,95.1,170,16.2,1.25,37.3,operational
2025-04-16,ZIP-US-007,Northside_Fulfillment,95.6,173,16.8,1.06,36.1,operational
2025-04-16,ZIP-US-008,Northside_Fulfillment,95.9,176,17.4,0.97,37.4,operational
2025-04-16,ZIP-US-009,Central_Fulfillment,96.1,179,15.3,1.05,35.7,operational
2025-04-16,ZIP-US-010,Central_Fulfillment,95.5,182,22.2,0.91,37.1,operational
2025-04-16,ZIP-US-011,Central_Fulfillment,96.0,185,19.1,1.19,37.9,operational
2025-04-16,ZIP-US-012,Central_Fulfillment,96.2,188,16.1,1.05,36.8,operational
2025-04-16,ZIP-US-013,Central_Fulfillment,95.9,191,13.2,0.81,35.9,operational
2025-04-16,ZIP-US-014,Central_Fulfillment,95.0,194,20.0,1.02,39.7,operational
2025-04-16,ZIP-US-015,Central_Fulfillment,95.6,197,22.7,1.03,38.2,operational
2025-04-16,ZIP-US-016,Central_Fulfillment,95.5,200,20.8,0.73,36.3,operational
2025-04-16,ZIP-US-017,Eastside_Fulfillment,95.0,203,20.7,1.01,35.9,operational
2025-04-16,ZIP-US-018,Eastside_Fulfillment,95.4,206,21.1,1.05,38.2,operational
2025-04-16,ZIP-US-019,Eastside_Fulfillment,95.5,209,21.4,1.04,35.5,operational
2025-04-16,ZIP-US-020,Eastside_Fulfillment,95.1,212,15.9,0.97,36.3,operational
2025-04-16,ZIP-US-021,Eastside_Fulfillment,96.0,215,21.6,1.02,36.6,operational
2025-04-16,ZIP-US-022,Eastside_Fulfillment,95.3,218,16.3,0.95,38.2,operational
2025-04-16,ZIP-US-023,Eastside_Fulfillment,95.9,221,28.3,1.09,37.7,operational
2025-04-16,ZIP-US-024,Eastside_Fulfillment,95.3,224,21.2,0.85,36.1,operational
2025-04-17,ZIP-US-001,Northside_Fulfillment,95.1,157,21.8,1.09,37.7,operational
2025-04-17,ZIP-US-002,Northside_Fulfillment,95.4,160,17.0,1.27,37.3,operational
2025-04-17,ZIP-US-003,Northside_Fulfillment,95.5,163,20.3,1.27,37.2,operational
2025-04-17,ZIP-US-004,Northside_Fulfillment,95.8,166,24.4,0.92,38.4,operational
2025-04-17,ZIP-US-005,Northside_Fulfillment,95.3,169,20.4,0.87,35.6,operational
2025-04-17,ZIP-US-006,Northside_Fulfillment,95.8,172,15.3,0.83,36.7,operational
2025-04-17,ZIP-US-007,Northside_Fulfillment,96.1,175,15.8,1.14,38.2,operational
2025-04-17,ZIP-US-008,Northside_Fulfillment,95.5,178,13.2,0.82,36.3,operational
2025-04-17,ZIP-US-009,Central_Fulfillment,95.4,181,19.0,1.13,36.5,operational
2025-04-17,ZIP-US-010,Central_Fulfillment,95.4,184,16.0,1.03,39.0,operational
2025-04-17,ZIP-US-011,Central_Fulfillment,95.2,187,22.3,1.02,36.4,operational
2025-04-17,ZIP-US-012,Central_Fulfillment,96.0,190,17.7,0.93,37.7,operational
2025-04-17,ZIP-US-013,Central_Fulfillment,95.3,193,26.0,1.2,35.7,operational
2025-04-17,ZIP-US-014,Central_Fulfillment,95.4,196,17.2,0.81,36.5,operational
2025-04-17,ZIP-US-015,Central_Fulfillment,95.5,199,20.6,0.9,37.2,operational
2025-04-17,ZIP-US-016,Central_Fulfillment,95.6,202,26.2,1.02,35.9,operational
2025-04-17,ZIP-US-017,Eastside_Fulfillment,95.7,205,21.8,0.87,37.6,operational
2025-04-17,ZIP-US-018,Eastside_Fulfillment,95.5,208,15.2,1.21,38.0,operational
2025-04-17,ZIP-US-019,Eastside_Fulfillment,95.7,211,19.3,1.02,36.2,operational
2025-04-17,ZIP-US-020,Eastside_Fulfillment,95.6,214,16.6,1.25,36.3,operational
2025-04-17,ZIP-US-021,Eastside_Fulfillment,95.3,217,24.2,1.13,37.3,operational
2025-04-17,ZIP-US-022,Eastside_Fulfillment,95.6,220,22.9,1.02,37.1,operational
2025-04-17,ZIP-US-023,Eastside_Fulfillment,95.2,223,24.1,1.02,37.6,operational
2025-04-17,ZIP-US-024,Eastside_Fulfillment,95.6,226,20.8,0.87,40.1,operational
2025-04-18,ZIP-US-001,Northside_Fulfillment,95.6,158,26.8,1.22,38.1,operational
2025-04-18,ZIP-US-002,Northside_Fulfillment,95.2,161,25.3,1.13,36.9,operational
2025-04-18,ZIP-US-003,Northside_Fulfillment,94.6,164,22.5,1.08,37.6,operational
2025-04-18,ZIP-US-004,Northside_Fulfillment,95.8,167,14.7,1.07,38.5,operational
2025-04-18,ZIP-US-005,Northside_Fulfillment,95.6,170,18.6,0.91,39.3,operational
2025-04-18,ZIP-US-006,Northside_Fulfillment,95.5,173,18.9,1.04,37.7,operational
2025-04-18,ZIP-US-007,Northside_Fulfillment,95.6,176,14.5,1.08,38.6,operational
2025-04-18,ZIP-US-008,Northside_Fulfillment,95.1,179,20.5,1.28,37.2,operational
2025-04-18,ZIP-US-009,Central_Fulfillment,95.5,182,20.8,1.01,34.7,operational
2025-04-18,ZIP-US-010,Central_Fulfillment,95.0,185,15.3,0.93,37.5,operational
2025-04-18,ZIP-US-011,Central_Fulfillment,95.6,188,17.7,0.91,38.4,operational
2025-04-18,ZIP-US-012,Central_Fulfillment,95.5,191,21.5,0.95,36.7,operational
2025-04-18,ZIP-US-013,Central_Fulfillment,95.1,194,14.7,1.04,35.7,operational
2025-04-18,ZIP-US-014,Central_Fulfillment,95.5,197,24.6,1.18,38.3,operational
2025-04-18,ZIP-US-015,Central_Fulfillment,95.7,200,22.0,1.0,37.7,operational
2025-04-18,ZIP-US-016,Central_Fulfillment,95.4,203,16.1,0.96,36.1,operational
2025-04-18,ZIP-US-017,Eastside_Fulfillment,95.9,206,22.1,1.06,36.7,operational
2025-04-18,ZIP-US-018,Eastside_Fulfillment,95.7,209,19.2,0.8,37.8,operational
2025-04-18,ZIP-US-019,Eastside_Fulfillment,95.9,212,25.7,1.0,38.7,operational
2025-04-18,ZIP-US-020,Eastside_Fulfillment,96.0,215,20.5,1.12,35.0,operational
2025-04-18,ZIP-US-021,Eastside_Fulfillment,95.1,218,20.5,0.74,36.9,operational
2025-04-18,ZIP-US-022,Eastside_Fulfillment,95.4,221,19.4,1.38,36.2,operational
2025-04-18,ZIP-US-023,Eastside_Fulfillment,95.8,224,16.0,0.98,36.2,operational
2025-04-18,ZIP-US-024,Eastside_Fulfillment,94.7,227,18.3,0.86,36.7,operational
2025-04-19,ZIP-US-001,Northside_Fulfillment,95.6,160,17.2,0.93,36.1,operational
2025-04-19,ZIP-US-002,Northside_Fulfillment,95.6,163,19.0,1.06,36.0,operational
2025-04-19,ZIP-US-003,Northside_Fulfillment,95.2,166,23.3,1.09,37.0,operational
2025-04-19,ZIP-US-004,Northside_Fulfillment,95.3,169,19.2,1.04,36.0,operational
2025-04-19,ZIP-US-005,Northside_Fulfillment,95.6,172,14.4,1.21,37.2,operational
2025-04-19,ZIP-US-006,Northside_Fulfillment,95.1,175,17.5,0.91,35.9,operational
2025-04-19,ZIP-US-007,Northside_Fulfillment,95.0,178,15.6,1.15,37.5,operational
2025-04-19,ZIP-US-008,Northside_Fulfillment,95.2,181,18.9,0.94,36.4,operational
2025-04-19,ZIP-US-009,Central_Fulfillment,95.2,184,22.8,0.98,38.7,operational
2025-04-19,ZIP-US-010,Central_Fulfillment,95.9,187,20.9,1.16,37.4,operational
2025-04-19,ZIP-US-011,Central_Fulfillment,95.2,190,23.3,0.82,35.5,operational
2025-04-19,ZIP-US-012,Central_Fulfillment,95.5,193,20.2,0.95,36.3,operational
2025-04-19,ZIP-US-013,Central_Fulfillment,95.3,196,16.6,1.25,37.8,operational
2025-04-19,ZIP-US-014,Central_Fulfillment,94.9,199,20.2,0.88,37.2,operational
2025-04-19,ZIP-US-015,Central_Fulfillment,95.8,202,23.4,0.87,35.3,operational
2025-04-19,ZIP-US-016,Central_Fulfillment,95.7,205,18.2,1.09,37.1,operational
2025-04-19,ZIP-US-017,Eastside_Fulfillment,95.3,208,20.7,1.31,37.1,operational
2025-04-19,ZIP-US-018,Eastside_Fulfillment,95.6,211,19.9,0.84,35.9,operational
2025-04-19,ZIP-US-019,Eastside_Fulfillment,95.5,214,22.2,1.08,36.3,operational
2025-04-19,ZIP-US-020,Eastside_Fulfillment,95.1,217,14.4,1.04,36.0,operational
2025-04-19,ZIP-US-021,Eastside_Fulfillment,95.1,220,21.9,0.91,38.2,operational
2025-04-19,ZIP-US-022,Eastside_Fulfillment,95.5,223,17.5,1.12,39.4,operational
2025-04-19,ZIP-US-023,Eastside_Fulfillment,94.9,226,14.3,1.02,37.9,operational
2025-04-19,ZIP-US-024,Eastside_Fulfillment,95.4,229,24.9,0.92,35.8,operational
2025-04-20,ZIP-US-001,Northside_Fulfillment,95.5,161,25.5,1.09,38.0,operational
2025-04-20,ZIP-US-002,Northside_Fulfillment,96.0,164,18.4,0.91,37.0,operational
2025-04-20,ZIP-US-003,Northside_Fulfillment,95.8,167,19.2,1.12,36.7,operational
2025-04-20,ZIP-US-004,Northside_Fulfillment,95.1,170,23.2,0.77,37.0,operational
2025-04-20,ZIP-US-005,Northside_Fulfillment,95.4,173,20.8,1.04,38.2,operational
2025-04-20,ZIP-US-006,Northside_Fulfillment,95.7,176,20.1,0.68,36.7,operational
2025-04-20,ZIP-US-007,Northside_Fulfillment,95.3,179,19.4,1.15,38.5,operational
2025-04-20,ZIP-US-008,Northside_Fulfillment,95.8,182,20.4,1.12,36.2,operational
2025-04-20,ZIP-US-009,Central_Fulfillment,95.4,185,17.9,0.75,36.9,operational
2025-04-20,ZIP-US-010,Central_Fulfillment,95.8,188,16.6,1.19,36.2,operational
2025-04-20,ZIP-US-011,Central_Fulfillment,96.0,191,24.5,1.0,37.3,operational
2025-04-20,ZIP-US-012,Central_Fulfillment,95.7,194,16.7,0.81,36.6,operational
2025-04-20,ZIP-US-013,Central_Fulfillment,95.4,197,25.6,0.99,37.8,operational
2025-04-20,ZIP-US-014,Central_Fulfillment,95.2,200,24.6,1.0,36.7,operational
2025-04-20,ZIP-US-015,Central_Fulfillment,95.7,203,19.3,0.93,35.2,operational
2025-04-20,ZIP-US-016,Central_Fulfillment,95.1,206,14.9,1.15,37.7,operational
2025-04-20,ZIP-US-017,Eastside_Fulfillment,95.9,209,17.9,1.19,36.9,operational
2025-04-20,ZIP-US-018,Eastside_Fulfillment,95.6,212,24.1,1.04,37.3,operational
2025-04-20,ZIP-US-019,Eastside_Fulfillment,95.9,215,27.7,0.98,37.4,operational
2025-04-20,ZIP-US-020,Eastside_Fulfillment,95.1,218,12.6,1.0,37.4,operational
2025-04-20,ZIP-US-021,Eastside_Fulfillment,95.3,221,21.2,1.34,38.3,operational
2025-04-20,ZIP-US-022,Eastside_Fulfillment,95.9,224,18.1,1.09,37.2,operational
2025-04-20,ZIP-US-023,Eastside_Fulfillment,95.1,227,22.7,0.96,37.3,operational
2025-04-20,ZIP-US-024,Eastside_Fulfillment,95.7,230,20.4,1.1,35.6,operational
2025-04-21,ZIP-US-001,Northside_Fulfillment,95.5,163,23.4,0.75,37.1,operational
2025-04-21,ZIP-US-002,Northside_Fulfillment,95.8,166,20.1,0.85,36.2,operational
2025-04-21,ZIP-US-003,Northside_Fulfillment,95.5,169,16.1,0.9,36.9,operational
2025-04-21,ZIP-US-004,Northside_Fulfillment,95.5,172,21.2,1.16,37.3,operational
2025-04-21,ZIP-US-005,Northside_Fulfillment,95.5,175,16.1,1.15,35.8,operational
2025-04-21,ZIP-US-006,Northside_Fulfillment,95.6,178,14.1,0.94,37.6,operational
2025-04-21,ZIP-US-007,Northside_Fulfillment,95.9,181,14.2,0.79,37.0,operational
2025-04-21,ZIP-US-008,Northside_Fulfillment,94.8,184,18.4,1.1,37.3,operational
2025-04-21,ZIP-US-009,Central_Fulfillment,95.1,187,23.9,1.09,37.6,operational
2025-04-21,ZIP-US-010,Central_Fulfillment,96.1,190,18.7,1.28,36.6,operational
2025-04-21,ZIP-US-011,Central_Fulfillment,95.6,193,17.0,1.0,37.4,operational
2025-04-21,ZIP-US-012,Central_Fulfillment,94.9,196,24.2,1.31,39.0,operational
2025-04-21,ZIP-US-013,Central_Fulfillment,95.5,199,27.6,1.32,37.7,operational
2025-04-21,ZIP-US-014,Central_Fulfillment,95.6,202,15.2,0.78,37.0,operational
2025-04-21,ZIP-US-015,Central_Fulfillment,95.4,205,23.7,1.12,35.2,operational
2025-04-21,ZIP-US-016,Central_Fulfillment,94.6,208,20.0,1.14,37.1,operational
2025-04-21,ZIP-US-017,Eastside_Fulfillment,95.5,211,22.0,0.99,36.7,operational
2025-04-21,ZIP-US-018,Eastside_Fulfillment,95.6,214,23.5,0.65,36.1,operational
2025-04-21,ZIP-US-019,Eastside_Fulfillment,95.0,217,25.4,1.12,34.6,operational
2025-04-21,ZIP-US-020,Eastside_Fulfillment,95.9,220,18.0,1.17,37.8,operational
2025-04-21,ZIP-US-021,Eastside_Fulfillment,95.7,223,22.0,0.84,36.3,operational
2025-04-21,ZIP-US-022,Eastside_Fulfillment,95.9,226,15.9,0.94,36.9,operational
2025-04-21,ZIP-US-023,Eastside_Fulfillment,95.5,229,25.3,1.27,34.0,operational
2025-04-21,ZIP-US-024,Eastside_Fulfillment,95.4,232,16.9,0.79,36.4,operational
2025-04-22,ZIP-US-001,Northside_Fulfillment,95.0,164,21.2,0.86,37.4,operational
2025-04-22,ZIP-US-002,Northside_Fulfillment,95.6,167,21.9,0.95,37.1,operational
2025-04-22,ZIP-US-003,Northside_Fulfillment,95.2,170,20.2,0.86,35.4,operational
2025-04-22,ZIP-US-004,Northside_Fulfillment,95.8,173,23.9,0.88,37.4,operational
2025-04-22,ZIP-US-005,Northside_Fulfillment,95.2,176,12.7,0.77,36.5,operational
2025-04-22,ZIP-US-006,Northside_Fulfillment,95.4,179,16.2,1.06,36.9,operational
2025-04-22,ZIP-US-007,Northside_Fulfillment,95.5,182,13.6,0.92,37.0,operational
2025-04-22,ZIP-US-008,Northside_Fulfillment,95.4,185,22.3,1.12,37.8,operational
2025-04-22,ZIP-US-009,Central_Fulfillment,95.2,188,14.0,0.95,36.3,operational
2025-04-22,ZIP-US-010,Central_Fulfillment,95.4,191,22.0,1.19,37.9,operational
2025-04-22,ZIP-US-011,Central_Fulfillment,95.7,194,19.0,1.13,38.6,operational
2025-04-22,ZIP-US-012,Central_Fulfillment,95.0,197,19.5,0.97,34.6,operational
2025-04-22,ZIP-US-013,Central_Fulfillment,95.3,200,25.7,0.94,36.8,operational
2025-04-22,ZIP-US-014,Central_Fulfillment,95.6,203,27.0,1.21,36.3,operational
2025-04-22,ZIP-US-015,Central_Fulfillment,95.5,206,21.1,1.13,36.6,operational
2025-04-22,ZIP-US-016,Central_Fulfillment,95.3,209,18.5,0.65,38.0,operational
2025-04-22,ZIP-US-017,Eastside_Fulfillment,95.7,212,12.8,1.01,38.3,operational
2025-04-22,ZIP-US-018,Eastside_Fulfillment,95.9,215,21.5,1.05,35.3,operational
2025-04-22,ZIP-US-019,Eastside_Fulfillment,95.1,218,15.5,1.09,35.9,operational
2025-04-22,ZIP-US-020,Eastside_Fulfillment,95.5,221,22.7,0.95,35.1,operational
2025-04-22,ZIP-US-021,Eastside_Fulfillment,95.7,224,12.3,1.1,37.9,operational
2025-04-22,ZIP-US-022,Eastside_Fulfillment,95.5,227,17.3,0.89,37.3,operational
2025-04-22,ZIP-US-023,Eastside_Fulfillment,95.3,230,22.5,1.02,36.9,operational
2025-04-22,ZIP-US-024,Eastside_Fulfillment,95.9,233,19.7,1.22,36.1,operational
2025-04-23,ZIP-US-001,Northside_Fulfillment,94.9,166,21.8,1.16,37.1,operational
2025-04-23,ZIP-US-002,Northside_Fulfillment,94.9,169,25.1,1.03,36.5,operational
2025-04-23,ZIP-US-003,Northside_Fulfillment,95.6,172,20.2,0.95,37.5,operational
2025-04-23,ZIP-US-004,Northside_Fulfillment,95.9,175,18.8,1.16,39.0,operational
2025-04-23,ZIP-US-005,Northside_Fulfillment,94.7,178,19.8,1.13,36.0,operational
2025-04-23,ZIP-US-006,Northside_Fulfillment,94.6,181,24.9,1.15,37.4,operational
2025-04-23,ZIP-US-007,Northside_Fulfillment,95.2,184,22.7,0.89,35.8,operational
2025-04-23,ZIP-US-008,Northside_Fulfillment,95.2,187,21.9,1.12,38.1,operational
2025-04-23,ZIP-US-009,Central_Fulfillment,95.0,190,14.6,1.4,37.3,operational
2025-04-23,ZIP-US-010,Central_Fulfillment,95.1,193,18.9,0.95,37.9,operational
2025-04-23,ZIP-US-011,Central_Fulfillment,95.1,196,14.5,1.13,37.9,operational
2025-04-23,ZIP-US-012,Central_Fulfillment,95.8,199,19.1,1.19,37.9,operational
2025-04-23,ZIP-US-013,Central_Fulfillment,94.7,202,26.8,0.83,39.1,operational
2025-04-23,ZIP-US-014,Central_Fulfillment,95.2,205,22.6,0.99,35.8,operational
2025-04-23,ZIP-US-015,Central_Fulfillment,95.2,208,25.9,0.82,36.8,operational
2025-04-23,ZIP-US-016,Central_Fulfillment,95.6,211,18.0,1.01,37.1,operational
2025-04-23,ZIP-US-017,Eastside_Fulfillment,95.8,214,20.4,0.84,36.2,operational
2025-04-23,ZIP-US-018,Eastside_Fulfillment,95.8,217,17.9,0.94,37.0,operational
2025-04-23,ZIP-US-019,Eastside_Fulfillment,95.4,220,20.0,1.15,36.5,operational
2025-04-23,ZIP-US-020,Eastside_Fulfillment,95.5,223,12.6,0.86,36.7,operational
2025-04-23,ZIP-US-021,Eastside_Fulfillment,95.0,226,14.7,1.18,38.6,operational
2025-04-23,ZIP-US-022,Eastside_Fulfillment,95.3,229,14.0,1.01,38.8,operational
2025-04-23,ZIP-US-023,Eastside_Fulfillment,95.3,232,19.9,1.12,38.6,operational
2025-04-23,ZIP-US-024,Eastside_Fulfillment,95.8,235,17.1,0.89,37.1,operational
2025-04-24,ZIP-US-001,Northside_Fulfillment,94.8,167,22.6,1.08,35.9,operational
2025-04-24,ZIP-US-002,Northside_Fulfillment,95.7,170,19.5,1.1,36.0,operational
2025-04-24,ZIP-US-003,Northside_Fulfillment,95.5,173,26.5,0.76,37.5,operational
2025-04-24,ZIP-US-004,Northside_Fulfillment,95.2,176,25.3,0.88,38.8,operational
2025-04-24,ZIP-US-005,Northside_Fulfillment,95.1,179,19.9,0.76,36.4,operational
2025-04-24,ZIP-US-006,Northside_Fulfillment,95.1,182,22.5,0.96,38.4,operational
2025-04-24,ZIP-US-007,Northside_Fulfillment,95.5,185,18.7,0.84,35.3,operational
2025-04-24,ZIP-US-008,Northside_Fulfillment,95.5,188,20.8,1.12,36.3,operational
2025-04-24,ZIP-US-009,Central_Fulfillment,94.7,191,16.1,0.94,36.5,operational
2025-04-24,ZIP-US-010,Central_Fulfillment,95.4,194,21.1,1.11,36.8,operational
2025-04-24,ZIP-US-011,Central_Fulfillment,95.7,197,21.6,1.05,37.1,operational
2025-04-24,ZIP-US-012,Central_Fulfillment,95.6,200,18.3,0.8,37.9,operational
2025-04-24,ZIP-US-013,Central_Fulfillment,95.2,203,20.5,0.75,39.1,operational
2025-04-24,ZIP-US-014,Central_Fulfillment,95.4,206,20.1,0.96,35.8,operational
2025-04-24,ZIP-US-015,Central_Fulfillment,95.5,209,17.7,1.16,37.0,operational
2025-04-24,ZIP-US-016,Central_Fulfillment,94.7,212,16.4,0.88,37.1,operational
2025-04-24,ZIP-US-017,Eastside_Fulfillment,95.9,215,24.5,1.06,34.9,operational
2025-04-24,ZIP-US-018,Eastside_Fulfillment,94.6,218,17.0,0.95,36.5,operational
2025-04-24,ZIP-US-019,Eastside_Fulfillment,95.3,221,18.0,1.03,36.9,operational
2025-04-24,ZIP-US-020,Eastside_Fulfillment,95.4,224,21.6,0.95,39.0,operational
2025-04-24,ZIP-US-021,Eastside_Fulfillment,95.9,227,14.8,0.92,36.4,operational
2025-04-24,ZIP-US-022,Eastside_Fulfillment,95.7,230,23.8,0.84,36.1,operational
2025-04-24,ZIP-US-023,Eastside_Fulfillment,94.6,233,19.0,1.37,35.9,operational
2025-04-24,ZIP-US-024,Eastside_Fulfillment,94.8,236,12.6,1.02,38.2,operational
2025-04-25,ZIP-US-001,Northside_Fulfillment,95.6,169,15.3,1.34,38.2,operational
2025-04-25,ZIP-US-002,Northside_Fulfillment,95.2,172,24.8,1.16,35.1,operational
