merchant_event_id,order_id,merchant_id,merchant_name,event_at,ready_status,estimated_prep_min,additional_delay_min,handoff_verified
ME-32061,ORD-US-32060,M-010,Burger District,2025-04-17T14:33:18,ready_on_time,13.3,0,True
ME-32062,ORD-US-32061,M-012,Tech Stop,2025-04-17T12:39:54,ready_on_time,14.9,0,True
ME-32063,ORD-US-32062,M-010,Burger District,2025-04-17T09:09:00,ready_on_time,14.0,0,True
ME-32064,ORD-US-32063,M-009,Daily Mart,2025-04-17T16:15:12,ready_on_time,10.2,0,True
ME-32065,ORD-US-32064,M-010,Burger District,2025-04-17T08:58:00,ready_on_time,13.0,0,True
ME-32066,ORD-US-32065,M-011,Wellness Pharmacy,2025-04-17T11:13:00,ready_on_time,18.0,0,True
ME-32067,ORD-US-32066,M-010,Burger District,2025-04-17T18:07:12,ready_on_time,12.2,0,True
ME-32068,ORD-US-32067,M-009,Daily Mart,2025-04-17T14:36:36,ready_on_time,16.6,0,True
ME-32069,ORD-US-32068,M-011,Wellness Pharmacy,2025-04-17T13:18:24,ready_on_time,13.4,0,True
ME-32070,ORD-US-32069,M-012,Tech Stop,2025-04-17T09:37:30,ready_on_time,17.5,0,True
ME-32071,ORD-US-32070,M-010,Burger District,2025-04-17T10:17:30,ready_on_time,7.5,0,True
ME-32072,ORD-US-32071,M-012,Tech Stop,2025-04-17T15:24:42,ready_on_time,14.7,0,True
ME-32073,ORD-US-32072,M-009,Daily Mart,2025-04-17T09:44:06,ready_on_time,14.1,0,True
ME-32074,ORD-US-32073,M-011,Wellness Pharmacy,2025-04-17T08:16:06,ready_on_time,11.1,0,True
ME-32075,ORD-US-32074,M-011,Wellness Pharmacy,2025-04-17T17:38:36,ready_on_time,13.6,0,True
ME-32076,ORD-US-32075,M-011,Wellness Pharmacy,2025-04-17T21:04:42,ready_on_time,9.7,0,True
ME-32077,ORD-US-32076,M-010,Burger District,2025-04-17T17:03:48,ready_on_time,8.8,0,True
ME-32078,ORD-US-32077,M-010,Burger District,2025-04-17T19:55:12,ready_on_time,10.2,0,True
ME-32079,ORD-US-32078,M-003,Pasta Garden,2025-04-18T18:01:06,ready_on_time,16.1,0,True
ME-32080,ORD-US-32079,M-004,QuickCare Pharmacy,2025-04-18T08:24:00,ready_on_time,9.0,0,True
ME-32081,ORD-US-32080,M-002,Crisp & Co.,2025-04-18T14:46:24,ready_on_time,11.4,0,True
ME-32082,ORD-US-32081,M-001,Green Basket Market,2025-04-18T14:23:54,ready_on_time,13.9,0,True
ME-32083,ORD-US-32082,M-003,Pasta Garden,2025-04-18T18:26:24,ready_on_time,16.4,0,True
ME-32084,ORD-US-32083,M-004,QuickCare Pharmacy,2025-04-18T11:32:12,ready_on_time,17.2,0,True
ME-32085,ORD-US-32084,M-004,QuickCare Pharmacy,2025-04-18T16:59:48,ready_on_time,9.8,0,True
ME-32086,ORD-US-32085,M-002,Crisp & Co.,2025-04-18T19:41:00,ready_on_time,6.0,0,True
ME-32087,ORD-US-32086,M-002,Crisp & Co.,2025-04-18T19:03:24,ready_on_time,13.4,0,True
ME-32088,ORD-US-32087,M-002,Crisp & Co.,2025-04-18T13:17:36,ready_on_time,12.6,0,True
ME-32089,ORD-US-32088,M-004,QuickCare Pharmacy,2025-04-18T21:01:12,ready_on_time,16.2,0,True
ME-32090,ORD-US-32089,M-004,QuickCare Pharmacy,2025-04-18T13:31:06,ready_on_time,11.1,0,True
ME-32091,ORD-US-32090,M-001,Green Basket Market,2025-04-18T20:36:30,ready_on_time,11.5,0,True
ME-32092,ORD-US-32091,M-004,QuickCare Pharmacy,2025-04-18T18:47:30,ready_on_time,12.5,0,True
ME-32093,ORD-US-32092,M-004,QuickCare Pharmacy,2025-04-18T13:34:36,ready_on_time,9.6,0,True
ME-32094,ORD-US-32093,M-001,Green Basket Market,2025-04-18T09:55:36,ready_on_time,10.6,0,True
ME-32095,ORD-US-32094,M-002,Crisp & Co.,2025-04-18T14:32:42,ready_on_time,12.7,0,True
ME-32096,ORD-US-32095,M-004,QuickCare Pharmacy,2025-04-18T18:01:36,ready_on_time,11.6,0,True
ME-32097,ORD-US-32096,M-004,QuickCare Pharmacy,2025-04-18T18:24:12,ready_on_time,14.2,0,True
ME-32098,ORD-US-32097,M-001,Green Basket Market,2025-04-18T08:45:48,ready_on_time,15.8,0,True
ME-32099,ORD-US-32098,M-002,Crisp & Co.,2025-04-18T18:19:06,ready_on_time,19.1,0,True
ME-32100,ORD-US-32099,M-002,Crisp & Co.,2025-04-18T18:28:36,ready_on_time,13.6,0,True
ME-32101,ORD-US-32100,M-004,QuickCare Pharmacy,2025-04-18T14:56:18,ready_on_time,11.3,0,True
ME-32102,ORD-US-32101,M-004,QuickCare Pharmacy,2025-04-18T15:23:30,ready_on_time,18.5,0,True
ME-32103,ORD-US-32102,M-001,Green Basket Market,2025-04-18T14:08:36,ready_on_time,13.6,0,True
ME-32104,ORD-US-32103,M-002,Crisp & Co.,2025-04-18T14:50:12,ready_on_time,15.2,0,True
ME-32105,ORD-US-32104,M-003,Pasta Garden,2025-04-18T14:35:36,ready_on_time,10.6,0,True
ME-32106,ORD-US-32105,M-003,Pasta Garden,2025-04-18T20:33:24,ready_on_time,18.4,0,True
ME-32107,ORD-US-32106,M-001,Green Basket Market,2025-04-18T17:40:42,ready_on_time,15.7,0,True
ME-32108,ORD-US-32107,M-001,Green Basket Market,2025-04-18T11:53:12,ready_on_time,13.2,0,True
ME-32109,ORD-US-32108,M-001,Green Basket Market,2025-04-18T12:03:12,ready_on_time,13.2,0,True
ME-32110,ORD-US-32109,M-003,Pasta Garden,2025-04-18T18:08:00,ready_on_time,18.0,0,True
ME-32111,ORD-US-32110,M-001,Green Basket Market,2025-04-18T10:06:24,ready_on_time,16.4,0,True
ME-32112,ORD-US-32111,M-003,Pasta Garden,2025-04-18T09:55:24,ready_on_time,10.4,0,True
ME-32113,ORD-US-32112,M-002,Crisp & Co.,2025-04-18T15:25:54,ready_on_time,10.9,0,True
ME-32114,ORD-US-32113,M-004,QuickCare Pharmacy,2025-04-18T11:24:42,ready_on_time,9.7,0,True
ME-32115,ORD-US-32114,M-004,QuickCare Pharmacy,2025-04-18T10:13:54,ready_on_time,13.9,0,True
ME-32116,ORD-US-32115,M-001,Green Basket Market,2025-04-18T17:34:54,ready_on_time,14.9,0,True
ME-32117,ORD-US-32116,M-001,Green Basket Market,2025-04-18T17:55:36,ready_on_time,10.6,0,True
ME-32118,ORD-US-32117,M-006,Fresh Roots Grocery,2025-04-18T12:13:54,ready_on_time,8.9,0,True
ME-32119,ORD-US-32118,M-006,Fresh Roots Grocery,2025-04-18T09:06:18,ready_on_time,11.3,0,True
ME-32120,ORD-US-32119,M-005,Corner Table,2025-04-18T09:06:18,ready_on_time,16.3,0,True
ME-32121,ORD-US-32120,M-006,Fresh Roots Grocery,2025-04-18T10:05:12,ready_on_time,10.2,0,True
ME-32122,ORD-US-32121,M-007,Home & Handy,2025-04-18T19:04:24,ready_on_time,14.4,0,True
ME-32123,ORD-US-32122,M-007,Home & Handy,2025-04-18T18:18:00,ready_on_time,13.0,0,True
ME-32124,ORD-US-32123,M-007,Home & Handy,2025-04-18T14:57:36,ready_on_time,17.6,0,True
ME-32125,ORD-US-32124,M-006,Fresh Roots Grocery,2025-04-18T11:13:42,ready_on_time,13.7,0,True
ME-32126,ORD-US-32125,M-005,Corner Table,2025-04-18T20:29:24,ready_on_time,14.4,0,True
ME-32127,ORD-US-32126,M-006,Fresh Roots Grocery,2025-04-18T15:59:48,ready_on_time,14.8,0,True
ME-32128,ORD-US-32127,M-008,Noodle House,2025-04-18T15:12:30,ready_on_time,22.5,0,True
ME-32129,ORD-US-32128,M-008,Noodle House,2025-04-18T20:14:54,ready_on_time,9.9,0,True
ME-32130,ORD-US-32129,M-008,Noodle House,2025-04-18T20:52:06,ready_on_time,12.1,0,True
ME-32131,ORD-US-32130,M-005,Corner Table,2025-04-18T18:52:48,ready_on_time,12.8,0,True
ME-32132,ORD-US-32131,M-008,Noodle House,2025-04-18T17:03:12,ready_on_time,13.2,0,True
ME-32133,ORD-US-32132,M-007,Home & Handy,2025-04-18T17:04:00,ready_on_time,14.0,0,True
ME-32134,ORD-US-32133,M-008,Noodle House,2025-04-18T18:46:24,ready_on_time,6.4,0,True
ME-32135,ORD-US-32134,M-007,Home & Handy,2025-04-18T14:47:06,ready_on_time,17.1,0,True
ME-32136,ORD-US-32135,M-007,Home & Handy,2025-04-18T08:56:06,ready_on_time,16.1,0,True
ME-32137,ORD-US-32136,M-007,Home & Handy,2025-04-18T15:26:18,ready_on_time,11.3,0,True
ME-32138,ORD-US-32137,M-006,Fresh Roots Grocery,2025-04-18T20:10:48,ready_on_time,5.8,0,True
ME-32139,ORD-US-32138,M-008,Noodle House,2025-04-18T14:47:54,ready_on_time,12.9,0,True
ME-32140,ORD-US-32139,M-008,Noodle House,2025-04-18T17:44:48,ready_on_time,19.8,0,True
ME-32141,ORD-US-32140,M-006,Fresh Roots Grocery,2025-04-18T09:33:36,ready_on_time,13.6,0,True
ME-32142,ORD-US-32141,M-008,Noodle House,2025-04-18T10:46:42,ready_on_time,16.7,0,True
ME-32143,ORD-US-32142,M-006,Fresh Roots Grocery,2025-04-18T18:53:36,ready_on_time,8.6,0,True
ME-32144,ORD-US-32143,M-008,Noodle House,2025-04-18T15:36:42,ready_on_time,16.7,0,True
ME-32145,ORD-US-32144,M-007,Home & Handy,2025-04-18T09:38:36,ready_on_time,13.6,0,True
ME-32146,ORD-US-32145,M-006,Fresh Roots Grocery,2025-04-18T08:22:36,ready_on_time,22.6,0,True
ME-32147,ORD-US-32146,M-008,Noodle House,2025-04-18T10:29:24,ready_on_time,9.4,0,True
ME-32148,ORD-US-32147,M-005,Corner Table,2025-04-18T09:13:06,ready_on_time,13.1,0,True
ME-32149,ORD-US-32148,M-006,Fresh Roots Grocery,2025-04-18T20:54:36,ready_on_time,14.6,0,True
ME-32150,ORD-US-32149,M-006,Fresh Roots Grocery,2025-04-18T10:59:00,ready_on_time,24.0,0,True
ME-32151,ORD-US-32150,M-007,Home & Handy,2025-04-18T19:22:30,ready_on_time,17.5,0,True
ME-32152,ORD-US-32151,M-008,Noodle House,2025-04-18T15:53:36,ready_on_time,18.6,0,True
ME-32153,ORD-US-32152,M-008,Noodle House,2025-04-18T15:46:42,ready_on_time,16.7,0,True
ME-32154,ORD-US-32153,M-006,Fresh Roots Grocery,2025-04-18T12:35:18,ready_on_time,10.3,0,True
ME-32155,ORD-US-32154,M-007,Home & Handy,2025-04-18T15:39:30,ready_on_time,9.5,0,True
ME-32156,ORD-US-32155,M-006,Fresh Roots Grocery,2025-04-18T14:15:48,ready_on_time,10.8,0,True
ME-32157,ORD-US-32156,M-007,Home & Handy,2025-04-18T18:57:12,ready_on_time,12.2,0,True
ME-32158,ORD-US-32157,M-008,Noodle House,2025-04-18T09:06:48,ready_on_time,16.8,0,True
ME-32159,ORD-US-32158,M-006,Fresh Roots Grocery,2025-04-18T09:54:12,ready_on_time,14.2,0,True
ME-32160,ORD-US-32159,M-005,Corner Table,2025-04-18T16:06:06,ready_on_time,16.1,0,True
ME-32161,ORD-US-32160,M-009,Daily Mart,2025-04-18T17:34:18,ready_on_time,9.3,0,True
ME-32162,ORD-US-32161,M-012,Tech Stop,2025-04-18T12:30:42,ready_on_time,10.7,0,True
ME-32163,ORD-US-32162,M-009,Daily Mart,2025-04-18T09:00:54,ready_on_time,15.9,0,True
ME-32164,ORD-US-32163,M-011,Wellness Pharmacy,2025-04-18T18:25:48,ready_on_time,20.8,0,True
ME-32165,ORD-US-32164,M-011,Wellness Pharmacy,2025-04-18T18:24:18,ready_on_time,9.3,0,True
ME-32166,ORD-US-32165,M-009,Daily Mart,2025-04-18T18:24:06,ready_on_time,14.1,0,True
ME-32167,ORD-US-32166,M-009,Daily Mart,2025-04-18T09:24:48,ready_on_time,14.8,0,True
ME-32168,ORD-US-32167,M-010,Burger District,2025-04-18T17:03:30,ready_on_time,13.5,0,True
ME-32169,ORD-US-32168,M-012,Tech Stop,2025-04-18T15:12:00,ready_on_time,12.0,0,True
ME-32170,ORD-US-32169,M-010,Burger District,2025-04-18T10:14:12,ready_on_time,14.2,0,True
ME-32171,ORD-US-32170,M-012,Tech Stop,2025-04-18T10:44:12,ready_on_time,14.2,0,True
ME-32172,ORD-US-32171,M-010,Burger District,2025-04-18T09:06:12,ready_on_time,16.2,0,False
ME-32173,ORD-US-32172,M-010,Burger District,2025-04-18T08:13:12,ready_on_time,8.2,0,True
ME-32174,ORD-US-32173,M-011,Wellness Pharmacy,2025-04-18T09:19:30,ready_on_time,19.5,0,True
ME-32175,ORD-US-32174,M-010,Burger District,2025-04-18T19:56:00,ready_on_time,16.0,0,True
ME-32176,ORD-US-32175,M-012,Tech Stop,2025-04-18T19:01:42,ready_on_time,16.7,0,True
ME-32177,ORD-US-32176,M-012,Tech Stop,2025-04-18T10:57:24,ready_on_time,12.4,0,True
ME-32178,ORD-US-32177,M-009,Daily Mart,2025-04-18T10:33:24,ready_on_time,18.4,0,True
ME-32179,ORD-US-32178,M-009,Daily Mart,2025-04-18T16:12:30,ready_on_time,7.5,0,True
ME-32180,ORD-US-32179,M-012,Tech Stop,2025-04-18T09:45:00,ready_on_time,10.0,0,True
ME-32181,ORD-US-32180,M-012,Tech Stop,2025-04-18T17:30:48,ready_on_time,20.8,0,True
ME-32182,ORD-US-32181,M-010,Burger District,2025-04-18T11:19:12,ready_on_time,19.2,0,True
ME-32183,ORD-US-32182,M-011,Wellness Pharmacy,2025-04-18T08:39:06,ready_on_time,24.1,0,True
ME-32184,ORD-US-32183,M-009,Daily Mart,2025-04-18T15:42:24,ready_on_time,17.4,0,True
ME-32185,ORD-US-32184,M-011,Wellness Pharmacy,2025-04-18T20:35:06,ready_on_time,15.1,0,True
ME-32186,ORD-US-32185,M-009,Daily Mart,2025-04-18T14:29:00,ready_on_time,9.0,0,True
ME-32187,ORD-US-32186,M-012,Tech Stop,2025-04-18T14:54:36,ready_on_time,14.6,0,True
ME-32188,ORD-US-32187,M-009,Daily Mart,2025-04-18T08:36:00,ready_on_time,11.0,0,True
ME-32189,ORD-US-32188,M-011,Wellness Pharmacy,2025-04-18T10:29:48,ready_on_time,9.8,0,True
ME-32190,ORD-US-32189,M-010,Burger District,2025-04-18T11:35:24,ready_on_time,20.4,0,True
ME-32191,ORD-US-32190,M-011,Wellness Pharmacy,2025-04-18T16:19:24,ready_on_time,9.4,0,True
ME-32192,ORD-US-32191,M-011,Wellness Pharmacy,2025-04-18T10:37:18,ready_on_time,12.3,0,True
ME-32193,ORD-US-32192,M-011,Wellness Pharmacy,2025-04-18T12:49:30,ready_on_time,19.5,0,True
ME-32194,ORD-US-32193,M-009,Daily Mart,2025-04-18T20:59:12,ready_on_time,9.2,0,True
ME-32195,ORD-US-32194,M-012,Tech Stop,2025-04-18T09:37:18,ready_on_time,17.3,0,True
ME-32196,ORD-US-32195,M-009,Daily Mart,2025-04-18T09:34:06,ready_on_time,14.1,0,True
ME-32197,ORD-US-32196,M-010,Burger District,2025-04-18T20:09:24,ready_on_time,19.4,0,True
ME-32198,ORD-US-32197,M-011,Wellness Pharmacy,2025-04-18T10:32:36,ready_on_time,12.6,0,True
ME-32199,ORD-US-32198,M-010,Burger District,2025-04-18T16:45:42,ready_on_time,15.7,0,True
ME-32200,ORD-US-32199,M-002,Crisp & Co.,2025-04-19T11:20:24,ready_on_time,20.4,0,True
ME-32201,ORD-US-32200,M-004,QuickCare Pharmacy,2025-04-19T17:03:12,ready_on_time,13.2,0,True
ME-32202,ORD-US-32201,M-001,Green Basket Market,2025-04-19T15:20:00,ready_on_time,20.0,0,True
ME-32203,ORD-US-32202,M-004,QuickCare Pharmacy,2025-04-19T15:42:18,ready_on_time,12.3,0,True
ME-32204,ORD-US-32203,M-004,QuickCare Pharmacy,2025-04-19T12:56:48,ready_on_time,16.8,0,True
ME-32205,ORD-US-32204,M-004,QuickCare Pharmacy,2025-04-19T09:56:12,ready_on_time,16.2,0,True
ME-32206,ORD-US-32205,M-003,Pasta Garden,2025-04-19T18:30:42,ready_on_time,15.7,0,True
ME-32207,ORD-US-32206,M-002,Crisp & Co.,2025-04-19T10:04:36,ready_on_time,19.6,0,True
ME-32208,ORD-US-32207,M-004,QuickCare Pharmacy,2025-04-19T13:52:24,ready_on_time,17.4,0,True
ME-32209,ORD-US-32208,M-002,Crisp & Co.,2025-04-19T16:20:06,ready_on_time,15.1,0,True
ME-32210,ORD-US-32209,M-003,Pasta Garden,2025-04-19T19:34:36,ready_on_time,9.6,0,True
ME-32211,ORD-US-32210,M-002,Crisp & Co.,2025-04-19T14:16:42,ready_on_time,16.7,0,True
ME-32212,ORD-US-32211,M-001,Green Basket Market,2025-04-19T17:47:54,ready_on_time,17.9,0,True
ME-32213,ORD-US-32212,M-001,Green Basket Market,2025-04-19T19:21:06,ready_on_time,16.1,0,True
ME-32214,ORD-US-32213,M-001,Green Basket Market,2025-04-19T16:49:12,ready_on_time,19.2,0,True
ME-32215,ORD-US-32214,M-004,QuickCare Pharmacy,2025-04-19T15:46:54,ready_on_time,11.9,0,True
ME-32216,ORD-US-32215,M-002,Crisp & Co.,2025-04-19T12:09:12,ready_on_time,19.2,0,True
ME-32217,ORD-US-32216,M-001,Green Basket Market,2025-04-19T14:21:06,ready_on_time,6.1,0,True
ME-32218,ORD-US-32217,M-001,Green Basket Market,2025-04-19T08:28:54,ready_on_time,18.9,0,True
ME-32219,ORD-US-32218,M-002,Crisp & Co.,2025-04-19T09:43:48,ready_on_time,8.8,0,True
ME-32220,ORD-US-32219,M-002,Crisp & Co.,2025-04-19T18:16:06,ready_on_time,6.1,0,True
ME-32221,ORD-US-32220,M-001,Green Basket Market,2025-04-19T09:45:24,ready_on_time,10.4,0,True
ME-32222,ORD-US-32221,M-004,QuickCare Pharmacy,2025-04-19T21:03:36,ready_on_time,13.6,0,True
ME-32223,ORD-US-32222,M-004,QuickCare Pharmacy,2025-04-19T11:02:18,ready_on_time,12.3,0,True
ME-32224,ORD-US-32223,M-001,Green Basket Market,2025-04-19T08:42:42,ready_on_time,12.7,0,True
ME-32225,ORD-US-32224,M-001,Green Basket Market,2025-04-19T21:06:18,ready_on_time,11.3,0,True
ME-32226,ORD-US-32225,M-004,QuickCare Pharmacy,2025-04-19T10:23:54,ready_on_time,23.9,0,True
ME-32227,ORD-US-32226,M-003,Pasta Garden,2025-04-19T12:35:48,ready_on_time,10.8,0,True
ME-32228,ORD-US-32227,M-003,Pasta Garden,2025-04-19T09:05:24,ready_on_time,10.4,0,True
ME-32229,ORD-US-32228,M-002,Crisp & Co.,2025-04-19T14:39:42,ready_on_time,14.7,0,True
ME-32230,ORD-US-32229,M-001,Green Basket Market,2025-04-19T09:54:24,ready_on_time,9.4,0,True
ME-32231,ORD-US-32230,M-002,Crisp & Co.,2025-04-19T17:03:48,ready_on_time,8.8,0,True
ME-32232,ORD-US-32231,M-003,Pasta Garden,2025-04-19T11:53:30,ready_on_time,8.5,0,True
ME-32233,ORD-US-32232,M-002,Crisp & Co.,2025-04-19T08:44:12,ready_on_time,9.2,0,True
ME-32234,ORD-US-32233,M-002,Crisp & Co.,2025-04-19T18:22:06,ready_on_time,12.1,0,True
ME-32235,ORD-US-32234,M-003,Pasta Garden,2025-04-19T10:51:12,ready_on_time,6.2,0,True
ME-32236,ORD-US-32235,M-003,Pasta Garden,2025-04-19T18:35:48,ready_on_time,5.8,0,True
ME-32237,ORD-US-32236,M-003,Pasta Garden,2025-04-19T12:39:06,ready_on_time,14.1,0,True
ME-32238,ORD-US-32237,M-004,QuickCare Pharmacy,2025-04-19T15:35:36,ready_on_time,15.6,0,True
ME-32239,ORD-US-32238,M-002,Crisp & Co.,2025-04-19T20:26:18,ready_on_time,21.3,0,True
ME-32240,ORD-US-32239,M-002,Crisp & Co.,2025-04-19T12:09:42,ready_on_time,19.7,0,True
ME-32241,ORD-US-32240,M-003,Pasta Garden,2025-04-19T14:28:24,ready_on_time,13.4,0,True
ME-32242,ORD-US-32241,M-004,QuickCare Pharmacy,2025-04-19T14:37:24,ready_on_time,12.4,0,True
ME-32243,ORD-US-32242,M-001,Green Basket Market,2025-04-19T18:08:24,ready_on_time,13.4,0,True
ME-32244,ORD-US-32243,M-007,Home & Handy,2025-04-19T10:35:36,ready_on_time,10.6,0,True
ME-32245,ORD-US-32244,M-005,Corner Table,2025-04-19T16:23:00,ready_on_time,13.0,0,True
ME-32246,ORD-US-32245,M-006,Fresh Roots Grocery,2025-04-19T16:02:42,ready_on_time,12.7,0,True
ME-32247,ORD-US-32246,M-005,Corner Table,2025-04-19T09:42:36,ready_on_time,12.6,0,True
ME-32248,ORD-US-32247,M-007,Home & Handy,2025-04-19T10:05:42,ready_on_time,15.7,0,True
ME-32249,ORD-US-32248,M-008,Noodle House,2025-04-19T15:24:30,ready_on_time,14.5,0,True
ME-32250,ORD-US-32249,M-005,Corner Table,2025-04-19T20:33:54,ready_on_time,13.9,0,True
ME-32251,ORD-US-32250,M-006,Fresh Roots Grocery,2025-04-19T16:35:12,ready_on_time,15.2,0,True
ME-32252,ORD-US-32251,M-006,Fresh Roots Grocery,2025-04-19T09:33:24,ready_on_time,8.4,0,True
ME-32253,ORD-US-32252,M-006,Fresh Roots Grocery,2025-04-19T15:02:06,ready_on_time,12.1,0,True
ME-32254,ORD-US-32253,M-005,Corner Table,2025-04-19T18:21:30,ready_on_time,16.5,0,True
ME-32255,ORD-US-32254,M-005,Corner Table,2025-04-19T15:38:42,ready_on_time,13.7,0,True
ME-32256,ORD-US-32255,M-007,Home & Handy,2025-04-19T11:50:30,ready_on_time,10.5,0,True
ME-32257,ORD-US-32256,M-008,Noodle House,2025-04-19T08:29:36,ready_on_time,14.6,0,True
ME-32258,ORD-US-32257,M-005,Corner Table,2025-04-19T08:21:48,ready_on_time,21.8,0,True
ME-32259,ORD-US-32258,M-006,Fresh Roots Grocery,2025-04-19T20:45:54,ready_on_time,10.9,0,True
ME-32260,ORD-US-32259,M-006,Fresh Roots Grocery,2025-04-19T19:28:42,ready_on_time,18.7,0,True
ME-32261,ORD-US-32260,M-008,Noodle House,2025-04-19T11:49:12,ready_on_time,14.2,0,True
ME-32262,ORD-US-32261,M-006,Fresh Roots Grocery,2025-04-19T13:50:48,ready_on_time,15.8,0,True
ME-32263,ORD-US-32262,M-007,Home & Handy,2025-04-19T19:03:24,ready_on_time,23.4,0,True
ME-32264,ORD-US-32263,M-007,Home & Handy,2025-04-19T17:57:00,ready_on_time,17.0,0,True
ME-32265,ORD-US-32264,M-005,Corner Table,2025-04-19T16:41:42,ready_on_time,11.7,0,True
ME-32266,ORD-US-32265,M-008,Noodle House,2025-04-19T13:50:24,ready_on_time,10.4,0,True
ME-32267,ORD-US-32266,M-008,Noodle House,2025-04-19T09:26:18,ready_on_time,16.3,0,True
ME-32268,ORD-US-32267,M-005,Corner Table,2025-04-19T16:43:48,ready_on_time,13.8,0,True
ME-32269,ORD-US-32268,M-006,Fresh Roots Grocery,2025-04-19T12:31:54,ready_on_time,16.9,0,True
ME-32270,ORD-US-32269,M-006,Fresh Roots Grocery,2025-04-19T16:24:18,ready_on_time,19.3,0,True
ME-32271,ORD-US-32270,M-008,Noodle House,2025-04-19T16:46:36,ready_on_time,11.6,0,True
ME-32272,ORD-US-32271,M-007,Home & Handy,2025-04-19T10:34:54,ready_on_time,9.9,0,True
ME-32273,ORD-US-32272,M-007,Home & Handy,2025-04-19T19:26:00,ready_on_time,11.0,0,True
ME-32274,ORD-US-32273,M-005,Corner Table,2025-04-19T15:30:42,ready_on_time,10.7,0,True
ME-32275,ORD-US-32274,M-008,Noodle House,2025-04-19T17:53:42,ready_on_time,8.7,0,True
ME-32276,ORD-US-32275,M-005,Corner Table,2025-04-19T10:11:06,ready_on_time,16.1,0,True
ME-32277,ORD-US-32276,M-007,Home & Handy,2025-04-19T15:19:12,ready_on_time,19.2,0,True
ME-32278,ORD-US-32277,M-006,Fresh Roots Grocery,2025-04-19T20:23:30,ready_on_time,18.5,0,True
ME-32279,ORD-US-32278,M-008,Noodle House,2025-04-19T08:46:12,ready_on_time,6.2,0,True
ME-32280,ORD-US-32279,M-005,Corner Table,2025-04-19T12:46:00,ready_on_time,16.0,0,True
ME-32281,ORD-US-32280,M-005,Corner Table,2025-04-19T11:22:24,ready_on_time,17.4,0,True
ME-32282,ORD-US-32281,M-008,Noodle House,2025-04-19T15:09:48,ready_on_time,19.8,0,True
ME-32283,ORD-US-32282,M-012,Tech Stop,2025-04-19T10:31:12,ready_on_time,16.2,0,True
ME-32284,ORD-US-32283,M-009,Daily Mart,2025-04-19T20:33:30,ready_on_time,18.5,0,True
ME-32285,ORD-US-32284,M-012,Tech Stop,2025-04-19T13:12:06,ready_on_time,17.1,0,True
ME-32286,ORD-US-32285,M-011,Wellness Pharmacy,2025-04-19T09:12:24,ready_on_time,17.4,0,True
ME-32287,ORD-US-32286,M-011,Wellness Pharmacy,2025-04-19T15:44:12,ready_on_time,14.2,0,True
ME-32288,ORD-US-32287,M-009,Daily Mart,2025-04-19T16:48:18,ready_on_time,8.3,0,True
ME-32289,ORD-US-32288,M-009,Daily Mart,2025-04-19T14:23:18,ready_on_time,18.3,0,True
ME-32290,ORD-US-32289,M-011,Wellness Pharmacy,2025-04-19T12:07:42,ready_on_time,7.7,0,True
ME-32291,ORD-US-32290,M-009,Daily Mart,2025-04-19T14:04:18,ready_on_time,9.3,0,True
ME-32292,ORD-US-32291,M-012,Tech Stop,2025-04-19T19:00:18,ready_on_time,10.3,0,True
ME-32293,ORD-US-32292,M-011,Wellness Pharmacy,2025-04-19T12:15:24,ready_on_time,10.4,0,True
ME-32294,ORD-US-32293,M-011,Wellness Pharmacy,2025-04-19T19:53:48,ready_on_time,13.8,0,True
ME-32295,ORD-US-32294,M-012,Tech Stop,2025-04-19T12:59:06,ready_on_time,9.1,0,True
ME-32296,ORD-US-32295,M-009,Daily Mart,2025-04-19T08:42:00,ready_on_time,17.0,0,True
ME-32297,ORD-US-32296,M-012,Tech Stop,2025-04-19T11:36:36,ready_on_time,11.6,0,True
ME-32298,ORD-US-32297,M-011,Wellness Pharmacy,2025-04-19T09:58:12,ready_on_time,18.2,0,True
ME-32299,ORD-US-32298,M-011,Wellness Pharmacy,2025-04-19T14:40:18,ready_on_time,15.3,0,True
ME-32300,ORD-US-32299,M-012,Tech Stop,2025-04-19T16:49:12,ready_on_time,19.2,0,True
ME-32301,ORD-US-32300,M-012,Tech Stop,2025-04-19T17:21:18,ready_on_time,11.3,0,True
ME-32302,ORD-US-32301,M-009,Daily Mart,2025-04-19T11:32:24,ready_on_time,17.4,0,True
ME-32303,ORD-US-32302,M-011,Wellness Pharmacy,2025-04-19T18:16:30,ready_on_time,11.5,0,True
ME-32304,ORD-US-32303,M-011,Wellness Pharmacy,2025-04-19T18:31:12,ready_on_time,21.2,0,True
ME-32305,ORD-US-32304,M-009,Daily Mart,2025-04-19T09:32:30,ready_on_time,12.5,0,True
ME-32306,ORD-US-32305,M-009,Daily Mart,2025-04-19T13:38:18,ready_on_time,18.3,0,True
ME-32307,ORD-US-32306,M-010,Burger District,2025-04-19T20:32:24,ready_on_time,22.4,0,True
ME-32308,ORD-US-32307,M-011,Wellness Pharmacy,2025-04-19T19:27:54,ready_on_time,7.9,0,True
ME-32309,ORD-US-32308,M-011,Wellness Pharmacy,2025-04-19T09:33:48,ready_on_time,18.8,0,True
ME-32310,ORD-US-32309,M-011,Wellness Pharmacy,2025-04-19T18:34:36,ready_on_time,19.6,0,True
ME-32311,ORD-US-32310,M-011,Wellness Pharmacy,2025-04-19T09:41:12,ready_on_time,16.2,0,True
