order_id,requested_at,merchant_id,merchant_name,merchant_category,fulfillment_site,delivery_zone,item_count,payload_weight_kg,service_level,promised_minutes,order_status
ORD-US-32002,2025-04-17T14:40:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,4,0.35,standard,55,fulfilled
ORD-US-32003,2025-04-17T18:50:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Downtown,2,1.07,time_sensitive,25,fulfilled
ORD-US-32004,2025-04-17T18:30:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,1,1.12,standard,55,fulfilled
ORD-US-32005,2025-04-17T09:00:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Downtown,3,1.21,standard,55,fulfilled
ORD-US-32006,2025-04-17T18:20:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,3,1.11,standard,55,fulfilled
ORD-US-32007,2025-04-17T08:35:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,3,1.32,standard,55,fulfilled
ORD-US-32008,2025-04-17T09:05:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,2,1.35,time_sensitive,25,fulfilled
ORD-US-32009,2025-04-17T17:50:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Downtown,1,0.81,time_sensitive,25,fulfilled
ORD-US-32010,2025-04-17T19:55:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Downtown,4,0.77,time_sensitive,25,fulfilled
ORD-US-32011,2025-04-17T16:45:00,M-008,Noodle House,prepared_food,Central_Fulfillment,South Park,4,0.7,standard,55,fulfilled
ORD-US-32012,2025-04-17T08:25:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,4,0.56,priority,35,fulfilled
ORD-US-32013,2025-04-17T18:45:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,1,0.47,priority,35,fulfilled
ORD-US-32014,2025-04-17T16:20:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,3,1.47,priority,35,fulfilled
ORD-US-32015,2025-04-17T18:25:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,2,0.22,standard,55,fulfilled
ORD-US-32016,2025-04-17T09:55:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,2,1.42,standard,55,fulfilled
ORD-US-32017,2025-04-17T08:45:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Riverside,5,0.64,standard,55,fulfilled
ORD-US-32018,2025-04-17T12:20:00,M-007,Home & Handy,retail,Central_Fulfillment,Riverside,1,0.89,priority,35,fulfilled
ORD-US-32019,2025-04-17T12:50:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Downtown,5,0.98,priority,35,fulfilled
ORD-US-32020,2025-04-17T19:50:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,5,0.88,priority,35,fulfilled
ORD-US-32021,2025-04-17T13:55:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,5,1.51,standard,55,fulfilled
ORD-US-32022,2025-04-17T20:40:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,5,1.18,priority,35,fulfilled
ORD-US-32023,2025-04-17T09:50:00,M-007,Home & Handy,retail,Central_Fulfillment,South Park,5,0.75,priority,35,fulfilled
ORD-US-32024,2025-04-17T15:15:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,1,0.74,standard,55,fulfilled
ORD-US-32025,2025-04-17T15:15:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Downtown,1,1.04,standard,55,fulfilled
ORD-US-32026,2025-04-17T20:50:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,3,0.99,standard,55,fulfilled
ORD-US-32027,2025-04-17T15:30:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,4,0.33,standard,55,fulfilled
ORD-US-32028,2025-04-17T10:10:00,M-005,Corner Table,prepared_food,Central_Fulfillment,South Park,2,0.62,priority,35,fulfilled
ORD-US-32029,2025-04-17T10:15:00,M-007,Home & Handy,retail,Central_Fulfillment,South Park,3,0.19,standard,55,fulfilled
ORD-US-32030,2025-04-17T13:30:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,4,0.74,priority,35,fulfilled
ORD-US-32031,2025-04-17T13:25:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,3,0.36,priority,35,fulfilled
ORD-US-32032,2025-04-17T10:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,5,0.97,priority,35,fulfilled
ORD-US-32033,2025-04-17T09:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,4,1.06,standard,55,fulfilled
ORD-US-32034,2025-04-17T19:50:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,5,1.25,standard,55,fulfilled
ORD-US-32035,2025-04-17T16:55:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,3,1.02,standard,55,fulfilled
ORD-US-32036,2025-04-17T10:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,2,0.5,standard,55,fulfilled
ORD-US-32037,2025-04-17T17:25:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,4,0.45,standard,55,fulfilled
ORD-US-32038,2025-04-17T19:55:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,4,0.63,standard,55,fulfilled
ORD-US-32039,2025-04-17T20:05:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,3,1.38,priority,35,fulfilled
ORD-US-32040,2025-04-17T18:20:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,4,0.35,priority,35,fulfilled
ORD-US-32041,2025-04-17T13:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,2,1.37,standard,55,fulfilled
ORD-US-32042,2025-04-17T19:35:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,2,1.38,standard,55,fulfilled
ORD-US-32043,2025-04-17T16:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,3,0.17,standard,55,fulfilled
ORD-US-32044,2025-04-17T12:10:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,4,1.24,priority,35,fulfilled
ORD-US-32045,2025-04-17T13:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Harbor Point,4,1.45,standard,55,fulfilled
ORD-US-32046,2025-04-17T17:30:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,4,0.16,priority,35,fulfilled
ORD-US-32047,2025-04-17T17:40:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,5,0.98,standard,55,fulfilled
ORD-US-32048,2025-04-17T20:15:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Meadowview,5,0.79,standard,55,fulfilled
ORD-US-32049,2025-04-17T14:20:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,4,0.9,standard,55,fulfilled
ORD-US-32050,2025-04-17T13:25:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,2,1.52,priority,35,fulfilled
ORD-US-32051,2025-04-17T19:00:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,5,1.49,priority,35,fulfilled
ORD-US-32052,2025-04-17T16:40:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,1,0.39,standard,55,fulfilled
ORD-US-32053,2025-04-17T20:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,2,1.02,time_sensitive,25,fulfilled
ORD-US-32054,2025-04-17T10:50:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,5,1.58,standard,55,fulfilled
ORD-US-32055,2025-04-17T09:40:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,2,1.32,priority,35,fulfilled
ORD-US-32056,2025-04-17T09:05:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,3,0.89,standard,55,fulfilled
ORD-US-32057,2025-04-17T08:15:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Meadowview,4,1.23,time_sensitive,25,fulfilled
ORD-US-32058,2025-04-17T15:15:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,3,0.91,priority,35,fulfilled
ORD-US-32059,2025-04-17T09:35:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Harbor Point,4,0.55,standard,55,fulfilled
ORD-US-32060,2025-04-17T14:20:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,3,1.43,standard,55,fulfilled
ORD-US-32061,2025-04-17T12:25:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,5,0.44,priority,35,fulfilled
ORD-US-32062,2025-04-17T08:55:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,4,0.8,standard,55,fulfilled
ORD-US-32063,2025-04-17T16:05:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,2,1.61,priority,35,fulfilled
ORD-US-32064,2025-04-17T08:45:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,4,0.51,standard,55,fulfilled
ORD-US-32065,2025-04-17T10:55:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,5,1.38,priority,35,fulfilled
ORD-US-32066,2025-04-17T17:55:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,2,0.83,standard,55,fulfilled
ORD-US-32067,2025-04-17T14:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,5,0.3,standard,55,fulfilled
ORD-US-32068,2025-04-17T13:05:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,3,0.24,standard,55,fulfilled
ORD-US-32069,2025-04-17T09:20:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,4,1.56,standard,55,fulfilled
ORD-US-32070,2025-04-17T10:10:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,2,1.32,standard,55,fulfilled
ORD-US-32071,2025-04-17T15:10:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,4,1.11,standard,55,fulfilled
ORD-US-32072,2025-04-17T09:30:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,3,1.43,standard,55,fulfilled
ORD-US-32073,2025-04-17T08:05:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,1,0.22,standard,55,fulfilled
ORD-US-32074,2025-04-17T17:25:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,3,0.6,priority,35,fulfilled
ORD-US-32075,2025-04-17T20:55:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,1,1.06,priority,35,fulfilled
ORD-US-32076,2025-04-17T16:55:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,1,0.24,priority,35,fulfilled
ORD-US-32077,2025-04-17T19:45:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Lakeside,3,0.49,priority,35,fulfilled
ORD-US-32078,2025-04-18T17:45:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,3,0.37,priority,35,fulfilled
ORD-US-32079,2025-04-18T08:15:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,1,0.81,standard,55,fulfilled
ORD-US-32080,2025-04-18T14:35:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,3,1.35,priority,35,fulfilled
ORD-US-32081,2025-04-18T14:10:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,3,0.18,time_sensitive,25,fulfilled
ORD-US-32082,2025-04-18T18:10:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,4,1.19,priority,35,fulfilled
ORD-US-32083,2025-04-18T11:15:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,4,1.26,standard,55,fulfilled
ORD-US-32084,2025-04-18T16:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,1,0.41,standard,55,fulfilled
ORD-US-32085,2025-04-18T19:35:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Cedar Park,1,1.54,standard,55,fulfilled
ORD-US-32086,2025-04-18T18:50:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,1,1.05,time_sensitive,25,fulfilled
ORD-US-32087,2025-04-18T13:05:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Brookfield,1,0.37,priority,35,fulfilled
ORD-US-32088,2025-04-18T20:45:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,5,1.18,priority,35,fulfilled
ORD-US-32089,2025-04-18T13:20:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,1,1.28,time_sensitive,25,fulfilled
ORD-US-32090,2025-04-18T20:25:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,2,1.46,priority,35,fulfilled
ORD-US-32091,2025-04-18T18:35:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Maplewood,5,0.18,standard,55,fulfilled
ORD-US-32092,2025-04-18T13:25:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,1,1.6,standard,55,fulfilled
ORD-US-32093,2025-04-18T09:45:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,3,1.42,priority,35,fulfilled
ORD-US-32094,2025-04-18T14:20:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,North Hills,1,0.8,standard,55,fulfilled
ORD-US-32095,2025-04-18T17:50:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Maplewood,4,0.31,time_sensitive,25,fulfilled
ORD-US-32096,2025-04-18T18:10:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,2,0.36,standard,55,fulfilled
ORD-US-32097,2025-04-18T08:30:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,3,1.01,standard,55,fulfilled
ORD-US-32098,2025-04-18T18:00:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,5,1.23,priority,35,fulfilled
ORD-US-32099,2025-04-18T18:15:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,North Hills,1,0.81,priority,35,fulfilled
ORD-US-32100,2025-04-18T14:45:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,North Hills,2,0.35,standard,55,fulfilled
ORD-US-32101,2025-04-18T15:05:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Cedar Park,5,0.91,time_sensitive,25,fulfilled
ORD-US-32102,2025-04-18T13:55:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,0.21,standard,55,fulfilled
ORD-US-32103,2025-04-18T14:35:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,4,0.34,priority,35,fulfilled
ORD-US-32104,2025-04-18T14:25:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,2,1.63,time_sensitive,25,fulfilled
ORD-US-32105,2025-04-18T20:15:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,5,0.93,priority,35,fulfilled
ORD-US-32106,2025-04-18T17:25:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Cedar Park,4,1.28,standard,55,fulfilled
ORD-US-32107,2025-04-18T11:40:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Maplewood,2,1.09,standard,55,fulfilled
ORD-US-32108,2025-04-18T11:50:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,5,1.18,standard,55,fulfilled
ORD-US-32109,2025-04-18T17:50:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,Cedar Park,4,1.17,standard,55,fulfilled
ORD-US-32110,2025-04-18T09:50:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,4,1.43,priority,35,fulfilled
ORD-US-32111,2025-04-18T09:45:00,M-003,Pasta Garden,prepared_food,Northside_Fulfillment,North Hills,2,0.58,standard,55,fulfilled
ORD-US-32112,2025-04-18T15:15:00,M-002,Crisp & Co.,prepared_food,Northside_Fulfillment,Maplewood,2,0.77,standard,55,fulfilled
ORD-US-32113,2025-04-18T11:15:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Brookfield,3,1.38,standard,55,fulfilled
ORD-US-32114,2025-04-18T10:00:00,M-004,QuickCare Pharmacy,pharmacy,Northside_Fulfillment,Maplewood,5,0.23,priority,35,fulfilled
ORD-US-32115,2025-04-18T17:20:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,Brookfield,4,1.36,standard,55,fulfilled
ORD-US-32116,2025-04-18T17:45:00,M-001,Green Basket Market,grocery,Northside_Fulfillment,North Hills,2,1.48,standard,55,fulfilled
ORD-US-32117,2025-04-18T12:05:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,3,0.8,standard,55,fulfilled
ORD-US-32118,2025-04-18T08:55:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,3,1.21,priority,35,fulfilled
ORD-US-32119,2025-04-18T08:50:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,3,1.58,standard,55,fulfilled
ORD-US-32120,2025-04-18T09:55:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,1,0.82,priority,35,fulfilled
ORD-US-32121,2025-04-18T18:50:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,4,0.65,standard,55,fulfilled
ORD-US-32122,2025-04-18T18:05:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,1,0.67,standard,55,fulfilled
ORD-US-32123,2025-04-18T14:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,5,0.69,standard,55,fulfilled
ORD-US-32124,2025-04-18T11:00:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,4,1.03,priority,35,fulfilled
ORD-US-32125,2025-04-18T20:15:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Riverside,4,0.52,priority,35,fulfilled
ORD-US-32126,2025-04-18T15:45:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,1,1.05,standard,55,fulfilled
ORD-US-32127,2025-04-18T14:50:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,3,0.73,priority,35,fulfilled
ORD-US-32128,2025-04-18T20:05:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,2,1.01,priority,35,fulfilled
ORD-US-32129,2025-04-18T20:40:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Riverside,3,1.18,priority,35,fulfilled
ORD-US-32130,2025-04-18T18:40:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Downtown,2,0.66,standard,55,fulfilled
ORD-US-32131,2025-04-18T16:50:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,1,0.31,standard,55,fulfilled
ORD-US-32132,2025-04-18T16:50:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,2,1.4,standard,55,fulfilled
ORD-US-32133,2025-04-18T18:40:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Riverside,1,0.45,standard,55,fulfilled
ORD-US-32134,2025-04-18T14:30:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,5,1.28,standard,55,fulfilled
ORD-US-32135,2025-04-18T08:40:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,4,0.71,priority,35,fulfilled
ORD-US-32136,2025-04-18T15:15:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,1,1.12,standard,55,fulfilled
ORD-US-32137,2025-04-18T20:05:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,1,1.62,standard,55,fulfilled
ORD-US-32138,2025-04-18T14:35:00,M-008,Noodle House,prepared_food,Central_Fulfillment,South Park,2,0.87,standard,55,fulfilled
ORD-US-32139,2025-04-18T17:25:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Downtown,5,1.42,standard,55,fulfilled
ORD-US-32140,2025-04-18T09:20:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Downtown,2,0.25,standard,55,fulfilled
ORD-US-32141,2025-04-18T10:30:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,2,0.72,standard,55,fulfilled
ORD-US-32142,2025-04-18T18:45:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,South Park,2,0.68,standard,55,fulfilled
ORD-US-32143,2025-04-18T15:20:00,M-008,Noodle House,prepared_food,Central_Fulfillment,South Park,3,1.26,priority,35,fulfilled
ORD-US-32144,2025-04-18T09:25:00,M-007,Home & Handy,retail,Central_Fulfillment,South Park,4,0.89,standard,55,fulfilled
ORD-US-32145,2025-04-18T08:00:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,4,0.46,standard,55,fulfilled
ORD-US-32146,2025-04-18T10:20:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,1,1.55,priority,35,fulfilled
ORD-US-32147,2025-04-18T09:00:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,3,0.82,priority,35,fulfilled
ORD-US-32148,2025-04-18T20:40:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,3,0.27,standard,55,fulfilled
ORD-US-32149,2025-04-18T10:35:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,5,0.2,priority,35,fulfilled
ORD-US-32150,2025-04-18T19:05:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,5,0.68,standard,55,fulfilled
ORD-US-32151,2025-04-18T15:35:00,M-008,Noodle House,prepared_food,Central_Fulfillment,South Park,4,1.22,standard,55,fulfilled
ORD-US-32152,2025-04-18T15:30:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Westgate,4,1.46,time_sensitive,25,fulfilled
ORD-US-32153,2025-04-18T12:25:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Riverside,1,0.29,time_sensitive,25,fulfilled
ORD-US-32154,2025-04-18T15:30:00,M-007,Home & Handy,retail,Central_Fulfillment,Downtown,3,1.53,standard,55,fulfilled
ORD-US-32155,2025-04-18T14:05:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,3,0.79,standard,55,fulfilled
ORD-US-32156,2025-04-18T18:45:00,M-007,Home & Handy,retail,Central_Fulfillment,Westgate,1,0.37,priority,35,fulfilled
ORD-US-32157,2025-04-18T08:50:00,M-008,Noodle House,prepared_food,Central_Fulfillment,Downtown,3,1.39,standard,55,fulfilled
ORD-US-32158,2025-04-18T09:40:00,M-006,Fresh Roots Grocery,grocery,Central_Fulfillment,Westgate,5,0.27,standard,55,fulfilled
ORD-US-32159,2025-04-18T15:50:00,M-005,Corner Table,prepared_food,Central_Fulfillment,Westgate,4,0.8,standard,55,fulfilled
ORD-US-32160,2025-04-18T17:25:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,2,1.49,standard,55,fulfilled
ORD-US-32161,2025-04-18T12:20:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,1,0.8,time_sensitive,25,fulfilled
ORD-US-32162,2025-04-18T08:45:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,2,1.22,priority,35,fulfilled
ORD-US-32163,2025-04-18T18:05:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,5,1.54,standard,55,fulfilled
ORD-US-32164,2025-04-18T18:15:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,1,0.71,priority,35,fulfilled
ORD-US-32165,2025-04-18T18:10:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,3,0.28,standard,55,fulfilled
ORD-US-32166,2025-04-18T09:10:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,4,0.59,priority,35,fulfilled
ORD-US-32167,2025-04-18T16:50:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,3,0.35,standard,55,fulfilled
ORD-US-32168,2025-04-18T15:00:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,1,1.38,standard,55,fulfilled
ORD-US-32169,2025-04-18T10:00:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,3,1.54,standard,55,fulfilled
ORD-US-32170,2025-04-18T10:30:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,2,0.97,standard,55,fulfilled
ORD-US-32171,2025-04-18T08:50:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,5,0.37,standard,55,fulfilled
ORD-US-32172,2025-04-18T08:05:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,2,0.26,standard,55,fulfilled
ORD-US-32173,2025-04-18T09:00:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,East Ridge,5,0.96,standard,55,fulfilled
ORD-US-32174,2025-04-18T19:40:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Harbor Point,2,1.49,standard,55,fulfilled
ORD-US-32175,2025-04-18T18:45:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Lakeside,3,1.02,standard,55,fulfilled
ORD-US-32176,2025-04-18T10:45:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,2,1.48,standard,55,fulfilled
ORD-US-32177,2025-04-18T10:15:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,1,0.82,priority,35,fulfilled
ORD-US-32178,2025-04-18T16:05:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Meadowview,1,1.06,standard,55,fulfilled
ORD-US-32179,2025-04-18T09:35:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,3,0.39,standard,55,fulfilled
ORD-US-32180,2025-04-18T17:10:00,M-012,Tech Stop,retail,Eastside_Fulfillment,Harbor Point,5,0.86,standard,55,fulfilled
ORD-US-32181,2025-04-18T11:00:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,Meadowview,4,1.08,standard,55,fulfilled
ORD-US-32182,2025-04-18T08:15:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,5,0.27,standard,55,fulfilled
ORD-US-32183,2025-04-18T15:25:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,East Ridge,5,1.15,priority,35,fulfilled
ORD-US-32184,2025-04-18T20:20:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Meadowview,4,1.53,priority,35,fulfilled
ORD-US-32185,2025-04-18T14:20:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,1,1.56,standard,55,fulfilled
ORD-US-32186,2025-04-18T14:40:00,M-012,Tech Stop,retail,Eastside_Fulfillment,East Ridge,2,1.45,priority,35,fulfilled
ORD-US-32187,2025-04-18T08:25:00,M-009,Daily Mart,grocery,Eastside_Fulfillment,Lakeside,1,1.54,standard,55,fulfilled
ORD-US-32188,2025-04-18T10:20:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,1,0.35,standard,55,fulfilled
ORD-US-32189,2025-04-18T11:15:00,M-010,Burger District,prepared_food,Eastside_Fulfillment,East Ridge,4,0.32,time_sensitive,25,fulfilled
ORD-US-32190,2025-04-18T16:10:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Harbor Point,2,0.34,standard,55,fulfilled
ORD-US-32191,2025-04-18T10:25:00,M-011,Wellness Pharmacy,pharmacy,Eastside_Fulfillment,Lakeside,4,1.44,standard,55,fulfilled
