flight_id,drone_id,drone_model,date,launch_time,recovery_time,hub,destination,distance_one_way_km,payload_type,payload_item,payload_weight_kg,urgency,cruise_speed_kph,cruise_altitude_m,flight_duration_min,battery_start_pct,battery_end_pct,battery_consumption_pct,wind_speed_kph,wind_gust_kph,visibility_km,status,anomaly_flag,operator_notes
FL-12021,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:05:00,2025-01-16T12:19:18,Nest_Alpha,Ngoma_Health_Post,55.1,medication,insulin_cold_chain,0.65,scheduled,106.0,108.4,74.3,96,27.0,69.0,12.8,15.4,13.7,completed,none,
FL-12022,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:40:00,2025-01-16T15:29:36,Nest_Alpha,Kabuga_Health_Center,34.2,blood_product,O_negative_whole_blood,1.35,scheduled,103.3,109.5,49.6,96,40.3,55.7,18.0,22.1,13.7,completed,none,
FL-12023,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T15:25:00,2025-01-16T16:32:54,Nest_Alpha,Bugesera_Health_Post,52.3,supplies,diagnostic_test_kits,0.9,urgent,105.5,110.7,67.9,96,26.1,69.9,17.4,26.1,15.2,completed,none,
FL-12024,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:10:00,2025-01-16T10:59:12,Nest_Alpha,Kabuga_Health_Center,34.2,blood_product,platelets_2_units,1.55,routine,100.5,111.9,49.2,99,44.9,54.1,10.8,19.9,15.3,completed,none,
FL-12025,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:20:00,2025-01-16T14:11:30,Nest_Alpha,Kabuga_Health_Center,34.2,medication,insulin_cold_chain,0.65,routine,102.1,114.6,51.5,97,45.0,52.0,14.6,21.2,16.4,completed,none,
FL-12026,ZIP-004,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:20:00,2025-01-16T08:00:12,Nest_Alpha,Kigali_East_Clinic,26.5,blood_product,platelets_2_units,1.55,routine,102.2,101.9,40.2,98,56.8,41.2,10.4,15.4,13.2,completed,none,
FL-12027,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T06:40:00,2025-01-16T07:31:30,Nest_Alpha,Kabuga_Health_Center,34.2,blood_product,O_negative_whole_blood,1.35,routine,101.7,100.7,51.5,100,47.6,52.4,3.5,7.0,14.6,completed,none,
FL-12028,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:25:00,2025-01-16T15:38:54,Nest_Alpha,Ngoma_Health_Post,55.1,medication,insulin_cold_chain,0.65,scheduled,101.6,104.8,73.9,98,25.7,72.3,18.0,22.1,13.7,completed,none,
FL-12029,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:30:00,2025-01-16T08:33:24,Nest_Alpha,Kayonza_Clinic,47.8,blood_product,platelets_2_units,1.55,routine,103.8,99.2,63.4,98,35.7,62.3,10.4,15.4,13.2,completed,none,
FL-12030,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:05:00,2025-01-16T13:56:00,Nest_Alpha,Kabuga_Health_Center,34.2,medication,antiretroviral_supply,1.05,urgent,101.6,95.5,51.0,96,45.7,50.3,14.6,21.2,16.4,completed,none,
FL-12031,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:55:00,2025-01-16T11:07:06,Nest_Alpha,Bugesera_Health_Post,52.3,blood_product,platelets_2_units,1.55,routine,102.8,109.4,72.1,100,36.9,63.1,13.3,19.2,16.4,completed,none,
FL-12032,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:30:00,2025-01-16T10:13:48,Nest_Alpha,Kabuga_Health_Center,34.2,supplies,diagnostic_test_kits,0.9,emergency,100.3,103.8,43.8,99,45.3,53.7,13.3,19.2,16.4,completed,none,
FL-12033,ZIP-006,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:15:00,2025-01-16T17:02:30,Nest_Alpha,Kabuga_Health_Center,34.2,vaccine,routine_vaccines,0.75,routine,102.8,98.7,47.5,98,47.1,50.9,16.3,23.1,13.8,completed,none,
FL-12034,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:10:00,2025-01-16T10:50:12,Nest_Alpha,Rwamagana_Clinic,28.5,medication,antiretroviral_supply,1.05,routine,101.3,99.9,40.2,96,49.2,46.8,10.8,19.9,15.3,completed,none,
FL-12035,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:35:00,2025-01-16T12:21:00,Nest_Alpha,Rwamagana_Clinic,28.5,medication,antiretroviral_supply,1.05,urgent,101.1,111.9,46.0,99,55.4,43.6,12.8,15.4,13.7,completed,none,
FL-12036,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T06:30:00,2025-01-16T07:11:24,Nest_Alpha,Rwamagana_Clinic,28.5,supplies,diagnostic_test_kits,0.9,scheduled,103.2,102.4,41.4,98,51.0,47.0,3.5,7.0,14.6,completed,none,
FL-12037,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:55:00,2025-01-16T19:46:48,Nest_Alpha,Kabuga_Health_Center,34.2,medication,insulin_cold_chain,0.65,routine,101.6,111.9,51.8,98,45.1,52.9,18.4,27.8,16.4,completed,none,
FL-12038,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:50:00,2025-01-16T10:01:36,Nest_Alpha,Bugesera_Health_Post,52.3,medication,antiretroviral_supply,1.05,scheduled,100.6,98.3,71.6,98,31.4,66.6,6.3,12.2,15.2,completed,none,
FL-12039,ZIP-007,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:10:00,2025-01-16T11:24:12,Nest_Alpha,Ngoma_Health_Post,55.1,supplies,diagnostic_test_kits,0.9,scheduled,102.7,114.9,74.2,97,29.9,67.1,10.8,19.9,15.3,completed,none,
FL-12040,ZIP-002,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:10:00,2025-01-16T08:13:42,Nest_Alpha,Kayonza_Clinic,47.8,vaccine,routine_vaccines,0.75,routine,103.0,109.6,63.7,97,37.1,59.9,10.4,15.4,13.2,completed,none,
FL-12041,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:30:00,2025-01-16T12:11:18,Nest_Alpha,Kigali_East_Clinic,26.5,supplies,diagnostic_test_kits,0.9,routine,102.0,105.5,41.3,98,55.5,42.5,12.8,15.4,13.7,completed,none,
FL-12042,ZIP-004,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T06:15:00,2025-01-16T06:55:24,Nest_Alpha,Rwamagana_Clinic,28.5,blood_product,platelets_2_units,1.55,routine,103.2,112.3,40.4,99,49.0,50.0,3.5,7.0,14.6,completed,none,
FL-12043,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:15:00,2025-01-16T12:28:30,Nest_Alpha,Ngoma_Health_Post,55.1,vaccine,routine_vaccines,0.75,scheduled,103.7,109.3,73.5,97,32.1,64.9,12.8,15.4,13.7,completed,none,
FL-12044,ZIP-001,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:50:00,2025-01-16T16:05:30,Nest_Alpha,Ngoma_Health_Post,55.1,vaccine,routine_vaccines,0.75,urgent,101.5,102.6,75.5,96,22.4,73.6,18.0,22.1,13.7,completed,none,
FL-12045,ZIP-005,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:30:00,2025-01-16T14:38:06,Nest_Alpha,Bugesera_Health_Post,52.3,medication,insulin_cold_chain,0.65,routine,101.0,96.0,68.1,98,29.7,68.3,14.6,21.2,16.4,completed,none,
FL-12046,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T06:10:00,2025-01-16T06:54:24,Nest_Alpha,Rwamagana_Clinic,28.5,blood_product,O_negative_whole_blood,1.35,scheduled,100.2,108.6,44.4,96,47.0,49.0,3.5,7.0,14.6,completed,none,
FL-12047,ZIP-004,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:25:00,2025-01-16T19:15:00,Nest_Alpha,Kabuga_Health_Center,34.2,vaccine,routine_vaccines,0.75,scheduled,102.6,113.1,50.0,96,40.1,55.9,18.4,27.8,16.4,completed,none,
FL-12048,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:15:00,2025-01-16T08:56:00,Nest_Alpha,Rwamagana_Clinic,28.5,medication,antiretroviral_supply,1.05,emergency,103.8,108.5,41.0,96,48.5,47.5,6.3,12.2,15.2,completed,none,
FL-12049,ZIP-008,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:15:00,2025-01-16T17:30:30,Nest_Alpha,Ngoma_Health_Post,55.1,vaccine,routine_vaccines,0.75,scheduled,100.5,113.1,75.5,96,26.1,69.9,16.3,23.1,13.8,completed,none,
FL-12050,ZIP-003,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:55:00,2025-01-16T19:02:36,Nest_Alpha,Kayonza_Clinic,47.8,medication,antiretroviral_supply,1.05,routine,98.9,98.9,67.6,96,30.0,66.0,19.3,24.7,14.6,completed,none,
FL-12051,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:55:00,2025-01-16T08:55:18,Nest_Beta,Kamonyi_Health_Center,44.6,medication,antiretroviral_supply,1.05,routine,102.8,102.9,60.3,97,35.4,61.6,8.3,12.6,15.2,completed,none,
FL-12052,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:00:00,2025-01-16T17:57:54,Nest_Beta,Nyanza_District_Hospital,41.7,blood_product,O_negative_whole_blood,1.35,routine,104.2,104.3,57.9,98,36.0,62.0,17.2,24.0,14.0,completed,none,
FL-12053,ZIP-016,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:30:00,2025-01-16T19:17:24,Nest_Beta,Gisagara_Clinic,29.4,vaccine,routine_vaccines,0.75,urgent,106.7,113.5,47.4,98,46.5,51.5,18.2,22.7,15.1,completed,none,
FL-12054,ZIP-016,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T12:30:00,2025-01-16T13:20:48,Nest_Beta,Huye_District_Hospital,36.4,supplies,diagnostic_test_kits,0.9,routine,102.0,101.0,50.8,98,45.6,52.4,11.8,20.7,15.3,completed,none,
FL-12055,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:35:00,2025-01-16T12:37:30,Nest_Beta,Nyanza_District_Hospital,41.7,blood_product,platelets_2_units,1.55,urgent,100.5,110.4,62.5,98,37.2,60.8,9.7,17.2,15.3,completed,none,
FL-12056,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:10:00,2025-01-16T17:07:48,Nest_Beta,Nyanza_District_Hospital,41.7,medication,insulin_cold_chain,0.65,urgent,99.5,98.4,57.8,99,40.8,58.2,19.5,24.8,15.0,completed,none,
FL-12057,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:55:00,2025-01-16T10:53:18,Nest_Beta,Nyanza_District_Hospital,41.7,blood_product,O_negative_whole_blood,1.35,routine,101.2,101.7,58.3,98,38.9,59.1,8.5,12.8,13.9,completed,none,
FL-12058,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:10:00,2025-01-16T18:55:54,Nest_Beta,Gisagara_Clinic,29.4,blood_product,O_negative_whole_blood,1.35,urgent,100.5,96.5,45.9,98,48.0,50.0,18.2,22.7,15.1,completed,none,
FL-12059,ZIP-009,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:50:00,2025-01-16T10:32:00,Nest_Beta,Gisagara_Clinic,29.4,blood_product,platelets_2_units,1.55,urgent,106.3,112.2,42.0,99,49.8,49.2,8.5,12.8,13.9,completed,none,
FL-12060,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:25:00,2025-01-16T19:12:54,Nest_Beta,Huye_District_Hospital,36.4,blood_product,O_negative_whole_blood,1.35,urgent,103.7,111.4,47.9,100,44.6,55.4,18.2,22.7,15.1,completed,none,
FL-12061,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T12:50:00,2025-01-16T13:29:30,Nest_Beta,Gisagara_Clinic,29.4,medication,insulin_cold_chain,0.65,routine,105.0,101.7,39.5,97,50.2,46.8,11.8,20.7,15.3,completed,none,
FL-12062,ZIP-009,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:35:00,2025-01-16T18:34:36,Nest_Beta,Nyanza_District_Hospital,41.7,vaccine,routine_vaccines,0.75,routine,101.8,113.6,59.6,97,38.2,58.8,17.2,24.0,14.0,completed,none,
FL-12063,ZIP-011,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:45:00,2025-01-16T09:47:18,Nest_Beta,Kamonyi_Health_Center,44.6,blood_product,platelets_2_units,1.55,urgent,97.7,107.1,62.3,97,38.7,58.3,6.9,11.4,14.2,completed,none,
FL-12064,ZIP-011,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:10:00,2025-01-16T09:11:00,Nest_Beta,Kamonyi_Health_Center,44.6,medication,antiretroviral_supply,1.05,urgent,100.3,100.7,61.0,97,34.6,62.4,6.9,11.4,14.2,completed,none,
FL-12065,ZIP-009,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:55:00,2025-01-16T14:51:42,Nest_Beta,Nyanza_District_Hospital,41.7,medication,insulin_cold_chain,0.65,scheduled,98.6,110.0,56.7,97,39.6,57.4,15.4,18.4,13.5,completed,none,
FL-12066,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:35:00,2025-01-16T14:17:30,Nest_Beta,Gisagara_Clinic,29.4,supplies,diagnostic_test_kits,0.9,urgent,102.1,98.9,42.5,100,51.4,48.6,15.4,18.4,13.5,completed,none,
FL-12067,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:00:00,2025-01-16T11:56:48,Nest_Beta,Nyanza_District_Hospital,41.7,vaccine,routine_vaccines,0.75,urgent,103.3,99.3,56.8,96,37.6,58.4,9.7,17.2,15.3,completed,none,
FL-12068,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:10:00,2025-01-16T14:11:24,Nest_Beta,Kamonyi_Health_Center,44.6,medication,insulin_cold_chain,0.65,routine,102.3,97.9,61.4,100,40.0,60.0,15.4,18.4,13.5,completed,none,
FL-12069,ZIP-016,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:15:00,2025-01-16T18:14:54,Nest_Beta,Nyanza_District_Hospital,41.7,medication,insulin_cold_chain,0.65,scheduled,100.2,95.4,59.9,96,37.2,58.8,17.2,24.0,14.0,completed,none,
FL-12070,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:05:00,2025-01-16T15:06:54,Nest_Beta,Nyanza_District_Hospital,41.7,medication,antiretroviral_supply,1.05,urgent,99.6,104.0,61.9,98,33.2,64.8,16.6,21.3,15.2,completed,none,
FL-12071,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:00:00,2025-01-16T16:56:06,Nest_Beta,Huye_District_Hospital,36.4,medication,insulin_cold_chain,0.65,urgent,102.3,95.2,56.1,100,42.9,57.1,19.5,24.8,15.0,completed,none,
FL-12072,ZIP-016,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:05:00,2025-01-16T14:51:00,Nest_Beta,Huye_District_Hospital,36.4,medication,antiretroviral_supply,1.05,routine,104.8,114.7,46.0,100,40.9,59.1,16.6,21.3,15.2,completed,none,
FL-12073,ZIP-009,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:50:00,2025-01-16T10:42:12,Nest_Beta,Huye_District_Hospital,36.4,blood_product,platelets_2_units,1.55,scheduled,100.1,111.0,52.2,96,44.2,51.8,8.5,12.8,13.9,completed,none,
FL-12074,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:35:00,2025-01-16T19:35:42,Nest_Beta,Nyanza_District_Hospital,41.7,medication,insulin_cold_chain,0.65,urgent,102.9,105.5,60.7,97,39.3,57.7,18.2,22.7,15.1,completed,none,
FL-12075,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:10:00,2025-01-16T14:10:30,Nest_Beta,Kamonyi_Health_Center,44.6,supplies,diagnostic_test_kits,0.9,routine,98.9,97.7,60.5,96,36.5,59.5,15.4,18.4,13.5,completed,none,
FL-12076,ZIP-016,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T15:50:00,2025-01-16T16:29:00,Nest_Beta,Gisagara_Clinic,29.4,medication,insulin_cold_chain,0.65,scheduled,102.6,110.8,39.0,98,49.6,48.4,16.3,19.6,15.3,completed,none,
FL-12077,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:50:00,2025-01-16T17:49:24,Nest_Beta,Kamonyi_Health_Center,44.6,vaccine,routine_vaccines,0.75,routine,103.5,106.6,59.4,97,35.3,61.7,19.5,24.8,15.0,completed,none,
FL-12078,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:30:00,2025-01-16T17:31:54,Nest_Beta,Kamonyi_Health_Center,44.6,medication,insulin_cold_chain,0.65,routine,102.4,103.4,61.9,97,36.2,60.8,19.5,24.8,15.0,completed,none,
FL-12079,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:15:00,2025-01-16T08:14:18,Nest_Beta,Kamonyi_Health_Center,44.6,medication,antiretroviral_supply,1.05,urgent,104.3,96.9,59.3,99,40.4,58.6,8.3,12.6,15.2,completed,none,
FL-12080,ZIP-012,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:05:00,2025-01-16T09:05:48,Nest_Beta,Kamonyi_Health_Center,44.6,blood_product,platelets_2_units,1.55,routine,102.6,112.1,60.8,99,41.3,57.7,6.9,11.4,14.2,completed,none,
FL-12081,ZIP-010,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:25:00,2025-01-16T19:07:30,Nest_Beta,Gisagara_Clinic,29.4,medication,insulin_cold_chain,0.65,routine,102.3,100.6,42.5,99,47.9,51.1,18.2,22.7,15.1,completed,none,
FL-12082,ZIP-015,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T15:20:00,2025-01-16T16:02:18,Nest_Beta,Gisagara_Clinic,29.4,supplies,diagnostic_test_kits,0.9,scheduled,101.6,105.7,42.3,99,50.1,48.9,16.3,19.6,15.3,completed,none,
FL-12083,ZIP-014,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:10:00,2025-01-16T14:01:54,Nest_Beta,Huye_District_Hospital,36.4,supplies,diagnostic_test_kits,0.9,scheduled,102.1,109.0,51.9,100,44.1,55.9,15.4,18.4,13.5,completed,none,
FL-12084,ZIP-013,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:00:00,2025-01-16T14:43:30,Nest_Beta,Gisagara_Clinic,29.4,medication,insulin_cold_chain,0.65,routine,96.3,102.6,43.5,99,52.1,46.9,16.6,21.3,15.2,completed,none,
FL-12085,ZIP-011,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:35:00,2025-01-16T18:25:24,Nest_Beta,Huye_District_Hospital,36.4,vaccine,routine_vaccines,0.75,routine,101.5,100.1,50.4,97,38.5,58.5,17.2,24.0,14.0,completed,none,
FL-12086,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T15:30:00,2025-01-16T16:28:42,Nest_Gamma,Nyabihu_Clinic,42.5,supplies,diagnostic_test_kits,0.9,scheduled,102.6,110.2,58.7,96,36.9,59.1,12.9,22.4,14.0,completed,none,
FL-12087,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:35:00,2025-01-16T11:38:18,Nest_Gamma,Gakenke_Health_Post,48.7,medication,insulin_cold_chain,0.65,routine,103.0,111.5,63.3,100,36.3,63.7,9.2,15.9,16.3,completed,none,
FL-12088,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:15:00,2025-01-16T09:22:48,Nest_Gamma,Gakenke_Health_Post,48.7,supplies,diagnostic_test_kits,0.9,urgent,100.0,108.6,67.8,98,34.2,63.8,3.0,10.7,15.2,completed,none,
FL-12089,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:40:00,2025-01-16T12:44:00,Nest_Gamma,Gakenke_Health_Post,48.7,supplies,diagnostic_test_kits,0.9,routine,100.8,114.6,64.0,100,35.8,64.2,11.0,18.3,16.3,completed,none,
FL-12090,ZIP-021,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:40:00,2025-01-16T09:24:18,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,urgent,103.8,102.0,44.3,97,52.1,44.9,3.0,10.7,15.2,completed,none,
FL-12091,ZIP-021,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:30:00,2025-01-16T11:11:00,Nest_Gamma,Musanze_Clinic,30.1,medication,antiretroviral_supply,1.05,scheduled,98.6,107.3,41.0,97,45.9,51.1,9.2,15.9,16.3,completed,none,
FL-12092,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T17:40:00,2025-01-16T18:47:48,Nest_Gamma,Gakenke_Health_Post,48.7,blood_product,O_negative_whole_blood,1.35,routine,102.9,97.3,67.8,99,34.5,64.5,12.7,16.6,13.9,completed,none,
FL-12093,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:20:00,2025-01-16T12:06:54,Nest_Gamma,Rubavu_Clinic,31.8,medication,insulin_cold_chain,0.65,routine,99.2,107.0,46.9,98,45.5,52.5,11.0,18.3,16.3,completed,none,
FL-12094,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:25:00,2025-01-16T10:11:30,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,O_negative_whole_blood,1.35,scheduled,94.6,107.1,46.5,100,46.9,53.1,4.6,6.9,15.9,completed,none,
FL-12095,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T07:35:00,2025-01-16T08:18:48,Nest_Gamma,Musanze_Clinic,30.1,medication,insulin_cold_chain,0.65,urgent,103.8,106.1,43.8,99,52.0,47.0,6.2,15.3,15.6,completed,none,
FL-12096,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:25:00,2025-01-16T12:09:24,Nest_Gamma,Rubavu_Clinic,31.8,vaccine,routine_vaccines,0.75,scheduled,98.5,96.8,44.4,100,51.3,48.7,11.0,18.3,16.3,completed,none,
FL-12097,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T11:30:00,2025-01-16T12:20:36,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,scheduled,106.5,98.4,50.6,98,52.9,45.1,11.0,18.3,16.3,completed,none,
FL-12098,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:05:00,2025-01-16T10:09:48,Nest_Gamma,Gakenke_Health_Post,48.7,medication,insulin_cold_chain,0.65,routine,100.2,98.7,64.8,97,35.9,61.1,4.6,6.9,15.9,completed,none,
FL-12099,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T18:30:00,2025-01-16T19:33:06,Nest_Gamma,Gakenke_Health_Post,48.7,supplies,diagnostic_test_kits,0.9,scheduled,100.3,109.1,63.1,98,34.2,63.8,13.9,23.8,14.6,completed,none,
FL-12100,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T10:25:00,2025-01-16T11:24:06,Nest_Gamma,Nyabihu_Clinic,42.5,blood_product,platelets_2_units,1.55,routine,106.2,109.7,59.1,97,36.3,60.7,9.2,15.9,16.3,completed,none,
FL-12101,ZIP-020,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:20:00,2025-01-16T14:07:24,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,O_negative_whole_blood,1.35,emergency,99.4,112.4,47.4,96,44.6,51.4,10.8,15.9,14.6,completed,none,
FL-12102,ZIP-023,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:15:00,2025-01-16T09:55:54,Nest_Gamma,Musanze_Clinic,30.1,blood_product,platelets_2_units,1.55,routine,100.6,112.7,40.9,97,50.6,46.4,4.6,6.9,15.9,completed,none,
FL-12103,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:55:00,2025-01-16T15:40:06,Nest_Gamma,Musanze_Clinic,30.1,medication,antiretroviral_supply,1.05,urgent,103.0,100.8,45.1,97,49.1,47.9,14.3,21.1,17.2,completed,none,
FL-12104,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T09:50:00,2025-01-16T10:56:42,Nest_Gamma,Gakenke_Health_Post,48.7,blood_product,O_negative_whole_blood,1.35,routine,105.2,101.2,66.7,99,34.7,64.3,4.6,6.9,15.9,completed,none,
FL-12105,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:00:00,2025-01-16T17:03:42,Nest_Gamma,Gakenke_Health_Post,48.7,medication,insulin_cold_chain,0.65,routine,99.8,101.7,63.7,100,38.2,61.8,16.4,20.8,14.6,completed,none,
FL-12106,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T13:00:00,2025-01-16T13:51:24,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,emergency,104.3,97.8,51.4,96,45.8,50.2,10.8,15.9,14.6,completed,none,
FL-12107,ZIP-022,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T16:45:00,2025-01-16T17:31:48,Nest_Gamma,Rubavu_Clinic,31.8,medication,antiretroviral_supply,1.05,routine,106.3,106.6,46.8,97,44.5,52.5,16.4,20.8,14.6,completed,none,
FL-12108,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T12:45:00,2025-01-16T13:27:00,Nest_Gamma,Rubavu_Clinic,31.8,blood_product,platelets_2_units,1.55,routine,102.9,110.3,42.0,97,43.2,53.8,11.3,14.4,15.0,completed,none,
FL-12109,ZIP-018,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T14:05:00,2025-01-16T14:52:00,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,urgent,99.2,99.9,47.0,97,46.7,50.3,14.3,21.1,17.2,completed,none,
FL-12110,ZIP-017,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T08:55:00,2025-01-16T09:39:30,Nest_Gamma,Musanze_Clinic,30.1,blood_product,O_negative_whole_blood,1.35,routine,102.0,107.2,44.5,99,47.9,51.1,3.0,10.7,15.2,completed,none,
FL-12111,ZIP-019,Zip_Mk4_standardized_fixed_wing,2025-01-16,2025-01-16T15:20:00,2025-01-16T16:03:48,Nest_Gamma,Rubavu_Clinic,31.8,supplies,diagnostic_test_kits,0.9,routine,98.5,102.5,43.8,100,50.9,49.1,12.9,22.4,14.0,completed,none,
