snapshot_date,drone_id,battery_pack_capacity_pct,battery_cycle_count,cell_voltage_spread_mv,motor_2_vibration_mm_s,motor_2_temperature_c,tether_descent_motor_current_a,parachute_release_test_ms,gps_module_health,maintenance_status
2025-01-22,ZIP-013,95.3,184,17.9,1.14,45.2,6.1,153.0,nominal,operational
2025-01-22,ZIP-014,95.1,187,18.6,0.99,44.9,5.62,99.0,nominal,operational
2025-01-22,ZIP-015,94.9,190,18.0,1.11,43.7,5.72,124.0,nominal,operational
2025-01-22,ZIP-016,95.3,193,18.3,0.91,44.5,5.79,136.0,nominal,operational
2025-01-22,ZIP-017,95.2,196,22.2,1.01,43.8,5.43,123.0,nominal,operational
2025-01-22,ZIP-018,95.0,199,20.2,0.96,44.8,5.55,119.0,nominal,operational
2025-01-22,ZIP-019,95.1,202,25.6,1.33,45.5,5.49,131.0,nominal,operational
2025-01-22,ZIP-020,95.9,205,25.6,1.06,44.0,5.57,136.0,nominal,operational
2025-01-22,ZIP-021,95.3,208,23.5,0.83,43.8,5.85,145.0,nominal,operational
2025-01-22,ZIP-022,95.1,211,11.2,1.18,43.0,5.88,85.0,nominal,operational
2025-01-22,ZIP-023,95.7,214,12.1,0.54,43.6,5.66,136.0,nominal,operational
2025-01-22,ZIP-024,95.8,217,16.8,0.92,43.7,5.97,139.0,nominal,operational
2025-01-22,ZIP-025,95.7,220,15.9,0.83,44.0,5.53,112.0,nominal,operational
2025-01-22,ZIP-026,95.1,223,16.3,0.97,43.8,5.87,129.0,nominal,operational
2025-01-22,ZIP-027,96.0,226,20.7,0.74,44.0,5.72,100.0,nominal,operational
2025-01-22,ZIP-028,95.1,229,16.4,1.35,44.7,6.0,94.0,nominal,operational
2025-01-22,ZIP-029,95.0,232,12.6,0.8,44.9,5.66,128.0,nominal,operational
2025-01-22,ZIP-030,94.8,145,20.9,1.1,44.1,5.94,125.0,nominal,operational
2025-01-23,ZIP-001,94.9,150,18.6,1.22,43.6,6.02,105.0,nominal,operational
2025-01-23,ZIP-002,94.9,153,17.6,1.1,44.3,6.05,108.0,nominal,operational
2025-01-23,ZIP-003,95.1,156,12.7,0.97,44.0,6.04,146.0,nominal,operational
2025-01-23,ZIP-004,94.7,159,17.5,0.88,42.5,5.89,108.0,nominal,operational
2025-01-23,ZIP-005,95.4,162,14.1,1.18,42.9,5.83,146.0,nominal,operational
2025-01-23,ZIP-006,95.8,165,20.2,1.11,42.8,5.87,110.0,nominal,operational
2025-01-23,ZIP-007,95.3,168,23.5,1.09,46.5,5.4,134.0,nominal,operational
2025-01-23,ZIP-008,95.3,171,17.7,0.95,44.9,5.8,100.0,nominal,operational
2025-01-23,ZIP-009,94.8,174,32.8,0.95,42.4,6.31,126.0,nominal,operational
2025-01-23,ZIP-010,94.8,177,21.7,0.92,46.5,5.79,149.0,nominal,operational
2025-01-23,ZIP-011,95.8,180,20.5,1.16,43.5,5.82,134.0,nominal,operational
2025-01-23,ZIP-012,95.2,183,22.1,1.19,44.4,5.93,96.0,nominal,operational
2025-01-23,ZIP-013,95.4,186,18.1,0.91,42.8,5.67,133.0,nominal,operational
2025-01-23,ZIP-014,94.7,189,22.0,1.21,44.7,5.9,105.0,nominal,operational
2025-01-23,ZIP-015,95.4,192,23.5,1.05,42.5,5.5,110.0,nominal,operational
2025-01-23,ZIP-016,95.2,195,24.4,0.95,44.4,5.88,110.0,nominal,operational
2025-01-23,ZIP-017,95.2,198,16.0,1.01,43.9,5.69,106.0,nominal,operational
2025-01-23,ZIP-018,95.9,201,17.8,1.17,44.5,5.75,117.0,nominal,operational
2025-01-23,ZIP-019,95.4,204,13.3,1.17,45.1,5.88,106.0,nominal,operational
2025-01-23,ZIP-020,94.8,207,22.2,1.22,45.5,5.73,103.0,nominal,operational
2025-01-23,ZIP-021,94.8,210,15.8,0.91,43.2,5.51,99.0,nominal,operational
2025-01-23,ZIP-022,94.5,213,10.8,1.01,44.1,5.63,122.0,nominal,operational
2025-01-23,ZIP-023,95.3,216,21.4,0.81,43.7,5.89,112.0,nominal,operational
2025-01-23,ZIP-024,95.3,219,11.7,1.05,43.4,5.97,116.0,nominal,operational
2025-01-23,ZIP-025,95.6,222,13.5,1.05,45.3,5.9,101.0,nominal,operational
2025-01-23,ZIP-026,95.3,225,23.6,0.93,41.4,5.83,120.0,nominal,operational
2025-01-23,ZIP-027,95.1,228,14.7,1.0,43.6,5.74,113.0,nominal,operational
2025-01-23,ZIP-028,95.3,231,21.6,0.93,42.5,5.41,130.0,nominal,operational
2025-01-23,ZIP-029,94.4,234,19.1,0.7,42.1,5.89,124.0,nominal,operational
2025-01-23,ZIP-030,95.5,147,16.0,1.2,43.4,5.97,119.0,nominal,operational
2025-01-24,ZIP-001,95.3,152,24.6,0.82,45.8,5.45,143.0,nominal,operational
2025-01-24,ZIP-002,95.1,155,15.5,1.05,43.5,5.89,112.0,nominal,operational
2025-01-24,ZIP-003,95.0,158,19.3,1.04,46.5,5.36,135.0,nominal,operational
2025-01-24,ZIP-004,95.2,161,18.4,0.6,42.1,5.67,119.0,nominal,operational
2025-01-24,ZIP-005,94.9,164,12.8,1.23,44.0,5.48,111.0,nominal,operational
2025-01-24,ZIP-006,95.1,167,9.9,0.9,42.6,5.74,113.0,nominal,operational
2025-01-24,ZIP-007,96.0,170,13.1,0.91,43.9,5.95,97.0,nominal,operational
2025-01-24,ZIP-008,94.6,173,22.2,0.86,43.7,6.24,110.0,nominal,operational
2025-01-24,ZIP-009,95.8,176,16.9,1.19,47.3,6.08,93.0,nominal,operational
2025-01-24,ZIP-010,95.4,179,27.9,1.1,44.3,5.86,113.0,nominal,operational
2025-01-24,ZIP-011,95.2,182,21.6,1.3,43.8,5.39,121.0,nominal,operational
2025-01-24,ZIP-012,95.0,185,21.7,1.3,45.5,5.68,141.0,nominal,operational
2025-01-24,ZIP-013,95.3,188,18.8,1.05,43.8,5.81,109.0,nominal,operational
2025-01-24,ZIP-014,95.9,191,23.3,1.17,44.9,5.57,134.0,nominal,operational
2025-01-24,ZIP-015,94.9,194,14.1,0.99,44.6,5.86,129.0,nominal,operational
2025-01-24,ZIP-016,94.8,197,12.9,1.14,43.5,5.94,137.0,nominal,operational
2025-01-24,ZIP-017,94.2,200,16.9,0.88,44.9,5.95,122.0,nominal,operational
2025-01-24,ZIP-018,95.3,203,21.8,1.22,46.8,6.38,76.0,nominal,operational
2025-01-24,ZIP-019,95.7,206,28.0,1.13,43.3,5.93,91.0,nominal,operational
2025-01-24,ZIP-020,95.0,209,17.1,0.93,44.5,5.48,122.0,nominal,operational
2025-01-24,ZIP-021,94.8,212,21.2,1.16,45.2,5.99,110.0,nominal,operational
2025-01-24,ZIP-022,95.7,215,25.0,1.1,42.8,5.69,106.0,nominal,operational
2025-01-24,ZIP-023,95.0,218,22.1,1.07,44.8,5.74,72.0,nominal,operational
2025-01-24,ZIP-024,94.9,221,19.8,1.1,43.0,5.47,113.0,nominal,operational
2025-01-24,ZIP-025,95.1,224,13.2,0.98,43.9,5.53,110.0,nominal,operational
2025-01-24,ZIP-026,95.2,227,15.8,1.26,45.1,5.89,149.0,nominal,operational
2025-01-24,ZIP-027,94.8,230,22.5,0.83,43.1,5.54,146.0,nominal,operational
2025-01-24,ZIP-028,95.3,233,16.5,1.17,45.0,6.12,111.0,nominal,operational
2025-01-24,ZIP-029,95.6,236,23.2,0.73,40.6,5.84,122.0,nominal,operational
2025-01-24,ZIP-030,95.7,149,15.2,0.89,46.3,5.61,122.0,nominal,operational
2025-01-25,ZIP-001,95.1,153,14.6,1.27,44.8,5.45,81.0,nominal,operational
2025-01-25,ZIP-002,95.4,156,15.7,1.09,44.3,5.65,138.0,nominal,operational
2025-01-25,ZIP-003,94.8,159,15.8,1.07,42.9,5.52,128.0,nominal,operational
2025-01-25,ZIP-004,95.2,162,22.6,1.13,44.6,5.66,102.0,nominal,operational
2025-01-25,ZIP-005,94.9,165,15.9,1.06,45.2,5.79,87.0,nominal,operational
2025-01-25,ZIP-006,94.8,168,17.7,1.16,44.3,5.45,127.0,nominal,operational
2025-01-25,ZIP-007,95.1,171,20.5,1.25,46.2,6.0,136.0,nominal,operational
2025-01-25,ZIP-008,95.2,174,23.7,0.82,43.9,5.67,135.0,nominal,operational
2025-01-25,ZIP-009,94.6,177,27.2,0.98,44.1,5.78,118.0,nominal,operational
2025-01-25,ZIP-010,95.6,180,29.1,0.89,41.9,5.42,120.0,nominal,operational
2025-01-25,ZIP-011,95.4,183,12.4,0.83,44.4,5.91,108.0,nominal,operational
2025-01-25,ZIP-012,94.7,186,25.6,0.9,43.7,6.02,93.0,nominal,operational
2025-01-25,ZIP-013,95.3,189,22.0,1.24,46.7,5.88,97.0,nominal,operational
2025-01-25,ZIP-014,94.6,192,15.4,1.19,44.5,5.78,139.0,nominal,operational
2025-01-25,ZIP-015,95.6,195,26.2,0.84,43.4,5.71,94.0,nominal,operational
2025-01-25,ZIP-016,94.5,198,18.4,1.02,44.9,6.21,113.0,nominal,operational
2025-01-25,ZIP-017,94.7,201,19.7,0.98,45.0,5.65,150.0,nominal,operational
2025-01-25,ZIP-018,95.2,204,20.3,0.8,45.0,5.98,116.0,nominal,operational
2025-01-25,ZIP-019,94.9,207,19.2,0.91,42.9,5.62,115.0,nominal,operational
2025-01-25,ZIP-020,95.0,210,20.5,1.07,43.5,6.2,110.0,nominal,operational
2025-01-25,ZIP-021,95.2,213,20.9,0.87,43.0,5.42,116.0,nominal,operational
2025-01-25,ZIP-022,94.5,216,22.0,0.71,44.0,5.86,108.0,nominal,operational
2025-01-25,ZIP-023,94.7,219,18.1,1.07,45.1,5.48,157.0,nominal,operational
2025-01-25,ZIP-024,95.5,222,20.2,1.22,43.4,5.93,147.0,nominal,operational
2025-01-25,ZIP-025,95.7,225,19.0,1.09,45.3,5.7,136.0,nominal,operational
2025-01-25,ZIP-026,95.2,228,19.1,1.1,44.1,5.62,118.0,nominal,operational
2025-01-25,ZIP-027,94.6,231,28.0,1.01,43.7,6.11,113.0,nominal,operational
2025-01-25,ZIP-028,94.9,234,15.3,0.88,45.4,6.14,123.0,nominal,operational
2025-01-25,ZIP-029,95.3,237,10.4,1.16,43.9,5.76,128.0,nominal,operational
2025-01-25,ZIP-030,94.0,150,13.7,0.91,45.1,5.94,128.0,nominal,operational
2025-01-26,ZIP-001,95.3,155,19.7,1.3,44.1,5.85,104.0,nominal,operational
2025-01-26,ZIP-002,94.6,158,25.9,1.24,44.6,5.75,129.0,nominal,operational
2025-01-26,ZIP-003,95.8,161,27.6,1.07,41.5,5.89,108.0,nominal,operational
2025-01-26,ZIP-004,95.4,164,20.2,0.93,44.2,5.85,137.0,nominal,operational
2025-01-26,ZIP-005,87.0,167,50.7,1.01,43.6,5.65,139.0,nominal,monitoring
2025-01-26,ZIP-006,94.9,170,16.5,1.23,42.4,6.41,132.0,nominal,operational
2025-01-26,ZIP-007,94.8,173,16.6,0.97,43.0,5.73,149.0,nominal,operational
2025-01-26,ZIP-008,95.1,176,19.7,1.16,45.3,5.76,119.0,nominal,operational
2025-01-26,ZIP-009,95.6,179,18.1,0.76,44.8,5.75,142.0,nominal,operational
2025-01-26,ZIP-010,95.1,182,20.3,1.18,44.0,5.71,142.0,nominal,operational
2025-01-26,ZIP-011,94.7,185,21.5,1.26,46.0,6.01,150.0,nominal,operational
2025-01-26,ZIP-012,95.5,188,25.1,1.12,44.0,5.66,132.0,nominal,operational
2025-01-26,ZIP-013,95.1,191,22.7,0.98,43.0,5.86,101.0,nominal,operational
2025-01-26,ZIP-014,95.5,194,23.5,0.87,44.8,5.68,127.0,nominal,operational
2025-01-26,ZIP-015,95.0,197,15.1,1.21,46.0,5.69,115.0,nominal,operational
2025-01-26,ZIP-016,95.6,200,24.0,1.32,45.8,5.77,132.0,nominal,operational
2025-01-26,ZIP-017,94.6,203,19.6,0.99,42.4,5.95,139.0,nominal,operational
2025-01-26,ZIP-018,95.3,206,29.6,1.04,44.1,5.85,110.0,nominal,operational
2025-01-26,ZIP-019,95.5,209,25.2,1.07,44.7,5.95,125.0,nominal,operational
2025-01-26,ZIP-020,95.0,212,18.9,0.86,43.3,5.64,119.0,nominal,operational
2025-01-26,ZIP-021,94.8,215,11.7,0.86,43.6,5.7,121.0,nominal,operational
2025-01-26,ZIP-022,95.8,218,31.3,0.93,45.6,5.7,99.0,nominal,operational
2025-01-26,ZIP-023,95.1,221,14.9,1.01,42.3,6.08,136.0,nominal,operational
2025-01-26,ZIP-024,95.0,224,21.9,1.27,45.3,5.71,114.0,nominal,operational
2025-01-26,ZIP-025,95.3,227,23.5,0.84,42.6,5.64,131.0,nominal,operational
2025-01-26,ZIP-026,95.1,230,11.2,1.2,44.9,5.75,108.0,nominal,operational
2025-01-26,ZIP-027,94.8,233,21.5,1.11,45.7,5.67,99.0,nominal,operational
2025-01-26,ZIP-028,95.2,236,28.3,0.72,43.1,6.05,95.0,nominal,operational
2025-01-26,ZIP-029,95.1,239,23.4,1.18,44.8,5.97,151.0,nominal,operational
2025-01-26,ZIP-030,95.4,152,18.1,1.23,44.7,6.28,123.0,nominal,operational
2025-01-27,ZIP-001,95.4,157,22.4,1.0,44.3,5.32,122.0,nominal,operational
2025-01-27,ZIP-002,95.4,160,16.9,0.86,44.7,5.63,89.0,nominal,operational
2025-01-27,ZIP-003,95.7,163,28.0,1.06,43.9,5.67,94.0,nominal,operational
2025-01-27,ZIP-004,95.5,166,14.0,1.08,42.8,6.07,91.0,nominal,operational
2025-01-27,ZIP-005,85.9,169,59.6,1.12,46.2,5.69,133.0,nominal,monitoring
2025-01-27,ZIP-006,94.7,172,8,1.11,43.9,5.73,105.0,nominal,operational
2025-01-27,ZIP-007,94.4,175,22.6,1.08,45.3,5.72,128.0,nominal,operational
2025-01-27,ZIP-008,95.6,178,16.3,1.05,43.3,5.92,126.0,nominal,operational
2025-01-27,ZIP-009,95.2,181,17.8,1.04,43.7,5.96,152.0,nominal,operational
2025-01-27,ZIP-010,94.9,184,21.4,1.45,44.0,5.46,92.0,nominal,operational
2025-01-27,ZIP-011,95.1,187,24.4,0.95,45.1,5.8,116.0,nominal,operational
2025-01-27,ZIP-012,94.8,190,18.5,1.19,45.2,5.45,105.0,nominal,operational
2025-01-27,ZIP-013,95.3,193,17.7,0.83,42.4,5.76,121.0,nominal,operational
2025-01-27,ZIP-014,94.9,196,22.8,1.16,44.7,5.84,99.0,nominal,operational
2025-01-27,ZIP-015,94.8,199,13.2,1.21,44.9,5.46,103.0,nominal,operational
2025-01-27,ZIP-016,95.0,202,18.9,1.19,44.6,5.44,134.0,nominal,operational
2025-01-27,ZIP-017,95.0,205,22.0,1.09,42.9,5.69,131.0,nominal,operational
2025-01-27,ZIP-018,94.9,208,22.9,1.14,45.7,5.84,100.0,nominal,operational
2025-01-27,ZIP-019,94.8,211,14.3,0.99,44.4,6.05,103.0,nominal,operational
2025-01-27,ZIP-020,95.4,214,12.9,0.96,44.8,5.77,116.0,nominal,operational
2025-01-27,ZIP-021,95.2,217,24.8,1.11,43.5,5.22,154.0,nominal,operational
2025-01-27,ZIP-022,95.4,220,19.7,1.04,45.0,5.54,115.0,nominal,operational
2025-01-27,ZIP-023,95.3,223,23.7,0.87,44.0,5.4,79.0,nominal,operational
2025-01-27,ZIP-024,95.4,226,21.0,1.04,44.4,5.53,137.0,nominal,operational
2025-01-27,ZIP-025,95.0,229,21.7,1.25,43.8,5.47,141.0,nominal,operational
2025-01-27,ZIP-026,95.1,232,19.7,0.86,42.9,5.82,101.0,nominal,operational
2025-01-27,ZIP-027,95.8,235,17.9,1.03,43.3,5.64,126.0,nominal,operational
2025-01-27,ZIP-028,94.9,238,13.1,1.08,43.9,5.81,111.0,nominal,operational
2025-01-27,ZIP-029,95.1,241,17.1,1.12,44.6,5.87,115.0,nominal,operational
2025-01-27,ZIP-030,94.4,154,10.9,1.16,46.3,5.56,122.0,nominal,operational
2025-01-28,ZIP-001,95.5,158,21.6,0.86,44.1,6.07,131.0,nominal,operational
2025-01-28,ZIP-002,94.8,161,20.6,0.87,44.2,5.75,127.0,nominal,operational
2025-01-28,ZIP-003,94.9,164,25.5,0.95,42.7,5.73,121.0,nominal,operational
2025-01-28,ZIP-004,95.4,167,21.0,0.95,44.4,5.91,123.0,nominal,operational
2025-01-28,ZIP-005,84.0,170,63.6,1.11,45.2,5.65,106.0,nominal,monitoring
2025-01-28,ZIP-006,94.8,173,23.6,1.06,45.1,5.36,149.0,nominal,operational
2025-01-28,ZIP-007,94.9,176,15.8,1.1,43.4,5.57,149.0,nominal,operational
2025-01-28,ZIP-008,94.4,179,19.0,1.01,43.8,5.45,87.0,nominal,operational
2025-01-28,ZIP-009,94.6,182,20.9,1.25,45.4,6.02,128.0,nominal,operational
2025-01-28,ZIP-010,94.6,185,15.8,1.11,45.6,5.54,129.0,nominal,operational
2025-01-28,ZIP-011,95.8,188,16.6,1.08,44.2,5.82,133.0,nominal,operational
2025-01-28,ZIP-012,94.5,191,16.4,1.13,45.0,5.97,93.0,nominal,operational
2025-01-28,ZIP-013,95.2,194,10.4,1.17,43.7,5.66,97.0,nominal,operational
2025-01-28,ZIP-014,95.3,197,24.6,1.26,44.6,5.41,131.0,nominal,operational
2025-01-28,ZIP-015,94.8,200,15.7,0.96,44.6,5.72,143.0,nominal,operational
2025-01-28,ZIP-016,95.0,203,23.0,1.04,45.7,5.71,106.0,nominal,operational
2025-01-28,ZIP-017,95.2,206,22.3,1.06,45.9,5.95,102.0,nominal,operational
2025-01-28,ZIP-018,94.5,209,14.8,0.89,45.4,5.68,141.0,nominal,operational
2025-01-28,ZIP-019,95.1,212,24.4,1.12,44.1,5.97,87.0,nominal,operational
2025-01-28,ZIP-020,95.3,215,15.5,1.05,45.2,5.81,116.0,nominal,operational
2025-01-28,ZIP-021,95.2,218,25.1,1.15,44.4,5.49,121.0,nominal,operational
2025-01-28,ZIP-022,94.9,221,19.4,1.24,44.1,5.97,125.0,nominal,operational
2025-01-28,ZIP-023,95.0,224,18.3,1.05,45.4,5.71,117.0,nominal,operational
2025-01-28,ZIP-024,95.1,227,20.4,1.17,45.1,5.77,140.0,nominal,operational
2025-01-28,ZIP-025,94.6,230,27.6,0.7,43.2,5.58,103.0,nominal,operational
2025-01-28,ZIP-026,95.6,233,25.6,1.04,43.3,5.84,126.0,nominal,operational
2025-01-28,ZIP-027,94.8,236,20.1,1.22,44.2,6.18,96.0,nominal,operational
2025-01-28,ZIP-028,94.7,239,20.3,0.86,43.7,5.81,133.0,nominal,operational
2025-01-28,ZIP-029,94.9,242,15.8,1.22,44.1,6.11,104.0,nominal,operational
2025-01-28,ZIP-030,95.1,155,17.2,0.99,44.5,5.67,147.0,nominal,operational
2025-01-29,ZIP-001,95.1,160,27.0,1.12,44.9,5.77,114.0,nominal,operational
2025-01-29,ZIP-002,95.3,163,22.1,0.95,43.7,6.23,110.0,nominal,operational
2025-01-29,ZIP-003,95.7,166,22.8,1.24,44.9,6.1,91.0,nominal,operational
2025-01-29,ZIP-004,95.4,169,10.6,1.31,45.8,5.59,127.0,nominal,operational
2025-01-29,ZIP-005,83.2,172,68.5,0.75,44.0,5.95,120.0,nominal,monitoring
2025-01-29,ZIP-006,94.6,175,21.0,0.79,43.7,5.69,119.0,nominal,operational
2025-01-29,ZIP-007,94.5,178,17.5,1.05,44.1,5.79,97.0,nominal,operational
2025-01-29,ZIP-008,95.7,181,22.0,0.96,44.7,5.89,141.0,nominal,operational
2025-01-29,ZIP-009,94.9,184,13.3,0.89,44.9,5.47,139.0,nominal,operational
2025-01-29,ZIP-010,94.3,187,20.2,0.92,42.4,5.73,93.0,nominal,operational
2025-01-29,ZIP-011,94.6,190,20.2,0.88,43.2,5.95,116.0,nominal,operational
2025-01-29,ZIP-012,95.5,193,15.5,1.0,44.0,5.75,85.0,nominal,operational
2025-01-29,ZIP-013,94.4,196,17.8,1.25,44.4,5.67,106.0,nominal,operational
2025-01-29,ZIP-014,95.0,199,19.1,1.31,44.3,5.71,134.0,nominal,operational
2025-01-29,ZIP-015,94.9,202,19.4,1.33,43.5,5.82,138.0,nominal,operational
2025-01-29,ZIP-016,95.3,205,27.2,1.2,44.0,6.09,113.0,nominal,operational
2025-01-29,ZIP-017,95.2,208,24.4,0.71,43.7,5.97,129.0,nominal,operational
2025-01-29,ZIP-018,95.6,211,20.4,1.02,43.5,6.11,121.0,nominal,operational
2025-01-29,ZIP-019,95.1,214,33.7,1.23,44.5,5.86,102.0,nominal,operational
2025-01-29,ZIP-020,95.9,217,19.8,0.99,43.2,5.61,107.0,nominal,operational
2025-01-29,ZIP-021,96.0,220,15.9,1.12,43.2,5.79,116.0,nominal,operational
2025-01-29,ZIP-022,95.1,223,20.5,1.12,43.1,5.77,104.0,nominal,operational
2025-01-29,ZIP-023,95.3,226,8,1.06,45.0,6.1,148.0,nominal,operational
2025-01-29,ZIP-024,95.3,229,13.8,0.99,44.6,5.48,97.0,nominal,operational
2025-01-29,ZIP-025,94.9,232,18.4,0.95,42.6,5.57,126.0,nominal,operational
2025-01-29,ZIP-026,94.7,235,21.9,1.1,44.1,5.73,125.0,nominal,operational
2025-01-29,ZIP-027,94.8,238,24.6,0.96,43.5,5.77,151.0,nominal,operational
2025-01-29,ZIP-028,94.9,241,32.3,1.21,44.7,5.61,132.0,nominal,operational
2025-01-29,ZIP-029,94.9,244,14.8,1.18,44.2,5.94,91.0,nominal,operational
2025-01-29,ZIP-030,94.6,157,30.2,0.89,44.7,5.68,128.0,nominal,operational
2025-01-30,ZIP-001,94.8,162,10.5,0.97,44.2,5.42,122.0,nominal,operational
2025-01-30,ZIP-002,95.2,165,17.1,1.21,44.8,5.69,91.0,nominal,operational
2025-01-30,ZIP-003,94.2,168,15.6,0.78,42.9,5.55,134.0,nominal,operational
2025-01-30,ZIP-004,95.5,171,33.2,0.93,43.1,5.72,142.0,nominal,operational
2025-01-30,ZIP-005,81.5,174,68.8,1.02,44.5,5.57,120.0,nominal,monitoring
2025-01-30,ZIP-006,95.0,177,17.9,1.47,44.7,5.99,135.0,nominal,operational
2025-01-30,ZIP-007,95.2,180,25.4,1.15,45.0,5.82,150.0,nominal,operational
2025-01-30,ZIP-008,95.2,183,18.8,1.06,45.5,6.13,148.0,nominal,operational
2025-01-30,ZIP-009,95.2,186,17.1,1.09,45.0,5.61,129.0,nominal,operational
2025-01-30,ZIP-010,95.3,189,20.1,0.93,45.0,5.77,133.0,nominal,operational
2025-01-30,ZIP-011,95.6,192,18.9,0.87,45.2,5.83,128.0,nominal,operational
2025-01-30,ZIP-012,95.2,195,27.3,1.14,43.7,5.52,113.0,nominal,operational
2025-01-30,ZIP-013,95.1,198,15.5,1.03,44.1,6.22,105.0,nominal,operational
2025-01-30,ZIP-014,95.2,201,21.4,0.9,43.3,5.52,135.0,nominal,operational
2025-01-30,ZIP-015,95.3,204,12.1,1.03,42.1,5.94,103.0,nominal,operational
2025-01-30,ZIP-016,94.9,207,27.2,1.04,43.9,5.74,121.0,nominal,operational
2025-01-30,ZIP-017,95.7,210,18.1,1.3,44.2,5.75,143.0,nominal,operational
2025-01-30,ZIP-018,94.6,213,19.1,0.93,45.3,6.1,110.0,nominal,operational
2025-01-30,ZIP-019,94.5,216,20.1,1.04,44.1,5.76,134.0,nominal,operational
2025-01-30,ZIP-020,94.5,219,17.7,0.99,43.6,6.1,116.0,nominal,operational
2025-01-30,ZIP-021,94.9,222,11.1,1.01,43.4,5.75,135.0,nominal,operational
2025-01-30,ZIP-022,94.7,225,23.1,0.91,44.1,5.72,132.0,nominal,operational
2025-01-30,ZIP-023,95.6,228,22.1,1.05,43.9,5.97,109.0,nominal,operational
2025-01-30,ZIP-024,94.0,231,21.9,1.11,45.1,5.93,114.0,nominal,operational
2025-01-30,ZIP-025,94.8,234,23.2,1.06,43.7,5.89,114.0,nominal,operational
2025-01-30,ZIP-026,94.9,237,19.1,0.98,43.3,5.93,114.0,nominal,operational
2025-01-30,ZIP-027,95.6,240,22.3,1.13,45.6,6.18,98.0,nominal,operational
2025-01-30,ZIP-028,95.9,243,13.8,1.08,44.4,5.88,119.0,nominal,operational
2025-01-30,ZIP-029,95.1,246,21.9,1.07,43.9,5.74,122.0,nominal,operational
2025-01-30,ZIP-030,95.3,159,13.6,1.3,44.1,5.84,147.0,nominal,operational
2025-01-31,ZIP-001,95.4,164,14.5,1.11,44.8,5.47,122.0,nominal,operational
2025-01-31,ZIP-002,94.0,167,23.9,1.04,44.6,5.62,127.0,nominal,operational
2025-01-31,ZIP-003,94.6,170,8.1,1.1,44.7,6.02,132.0,nominal,operational
2025-01-31,ZIP-004,94.0,173,17.4,1.24,45.1,5.53,139.0,nominal,operational
2025-01-31,ZIP-005,80.6,176,74.6,0.92,42.8,6.05,125.0,nominal,grounded
2025-01-31,ZIP-006,95.1,179,23.9,1.09,44.3,5.87,117.0,nominal,operational
2025-01-31,ZIP-007,95.0,182,20.9,0.88,44.3,6.18,115.0,nominal,operational
2025-01-31,ZIP-008,95.1,185,24.3,0.91,45.0,6.05,147.0,nominal,operational
2025-01-31,ZIP-009,94.4,188,11.3,0.9,45.7,6.01,144.0,nominal,operational
2025-01-31,ZIP-010,94.8,191,20.5,1.18,45.0,6.16,109.0,nominal,operational
2025-01-31,ZIP-011,94.9,194,15.5,0.73,43.6,5.75,111.0,nominal,operational
2025-01-31,ZIP-012,94.5,197,20.0,0.91,44.7,6.01,109.0,nominal,operational
2025-01-31,ZIP-013,95.0,200,21.1,0.96,43.4,5.9,125.0,nominal,operational
2025-01-31,ZIP-014,95.2,203,22.0,0.91,43.5,5.91,110.0,nominal,operational
2025-01-31,ZIP-015,94.0,206,14.7,1.13,44.0,5.63,162.0,nominal,operational
2025-01-31,ZIP-016,94.9,209,24.3,0.97,43.3,5.59,106.0,nominal,operational
2025-01-31,ZIP-017,94.6,212,23.3,1.12,44.4,6.03,119.0,nominal,operational
2025-01-31,ZIP-018,95.0,215,24.5,1.13,43.0,5.77,135.0,nominal,operational
2025-01-31,ZIP-019,95.0,218,21.5,1.05,45.3,5.89,128.0,nominal,operational
2025-01-31,ZIP-020,95.2,221,23.8,0.9,43.8,5.61,118.0,nominal,operational
2025-01-31,ZIP-021,95.5,224,19.8,1.15,42.5,5.69,139.0,nominal,operational
2025-01-31,ZIP-022,95.0,227,24.6,1.23,46.8,6.14,113.0,nominal,operational
2025-01-31,ZIP-023,94.7,230,18.9,1.26,44.3,6.13,109.0,nominal,operational
2025-01-31,ZIP-024,95.2,233,12.2,0.88,42.2,5.6,122.0,nominal,operational
2025-01-31,ZIP-025,94.6,236,27.5,0.82,42.9,5.81,120.0,nominal,operational
2025-01-31,ZIP-026,95.3,239,14.1,1.12,43.7,5.67,119.0,nominal,operational
2025-01-31,ZIP-027,94.5,242,16.3,1.12,45.0,5.87,117.0,nominal,operational
2025-01-31,ZIP-028,95.4,245,24.6,1.16,44.6,5.67,140.0,nominal,operational
2025-01-31,ZIP-029,94.9,248,21.7,0.96,44.1,5.89,124.0,nominal,operational
2025-01-31,ZIP-030,95.0,161,21.9,1.31,46.1,5.58,98.0,nominal,operational
2025-02-01,ZIP-001,95.1,165,22.3,1.09,45.0,6.07,80.0,nominal,operational
2025-02-01,ZIP-002,95.2,168,26.9,1.11,45.0,5.97,122.0,nominal,operational
2025-02-01,ZIP-003,95.2,171,16.5,1.16,45.0,5.64,97.0,nominal,operational
2025-02-01,ZIP-004,95.0,174,25.6,1.37,46.9,5.99,100.0,nominal,operational
2025-02-01,ZIP-005,78.8,177,81.6,0.89,43.2,5.68,125.0,nominal,grounded
2025-02-01,ZIP-006,94.5,180,12.4,1.04,44.4,5.63,114.0,nominal,operational
2025-02-01,ZIP-007,94.6,183,20.1,0.86,43.7,5.62,125.0,nominal,operational
