order_id,requested_at,flight_id,origin_hub,destination,clinical_category,urgency,requested_item,payload_weight_kg,service_level_minutes,order_status
ORD-01881,2025-01-14T14:07:00,FL-11880,Nest_Delta,Rulindo_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01882,2025-01-14T17:31:00,FL-11881,Nest_Delta,Kicukiro_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01883,2025-01-14T14:36:00,FL-11882,Nest_Delta,Mageragere_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-01884,2025-01-14T12:17:00,FL-11883,Nest_Delta,Kicukiro_Health_Center,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01885,2025-01-14T14:09:00,FL-11884,Nest_Delta,Kicukiro_Health_Center,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01886,2025-01-14T08:37:00,FL-11885,Nest_Delta,Kicukiro_Health_Center,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01887,2025-01-15T08:33:00,FL-11886,Nest_Alpha,Bugesera_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01888,2025-01-15T12:47:00,FL-11887,Nest_Alpha,Bugesera_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01889,2025-01-15T11:38:00,FL-11888,Nest_Alpha,Rwamagana_Clinic,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-01890,2025-01-15T13:01:00,FL-11889,Nest_Alpha,Kigali_East_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01891,2025-01-15T06:27:00,FL-11890,Nest_Alpha,Kabuga_Health_Center,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01892,2025-01-15T14:21:00,FL-11891,Nest_Alpha,Kabuga_Health_Center,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-01893,2025-01-15T09:07:00,FL-11892,Nest_Alpha,Rwamagana_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-01894,2025-01-15T06:55:00,FL-11893,Nest_Alpha,Rwamagana_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01895,2025-01-15T10:05:00,FL-11894,Nest_Alpha,Kabuga_Health_Center,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01896,2025-01-15T11:37:00,FL-11895,Nest_Alpha,Bugesera_Health_Post,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01897,2025-01-15T17:47:00,FL-11896,Nest_Alpha,Kayonza_Clinic,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01898,2025-01-15T06:05:00,FL-11897,Nest_Alpha,Bugesera_Health_Post,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-01899,2025-01-15T13:35:00,FL-11898,Nest_Alpha,Kigali_East_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01900,2025-01-15T12:14:00,FL-11899,Nest_Alpha,Kayonza_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01901,2025-01-15T12:46:00,FL-11900,Nest_Alpha,Bugesera_Health_Post,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01902,2025-01-15T13:14:00,FL-11901,Nest_Alpha,Kigali_East_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01903,2025-01-15T05:22:00,FL-11902,Nest_Alpha,Rwamagana_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01904,2025-01-15T09:49:00,FL-11903,Nest_Alpha,Bugesera_Health_Post,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-01905,2025-01-15T12:43:00,FL-11904,Nest_Alpha,Kabuga_Health_Center,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-01906,2025-01-15T07:16:00,FL-11905,Nest_Alpha,Kigali_East_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01907,2025-01-15T11:43:00,FL-11906,Nest_Alpha,Kigali_East_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01908,2025-01-15T16:27:00,FL-11907,Nest_Alpha,Kayonza_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-01909,2025-01-15T16:05:00,FL-11908,Nest_Alpha,Kigali_East_Clinic,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-01910,2025-01-15T09:30:00,FL-11909,Nest_Alpha,Rwamagana_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01911,2025-01-15T16:20:00,FL-11910,Nest_Alpha,Ngoma_Health_Post,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01912,2025-01-15T07:11:00,FL-11911,Nest_Alpha,Kabuga_Health_Center,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-01913,2025-01-15T06:06:00,FL-11912,Nest_Alpha,Kigali_East_Clinic,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-01914,2025-01-15T09:18:00,FL-11913,Nest_Alpha,Bugesera_Health_Post,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-01915,2025-01-15T04:17:00,FL-11914,Nest_Alpha,Kigali_East_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01916,2025-01-15T08:55:00,FL-11915,Nest_Alpha,Ngoma_Health_Post,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01917,2025-01-15T05:30:00,FL-11916,Nest_Alpha,Rwamagana_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01918,2025-01-15T14:32:00,FL-11917,Nest_Alpha,Kayonza_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01919,2025-01-15T11:33:00,FL-11918,Nest_Alpha,Ngoma_Health_Post,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-01920,2025-01-15T15:24:00,FL-11919,Nest_Alpha,Kayonza_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01921,2025-01-15T16:30:00,FL-11920,Nest_Alpha,Kigali_East_Clinic,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-01922,2025-01-15T13:49:00,FL-11921,Nest_Beta,Gisagara_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01923,2025-01-15T12:31:00,FL-11922,Nest_Beta,Gisagara_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-01924,2025-01-15T06:44:00,FL-11923,Nest_Beta,Nyanza_District_Hospital,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-01925,2025-01-15T08:38:00,FL-11924,Nest_Beta,Nyanza_District_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01926,2025-01-15T12:28:00,FL-11925,Nest_Beta,Kamonyi_Health_Center,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01927,2025-01-15T17:03:00,FL-11926,Nest_Beta,Nyanza_District_Hospital,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01928,2025-01-15T12:44:00,FL-11927,Nest_Beta,Huye_District_Hospital,medication,emergency,insulin_cold_chain,0.65,30,fulfilled
ORD-01929,2025-01-15T04:30:00,FL-11928,Nest_Beta,Kamonyi_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-01930,2025-01-15T17:30:00,FL-11929,Nest_Beta,Huye_District_Hospital,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01931,2025-01-15T16:07:00,FL-11930,Nest_Beta,Huye_District_Hospital,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-01932,2025-01-15T04:59:00,FL-11931,Nest_Beta,Gisagara_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01933,2025-01-15T12:36:00,FL-11932,Nest_Beta,Nyanza_District_Hospital,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01934,2025-01-15T10:11:00,FL-11933,Nest_Beta,Kamonyi_Health_Center,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01935,2025-01-15T13:22:00,FL-11934,Nest_Beta,Nyanza_District_Hospital,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-01936,2025-01-15T06:46:00,FL-11935,Nest_Beta,Nyanza_District_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01937,2025-01-15T12:34:00,FL-11936,Nest_Beta,Huye_District_Hospital,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01938,2025-01-15T10:55:00,FL-11937,Nest_Beta,Nyanza_District_Hospital,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01939,2025-01-15T09:42:00,FL-11938,Nest_Beta,Huye_District_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01940,2025-01-15T07:02:00,FL-11939,Nest_Beta,Huye_District_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01941,2025-01-15T11:03:00,FL-11940,Nest_Beta,Kamonyi_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-01942,2025-01-15T12:27:00,FL-11941,Nest_Beta,Kamonyi_Health_Center,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01943,2025-01-15T14:20:00,FL-11942,Nest_Beta,Gisagara_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01944,2025-01-15T09:46:00,FL-11943,Nest_Beta,Huye_District_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01945,2025-01-15T07:17:00,FL-11944,Nest_Beta,Huye_District_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01946,2025-01-15T07:23:00,FL-11945,Nest_Beta,Kamonyi_Health_Center,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-01947,2025-01-15T09:14:00,FL-11946,Nest_Beta,Kamonyi_Health_Center,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-01948,2025-01-15T10:46:00,FL-11947,Nest_Beta,Nyanza_District_Hospital,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01949,2025-01-15T04:46:00,FL-11948,Nest_Beta,Gisagara_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01950,2025-01-15T16:57:00,FL-11949,Nest_Beta,Kamonyi_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01951,2025-01-15T07:25:00,FL-11950,Nest_Beta,Nyanza_District_Hospital,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01952,2025-01-15T13:36:00,FL-11951,Nest_Gamma,Gakenke_Health_Post,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-01953,2025-01-15T15:01:00,FL-11952,Nest_Gamma,Rubavu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01954,2025-01-15T12:41:00,FL-11953,Nest_Gamma,Gakenke_Health_Post,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01955,2025-01-15T17:00:00,FL-11954,Nest_Gamma,Gakenke_Health_Post,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-01956,2025-01-15T13:52:00,FL-11955,Nest_Gamma,Gakenke_Health_Post,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01957,2025-01-15T10:28:00,FL-11956,Nest_Gamma,Musanze_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01958,2025-01-15T12:24:00,FL-11957,Nest_Gamma,Rubavu_Clinic,vaccine,emergency,routine_vaccines,0.75,30,fulfilled
ORD-01959,2025-01-15T09:06:00,FL-11958,Nest_Gamma,Musanze_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01960,2025-01-15T13:44:00,FL-11959,Nest_Gamma,Gakenke_Health_Post,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01961,2025-01-15T15:50:00,FL-11960,Nest_Gamma,Rubavu_Clinic,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-01962,2025-01-15T12:42:00,FL-11961,Nest_Gamma,Rubavu_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01963,2025-01-15T07:17:00,FL-11962,Nest_Gamma,Musanze_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01964,2025-01-15T13:23:00,FL-11963,Nest_Gamma,Nyabihu_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-01965,2025-01-15T16:09:00,FL-11964,Nest_Gamma,Musanze_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-01966,2025-01-15T12:34:00,FL-11965,Nest_Gamma,Rubavu_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01967,2025-01-15T16:38:00,FL-11966,Nest_Gamma,Gakenke_Health_Post,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01968,2025-01-15T09:12:00,FL-11967,Nest_Gamma,Musanze_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01969,2025-01-15T06:40:00,FL-11968,Nest_Gamma,Nyabihu_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01970,2025-01-15T07:45:00,FL-11969,Nest_Gamma,Gakenke_Health_Post,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-01971,2025-01-15T14:04:00,FL-11970,Nest_Gamma,Gakenke_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01972,2025-01-15T14:46:00,FL-11971,Nest_Gamma,Gakenke_Health_Post,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-01973,2025-01-15T10:05:00,FL-11972,Nest_Gamma,Rubavu_Clinic,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-01974,2025-01-15T09:35:00,FL-11973,Nest_Gamma,Rubavu_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-01975,2025-01-15T11:39:00,FL-11974,Nest_Gamma,Nyabihu_Clinic,medication,emergency,antiretroviral_supply,1.05,30,fulfilled
ORD-01976,2025-01-15T10:41:00,FL-11975,Nest_Gamma,Musanze_Clinic,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-01977,2025-01-15T11:14:00,FL-11976,Nest_Gamma,Nyabihu_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01978,2025-01-15T14:24:00,FL-11977,Nest_Gamma,Gakenke_Health_Post,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-01979,2025-01-15T05:06:00,FL-11978,Nest_Gamma,Musanze_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-01980,2025-01-15T12:23:00,FL-11979,Nest_Gamma,Gakenke_Health_Post,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-01981,2025-01-15T07:56:00,FL-11980,Nest_Gamma,Rubavu_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01982,2025-01-15T05:37:00,FL-11981,Nest_Gamma,Gakenke_Health_Post,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-01983,2025-01-15T15:09:00,FL-11982,Nest_Delta,Rulindo_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01984,2025-01-15T06:30:00,FL-11983,Nest_Delta,Mageragere_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01985,2025-01-15T13:09:00,FL-11984,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01986,2025-01-15T15:42:00,FL-11985,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-01987,2025-01-15T05:16:00,FL-11986,Nest_Delta,Kicukiro_Health_Center,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-01988,2025-01-15T12:08:00,FL-11987,Nest_Delta,Kicukiro_Health_Center,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-01989,2025-01-15T15:26:00,FL-11988,Nest_Delta,Mageragere_Clinic,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01990,2025-01-15T07:36:00,FL-11989,Nest_Delta,Mageragere_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-01991,2025-01-15T12:43:00,FL-11990,Nest_Delta,Kicukiro_Health_Center,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-01992,2025-01-15T06:41:00,FL-11991,Nest_Delta,Mageragere_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-01993,2025-01-15T04:28:00,FL-11992,Nest_Delta,Kicukiro_Health_Center,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01994,2025-01-15T06:16:00,FL-11993,Nest_Delta,Kicukiro_Health_Center,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01995,2025-01-15T11:06:00,FL-11994,Nest_Delta,Gicumbi_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-01996,2025-01-15T13:15:00,FL-11995,Nest_Delta,Rulindo_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-01997,2025-01-15T11:29:00,FL-11996,Nest_Delta,Rulindo_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-01998,2025-01-15T08:16:00,FL-11997,Nest_Delta,Kicukiro_Health_Center,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-01999,2025-01-15T12:28:00,FL-11998,Nest_Delta,Rulindo_Clinic,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-02000,2025-01-15T14:13:00,FL-11999,Nest_Delta,Kicukiro_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-02001,2025-01-15T04:23:00,FL-12000,Nest_Delta,Kicukiro_Health_Center,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-02002,2025-01-15T05:50:00,FL-12001,Nest_Delta,Gicumbi_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-02003,2025-01-15T12:13:00,FL-12002,Nest_Delta,Rulindo_Clinic,blood_product,scheduled,platelets_2_units,1.55,180,fulfilled
ORD-02004,2025-01-15T10:20:00,FL-12003,Nest_Delta,Gicumbi_Hospital,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-02005,2025-01-15T15:00:00,FL-12004,Nest_Delta,Gicumbi_Hospital,medication,emergency,antiretroviral_supply,1.05,30,fulfilled
ORD-02006,2025-01-15T09:03:00,FL-12005,Nest_Delta,Mageragere_Clinic,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-02007,2025-01-15T06:48:00,FL-12006,Nest_Delta,Rulindo_Clinic,blood_product,emergency,platelets_2_units,1.55,30,fulfilled
ORD-02008,2025-01-15T11:15:00,FL-12007,Nest_Delta,Kicukiro_Health_Center,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-02009,2025-01-15T11:31:00,FL-12008,Nest_Delta,Rulindo_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-02010,2025-01-15T08:51:00,FL-12009,Nest_Delta,Gicumbi_Hospital,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02011,2025-01-15T08:39:00,FL-12010,Nest_Delta,Kicukiro_Health_Center,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-02012,2025-01-15T07:35:00,FL-12011,Nest_Delta,Mageragere_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-02013,2025-01-15T15:12:00,FL-12012,Nest_Delta,Rulindo_Clinic,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-02014,2025-01-15T09:10:00,FL-12013,Nest_Delta,Gicumbi_Hospital,blood_product,emergency,O_negative_whole_blood,1.35,30,fulfilled
ORD-02015,2025-01-15T13:22:00,FL-12014,Nest_Delta,Mageragere_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02016,2025-01-15T16:17:00,FL-12015,Nest_Delta,Gicumbi_Hospital,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02017,2025-01-15T14:56:00,FL-12016,Nest_Delta,Kicukiro_Health_Center,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-02018,2025-01-15T07:20:00,FL-12017,Nest_Delta,Mageragere_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-02019,2025-01-15T14:04:00,FL-12018,Nest_Delta,Rulindo_Clinic,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-02020,2025-01-15T16:18:00,FL-12019,Nest_Delta,Kicukiro_Health_Center,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-02021,2025-01-15T13:58:00,FL-12020,Nest_Delta,Rulindo_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-02022,2025-01-16T10:50:00,FL-12021,Nest_Alpha,Ngoma_Health_Post,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-02023,2025-01-16T12:25:00,FL-12022,Nest_Alpha,Kabuga_Health_Center,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-02024,2025-01-16T13:45:00,FL-12023,Nest_Alpha,Bugesera_Health_Post,supplies,urgent,diagnostic_test_kits,0.9,30,fulfilled
ORD-02025,2025-01-16T08:35:00,FL-12024,Nest_Alpha,Kabuga_Health_Center,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02026,2025-01-16T12:14:00,FL-12025,Nest_Alpha,Kabuga_Health_Center,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02027,2025-01-16T06:01:00,FL-12026,Nest_Alpha,Kigali_East_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02028,2025-01-16T05:32:00,FL-12027,Nest_Alpha,Kabuga_Health_Center,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-02029,2025-01-16T14:08:00,FL-12028,Nest_Alpha,Ngoma_Health_Post,medication,scheduled,insulin_cold_chain,0.65,180,fulfilled
ORD-02030,2025-01-16T07:02:00,FL-12029,Nest_Alpha,Kayonza_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02031,2025-01-16T12:35:00,FL-12030,Nest_Alpha,Kabuga_Health_Center,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-02032,2025-01-16T07:54:00,FL-12031,Nest_Alpha,Bugesera_Health_Post,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02033,2025-01-16T08:28:00,FL-12032,Nest_Alpha,Kabuga_Health_Center,supplies,emergency,diagnostic_test_kits,0.9,30,fulfilled
ORD-02034,2025-01-16T14:19:00,FL-12033,Nest_Alpha,Kabuga_Health_Center,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-02035,2025-01-16T08:21:00,FL-12034,Nest_Alpha,Rwamagana_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-02036,2025-01-16T10:27:00,FL-12035,Nest_Alpha,Rwamagana_Clinic,medication,urgent,antiretroviral_supply,1.05,30,fulfilled
ORD-02037,2025-01-16T05:15:00,FL-12036,Nest_Alpha,Rwamagana_Clinic,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-02038,2025-01-16T17:42:00,FL-12037,Nest_Alpha,Kabuga_Health_Center,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02039,2025-01-16T08:10:00,FL-12038,Nest_Alpha,Bugesera_Health_Post,medication,scheduled,antiretroviral_supply,1.05,180,fulfilled
ORD-02040,2025-01-16T09:19:00,FL-12039,Nest_Alpha,Ngoma_Health_Post,supplies,scheduled,diagnostic_test_kits,0.9,180,fulfilled
ORD-02041,2025-01-16T06:19:00,FL-12040,Nest_Alpha,Kayonza_Clinic,vaccine,routine,routine_vaccines,0.75,180,fulfilled
ORD-02042,2025-01-16T10:17:00,FL-12041,Nest_Alpha,Kigali_East_Clinic,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-02043,2025-01-16T05:33:00,FL-12042,Nest_Alpha,Rwamagana_Clinic,blood_product,routine,platelets_2_units,1.55,180,fulfilled
ORD-02044,2025-01-16T09:48:00,FL-12043,Nest_Alpha,Ngoma_Health_Post,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-02045,2025-01-16T14:08:00,FL-12044,Nest_Alpha,Ngoma_Health_Post,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-02046,2025-01-16T12:35:00,FL-12045,Nest_Alpha,Bugesera_Health_Post,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02047,2025-01-16T04:45:00,FL-12046,Nest_Alpha,Rwamagana_Clinic,blood_product,scheduled,O_negative_whole_blood,1.35,180,fulfilled
ORD-02048,2025-01-16T17:21:00,FL-12047,Nest_Alpha,Kabuga_Health_Center,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-02049,2025-01-16T06:23:00,FL-12048,Nest_Alpha,Rwamagana_Clinic,medication,emergency,antiretroviral_supply,1.05,30,fulfilled
ORD-02050,2025-01-16T14:50:00,FL-12049,Nest_Alpha,Ngoma_Health_Post,vaccine,scheduled,routine_vaccines,0.75,180,fulfilled
ORD-02051,2025-01-16T16:32:00,FL-12050,Nest_Alpha,Kayonza_Clinic,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-02052,2025-01-16T05:49:00,FL-12051,Nest_Beta,Kamonyi_Health_Center,medication,routine,antiretroviral_supply,1.05,180,fulfilled
ORD-02053,2025-01-16T15:46:00,FL-12052,Nest_Beta,Nyanza_District_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-02054,2025-01-16T18:02:00,FL-12053,Nest_Beta,Gisagara_Clinic,vaccine,urgent,routine_vaccines,0.75,30,fulfilled
ORD-02055,2025-01-16T10:49:00,FL-12054,Nest_Beta,Huye_District_Hospital,supplies,routine,diagnostic_test_kits,0.9,180,fulfilled
ORD-02056,2025-01-16T10:38:00,FL-12055,Nest_Beta,Nyanza_District_Hospital,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-02057,2025-01-16T14:02:00,FL-12056,Nest_Beta,Nyanza_District_Hospital,medication,urgent,insulin_cold_chain,0.65,30,fulfilled
ORD-02058,2025-01-16T09:44:00,FL-12057,Nest_Beta,Nyanza_District_Hospital,blood_product,routine,O_negative_whole_blood,1.35,180,fulfilled
ORD-02059,2025-01-16T16:07:00,FL-12058,Nest_Beta,Gisagara_Clinic,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-02060,2025-01-16T08:51:00,FL-12059,Nest_Beta,Gisagara_Clinic,blood_product,urgent,platelets_2_units,1.55,30,fulfilled
ORD-02061,2025-01-16T17:59:00,FL-12060,Nest_Beta,Huye_District_Hospital,blood_product,urgent,O_negative_whole_blood,1.35,30,fulfilled
ORD-02062,2025-01-16T11:32:00,FL-12061,Nest_Beta,Gisagara_Clinic,medication,routine,insulin_cold_chain,0.65,180,fulfilled
ORD-02063,2025-01-16T15:59:00,FL-12062,Nest_Beta,Nyanza_District_Hospital,vaccine,routine,routine_vaccines,0.75,180,fulfilled
