observed_at,hub,wind_speed_kph,wind_gust_kph,wind_direction,temperature_c,humidity_pct,precipitation_mm,visibility_km,operational_weather_status
2025-01-13T09:00:00,Nest_Gamma,6.7,11.9,NE,22.4,61.3,0,15.5,go
2025-01-13T10:00:00,Nest_Gamma,8.7,17.3,NE,24.6,60.5,0,15.5,go
2025-01-13T11:00:00,Nest_Gamma,10.2,13.7,SE,25.5,54.6,0,14.3,go
2025-01-13T12:00:00,Nest_Gamma,12.9,21.5,S,24.3,48.6,0,14.6,go
2025-01-13T13:00:00,Nest_Gamma,13.5,18.9,W,25.1,49.2,0,14.6,go
2025-01-13T14:00:00,Nest_Gamma,9.5,15.5,SW,24.9,49.2,0,14.7,go
2025-01-13T15:00:00,Nest_Gamma,8.4,13.8,W,25.5,54.0,0,15.4,go
2025-01-13T16:00:00,Nest_Gamma,14.9,24.5,NE,22.6,64.6,0,15.9,go
2025-01-13T17:00:00,Nest_Gamma,16.2,24.8,S,23.6,60.5,0,14.6,go
2025-01-13T18:00:00,Nest_Gamma,16.4,20.5,N,21.9,57.6,0,15.7,go
2025-01-13T19:00:00,Nest_Gamma,12.5,15.3,NW,22.3,65.3,0,14.9,go
2025-01-13T20:00:00,Nest_Gamma,16.5,19.3,NE,19.2,61.4,0,13.0,go
2025-01-13T21:00:00,Nest_Gamma,9.9,15.4,NE,18.1,63.3,0,16.7,go
2025-01-13T22:00:00,Nest_Gamma,10.1,16.8,W,18.5,47.6,0,15.8,go
2025-01-13T23:00:00,Nest_Gamma,10.8,20.7,NE,17.2,64.5,0,16.7,go
2025-01-13T00:00:00,Nest_Delta,13.3,18.2,W,16.9,62.8,0,13.9,go
2025-01-13T01:00:00,Nest_Delta,11.5,17.5,NE,16.9,61.5,0,14.2,go
2025-01-13T02:00:00,Nest_Delta,7.5,13.3,NE,17.8,43.0,0,14.4,go
2025-01-13T03:00:00,Nest_Delta,11.1,16.2,SW,16.9,57.5,0,14.6,go
2025-01-13T04:00:00,Nest_Delta,9.6,12.7,E,18.7,54.4,0,14.3,go
2025-01-13T05:00:00,Nest_Delta,3.3,9.1,NE,18.2,58.7,0,15.3,go
2025-01-13T06:00:00,Nest_Delta,5.8,15.1,N,19.5,47.5,0,14.5,go
2025-01-13T07:00:00,Nest_Delta,7.9,16.5,E,19.7,59.4,0,14.2,go
2025-01-13T08:00:00,Nest_Delta,5.6,7.6,S,22.3,33.2,0,15.8,go
2025-01-13T09:00:00,Nest_Delta,11.2,20.1,N,22.9,72.9,0,15.4,go
2025-01-13T10:00:00,Nest_Delta,8.4,17.5,N,23.3,51.2,0,15.3,go
2025-01-13T11:00:00,Nest_Delta,15.0,24.6,E,23.5,55.8,0,16.5,go
2025-01-13T12:00:00,Nest_Delta,14.6,17.7,SW,24.7,60.6,0,13.4,go
2025-01-13T13:00:00,Nest_Delta,12.4,15.7,S,26.2,62.0,0,13.6,go
2025-01-13T14:00:00,Nest_Delta,13.7,19.4,N,24.6,60.0,0,15.3,go
2025-01-13T15:00:00,Nest_Delta,17.2,22.7,SE,24.4,66.9,0,15.7,go
2025-01-13T16:00:00,Nest_Delta,15.1,21.8,W,23.2,59.5,0,14.3,go
2025-01-13T17:00:00,Nest_Delta,17.6,26.1,S,23.2,50.6,0,15.5,go
2025-01-13T18:00:00,Nest_Delta,12.2,16.3,SE,20.9,62.5,0,15.2,go
2025-01-13T19:00:00,Nest_Delta,14.8,23.6,N,20.8,46.7,0,14.5,go
2025-01-13T20:00:00,Nest_Delta,15.1,19.8,W,20.0,62.7,0,13.9,go
2025-01-13T21:00:00,Nest_Delta,14.0,16.9,NW,18.5,62.9,0,13.4,go
2025-01-13T22:00:00,Nest_Delta,7.2,13.5,E,18.1,52.9,0,15.2,go
2025-01-13T23:00:00,Nest_Delta,8.1,15.3,NW,17.6,45.1,0,14.3,go
2025-01-14T00:00:00,Nest_Alpha,13.8,20.7,W,16.2,56.1,0,14.5,go
2025-01-14T01:00:00,Nest_Alpha,13.9,21.9,W,16.1,50.7,0,15.9,go
2025-01-14T02:00:00,Nest_Alpha,9.0,15.6,NE,17.6,52.5,0,16.2,go
2025-01-14T03:00:00,Nest_Alpha,11.0,17.4,W,17.1,59.3,0,14.3,go
2025-01-14T04:00:00,Nest_Alpha,7.1,16.0,SW,17.8,62.1,0,15.0,go
2025-01-14T05:00:00,Nest_Alpha,6.7,15.6,NE,19.6,53.0,0,14.0,go
2025-01-14T06:00:00,Nest_Alpha,7.2,16.7,S,19.3,62.9,0,16.2,go
2025-01-14T07:00:00,Nest_Alpha,8.0,11.3,NW,20.1,37.4,0,14.3,go
2025-01-14T08:00:00,Nest_Alpha,10.3,18.6,S,23.7,53.9,0,17.2,go
2025-01-14T09:00:00,Nest_Alpha,10.5,14.2,N,22.3,58.8,0,15.7,go
2025-01-14T10:00:00,Nest_Alpha,11.3,20.7,W,23.6,55.8,0,16.1,go
2025-01-14T11:00:00,Nest_Alpha,8.3,10.8,SW,25.9,47.5,0,16.0,go
2025-01-14T12:00:00,Nest_Alpha,13.1,17.2,SW,24.9,62.9,0,15.0,go
2025-01-14T13:00:00,Nest_Alpha,18.0,24.8,NW,25.1,35.8,0,13.9,go
2025-01-14T14:00:00,Nest_Alpha,14.2,22.0,N,25.3,48.9,0,14.0,go
2025-01-14T15:00:00,Nest_Alpha,18.6,27.7,S,24.4,55.6,0,15.7,go
2025-01-14T16:00:00,Nest_Alpha,14.2,16.8,E,22.5,64.6,0,15.1,go
2025-01-14T17:00:00,Nest_Alpha,20.2,28.6,SW,22.3,63.8,0,14.8,go
2025-01-14T18:00:00,Nest_Alpha,19.5,26.7,S,22.8,39.1,0,14.3,go
2025-01-14T19:00:00,Nest_Alpha,16.8,20.1,NW,20.9,68.5,0,15.4,go
2025-01-14T20:00:00,Nest_Alpha,19.5,22.9,S,20.3,53.4,0,15.9,go
2025-01-14T21:00:00,Nest_Alpha,19.4,26.4,N,18.6,51.7,0,15.3,go
2025-01-14T22:00:00,Nest_Alpha,14.6,18.2,E,19.5,50.4,0,15.7,go
2025-01-14T23:00:00,Nest_Alpha,14.0,22.8,N,16.7,48.4,0,15.7,go
2025-01-14T00:00:00,Nest_Beta,9.9,14.2,SW,17.4,70.4,0,14.9,go
2025-01-14T01:00:00,Nest_Beta,10.1,16.6,S,17.8,64.4,0,14.6,go
2025-01-14T02:00:00,Nest_Beta,4.7,11.7,N,18.2,78.9,0,16.0,go
2025-01-14T03:00:00,Nest_Beta,7.4,10.7,S,18.0,47.6,0,13.4,go
2025-01-14T04:00:00,Nest_Beta,5.7,13.3,N,18.9,59.5,0,16.4,go
2025-01-14T05:00:00,Nest_Beta,8.5,11.2,E,18.7,57.9,0,14.7,go
2025-01-14T06:00:00,Nest_Beta,5.8,13.5,N,18.9,41.4,0,13.9,go
2025-01-14T07:00:00,Nest_Beta,6.4,16.3,SW,20.2,59.3,0,14.8,go
2025-01-14T08:00:00,Nest_Beta,6.4,12.1,N,22.1,51.2,0,17.6,go
2025-01-14T09:00:00,Nest_Beta,3.5,10.3,SW,23.5,57.8,0,14.6,go
2025-01-14T10:00:00,Nest_Beta,8.2,13.5,W,23.2,69.8,0,15.7,go
2025-01-14T11:00:00,Nest_Beta,10.5,13.7,SW,24.9,45.4,0,14.3,go
2025-01-14T12:00:00,Nest_Beta,12.7,22.1,W,25.6,68.7,0,15.0,go
2025-01-14T13:00:00,Nest_Beta,15.3,19.3,N,25.0,61.1,0,13.8,go
2025-01-14T14:00:00,Nest_Beta,22.1,31.9,NW,25.4,61.1,0,14.6,go
2025-01-14T15:00:00,Nest_Beta,15.1,23.5,E,23.1,56.5,0,14.5,go
2025-01-14T16:00:00,Nest_Beta,14.1,17.9,E,24.3,68.0,0,13.6,go
2025-01-14T17:00:00,Nest_Beta,18.5,22.2,N,21.7,41.4,0,14.1,go
2025-01-14T18:00:00,Nest_Beta,16.8,19.8,SE,22.9,52.1,0,14.6,go
2025-01-14T19:00:00,Nest_Beta,16.4,21.2,E,22.1,61.4,0,17.4,go
2025-01-14T20:00:00,Nest_Beta,17.0,20.4,N,18.9,51.4,0,14.4,go
2025-01-14T21:00:00,Nest_Beta,9.2,11.4,S,18.8,66.8,0,15.7,go
2025-01-14T22:00:00,Nest_Beta,11.5,18.1,NE,17.9,47.3,0,14.3,go
2025-01-14T23:00:00,Nest_Beta,17.0,24.5,N,17.8,72.7,0,14.9,go
2025-01-14T00:00:00,Nest_Gamma,8.1,13.4,W,18.1,55.5,0,13.3,go
2025-01-14T01:00:00,Nest_Gamma,2,9.1,NW,17.8,47.2,0,16.4,go
2025-01-14T02:00:00,Nest_Gamma,4.1,12.8,N,17.4,59.9,0,15.0,go
2025-01-14T03:00:00,Nest_Gamma,5.1,13.5,W,17.9,65.6,0,12.9,go
2025-01-14T04:00:00,Nest_Gamma,5.0,9.2,NW,17.5,62.9,0,17.3,go
2025-01-14T05:00:00,Nest_Gamma,6.1,8.6,W,19.5,84.1,0,14.6,go
2025-01-14T06:00:00,Nest_Gamma,6.3,13.0,N,20.1,55.7,0,15.0,go
2025-01-14T07:00:00,Nest_Gamma,2,8.1,E,21.0,56.9,0,15.3,go
2025-01-14T08:00:00,Nest_Gamma,5.6,14.6,NE,22.5,74.4,0,13.8,go
2025-01-14T09:00:00,Nest_Gamma,6.2,13.3,NW,22.4,48.7,0,15.8,go
2025-01-14T10:00:00,Nest_Gamma,7.2,13.9,NE,23.7,51.2,0,16.7,go
2025-01-14T11:00:00,Nest_Gamma,8.1,14.0,SW,24.1,39.1,0,14.5,go
2025-01-14T12:00:00,Nest_Gamma,11.3,18.3,N,24.9,72.4,0,16.2,go
2025-01-14T13:00:00,Nest_Gamma,14.6,18.6,NW,25.0,47.9,0,15.8,go
2025-01-14T14:00:00,Nest_Gamma,11.5,19.0,N,25.4,42.9,0,14.3,go
2025-01-14T15:00:00,Nest_Gamma,14.4,16.5,E,23.3,46.7,0,14.4,go
2025-01-14T16:00:00,Nest_Gamma,14.3,23.0,E,24.6,49.5,0,14.4,go
2025-01-14T17:00:00,Nest_Gamma,14.3,23.0,NE,23.0,39.8,0,14.0,go
2025-01-14T18:00:00,Nest_Gamma,15.3,24.4,E,21.7,70.0,0,15.1,go
2025-01-14T19:00:00,Nest_Gamma,9.3,15.8,NW,20.9,64.4,0,15.0,go
2025-01-14T20:00:00,Nest_Gamma,14.7,20.0,NE,21.2,61.4,0,15.3,go
2025-01-14T21:00:00,Nest_Gamma,12.3,22.1,S,19.4,49.1,0,15.8,go
2025-01-14T22:00:00,Nest_Gamma,11.6,18.3,NE,18.3,54.2,0,15.3,go
2025-01-14T23:00:00,Nest_Gamma,7.9,10.6,E,18.6,53.5,0,14.7,go
2025-01-14T00:00:00,Nest_Delta,7.3,15.5,N,17.2,70.8,0,15.2,go
2025-01-14T01:00:00,Nest_Delta,5.9,11.0,SW,17.9,56.4,0,17.3,go
2025-01-14T02:00:00,Nest_Delta,6.6,11.4,NE,17.4,60.5,0,14.2,go
2025-01-14T03:00:00,Nest_Delta,6.2,11.7,W,16.6,62.4,0,16.2,go
2025-01-14T04:00:00,Nest_Delta,7.9,15.8,SW,18.6,57.9,0,13.5,go
2025-01-14T05:00:00,Nest_Delta,4.6,9.1,N,18.9,54.3,0,15.6,go
2025-01-14T06:00:00,Nest_Delta,7.0,10.2,W,19.4,69.8,0,14.9,go
2025-01-14T07:00:00,Nest_Delta,3.6,7.6,E,20.2,45.8,0,15.1,go
2025-01-14T08:00:00,Nest_Delta,11.0,14.7,SE,22.2,35.1,0,12.6,go
2025-01-14T09:00:00,Nest_Delta,12.9,17.9,N,23.9,65.0,0,13.6,go
2025-01-14T10:00:00,Nest_Delta,11.4,13.5,NW,24.8,50.4,0,15.8,go
2025-01-14T11:00:00,Nest_Delta,10.4,19.7,SW,24.7,40.6,0,15.3,go
2025-01-14T12:00:00,Nest_Delta,15.0,22.3,NW,25.6,52.3,0,15.1,go
2025-01-14T13:00:00,Nest_Delta,15.3,18.2,W,25.0,57.8,0,16.6,go
2025-01-14T14:00:00,Nest_Delta,17.7,25.3,NW,23.6,54.4,0,15.9,go
2025-01-14T15:00:00,Nest_Delta,14.0,16.4,W,24.2,58.3,0,15.8,go
2025-01-14T16:00:00,Nest_Delta,13.8,19.2,NE,23.6,52.3,0,13.8,go
2025-01-14T17:00:00,Nest_Delta,17.5,22.9,W,22.2,34.2,0,15.3,go
2025-01-14T18:00:00,Nest_Delta,18.6,22.8,W,22.2,57.3,0,14.8,go
2025-01-14T19:00:00,Nest_Delta,19.1,28.3,SW,21.4,43.6,0,15.4,go
2025-01-14T20:00:00,Nest_Delta,18.1,27.5,N,19.4,55.9,0,12.0,go
2025-01-14T21:00:00,Nest_Delta,11.9,14.7,S,19.5,63.6,0,15.1,go
2025-01-14T22:00:00,Nest_Delta,14.2,17.3,NW,17.6,58.4,0,14.6,go
2025-01-14T23:00:00,Nest_Delta,10.6,19.1,S,17.5,60.1,0,14.3,go
2025-01-15T00:00:00,Nest_Alpha,15.2,19.2,W,18.5,66.0,0,14.7,go
2025-01-15T01:00:00,Nest_Alpha,11.2,16.9,N,17.0,65.2,0,13.3,go
2025-01-15T02:00:00,Nest_Alpha,9.5,12.1,SW,16.6,62.1,0,16.0,go
2025-01-15T03:00:00,Nest_Alpha,9.6,11.8,NE,18.0,44.6,0,14.0,go
2025-01-15T04:00:00,Nest_Alpha,6.4,10.0,NE,18.3,70.8,0,14.5,go
2025-01-15T05:00:00,Nest_Alpha,11.3,16.7,N,19.3,64.6,0,15.0,go
2025-01-15T06:00:00,Nest_Alpha,6.4,14.5,N,20.9,49.2,0,15.2,go
2025-01-15T07:00:00,Nest_Alpha,6.4,15.1,W,20.9,53.8,0,13.8,go
2025-01-15T08:00:00,Nest_Alpha,10.7,13.8,NE,22.3,57.8,0,14.9,go
2025-01-15T09:00:00,Nest_Alpha,9.9,16.3,NE,23.5,51.5,0,15.2,go
2025-01-15T10:00:00,Nest_Alpha,12.5,17.7,N,23.8,46.3,0,15.3,go
2025-01-15T11:00:00,Nest_Alpha,11.6,18.2,NE,22.2,52.9,0,14.6,go
2025-01-15T12:00:00,Nest_Alpha,17.1,25.7,W,24.8,65.2,0,13.7,go
2025-01-15T13:00:00,Nest_Alpha,13.3,16.5,E,25.9,60.8,0,15.8,go
2025-01-15T14:00:00,Nest_Alpha,19.0,21.8,N,25.1,49.0,0,14.3,go
2025-01-15T15:00:00,Nest_Alpha,20.5,30.4,N,23.5,72.4,0,14.0,go
2025-01-15T16:00:00,Nest_Alpha,21.3,29.3,N,24.2,54.1,0,14.7,go
2025-01-15T17:00:00,Nest_Alpha,17.1,26.7,NE,22.8,54.2,0,15.9,go
2025-01-15T18:00:00,Nest_Alpha,14.5,19.0,N,22.0,59.2,0,14.7,go
2025-01-15T19:00:00,Nest_Alpha,18.0,27.5,SW,21.1,51.5,0,14.0,go
2025-01-15T20:00:00,Nest_Alpha,14.9,24.2,NW,20.8,58.6,0,15.6,go
2025-01-15T21:00:00,Nest_Alpha,16.7,21.1,E,18.8,47.6,0,16.6,go
2025-01-15T22:00:00,Nest_Alpha,16.6,22.1,SE,17.1,56.4,0,16.5,go
2025-01-15T23:00:00,Nest_Alpha,12.7,18.0,W,18.6,53.0,0,15.9,go
2025-01-15T00:00:00,Nest_Beta,7.3,13.9,W,17.7,66.3,0,14.5,go
2025-01-15T01:00:00,Nest_Beta,7.6,13.5,NW,16.4,44.6,0,14.4,go
2025-01-15T02:00:00,Nest_Beta,7.0,12.6,S,17.1,54.0,0,16.0,go
2025-01-15T03:00:00,Nest_Beta,6.1,8.6,NW,17.3,42.8,0,15.3,go
2025-01-15T04:00:00,Nest_Beta,7.8,17.1,SW,17.7,44.6,0,15.2,go
2025-01-15T05:00:00,Nest_Beta,3.3,9.5,N,19.9,69.2,0,15.2,go
2025-01-15T06:00:00,Nest_Beta,6.2,11.5,NW,20.5,62.8,0,15.3,go
2025-01-15T07:00:00,Nest_Beta,6.1,13.5,S,21.7,59.5,0,13.0,go
2025-01-15T08:00:00,Nest_Beta,5.7,9.1,N,22.5,47.4,0,15.1,go
2025-01-15T09:00:00,Nest_Beta,7.5,13.8,SW,21.7,52.1,0,15.9,go
2025-01-15T10:00:00,Nest_Beta,6.4,16.3,NE,23.5,66.6,0,14.5,go
2025-01-15T11:00:00,Nest_Beta,13.2,16.7,NW,24.4,59.0,0,16.9,go
2025-01-15T12:00:00,Nest_Beta,16.5,20.1,NE,24.5,60.4,0,13.8,go
2025-01-15T13:00:00,Nest_Beta,15.5,21.8,SE,26.1,49.5,0,15.4,go
2025-01-15T14:00:00,Nest_Beta,14.6,18.8,S,24.8,47.5,0,14.9,go
2025-01-15T15:00:00,Nest_Beta,11.8,15.6,NW,23.3,68.2,0,15.0,go
2025-01-15T16:00:00,Nest_Beta,11.9,15.7,SE,24.1,54.0,0,15.1,go
2025-01-15T17:00:00,Nest_Beta,15.2,24.0,N,24.0,63.0,0,14.5,go
2025-01-15T18:00:00,Nest_Beta,16.0,22.5,N,22.0,69.2,0,14.3,go
2025-01-15T19:00:00,Nest_Beta,17.9,24.3,SE,22.2,48.3,0,14.2,go
2025-01-15T20:00:00,Nest_Beta,14.2,22.9,NW,19.7,55.0,0,15.6,go
2025-01-15T21:00:00,Nest_Beta,13.8,17.5,N,18.7,49.5,0,15.6,go
2025-01-15T22:00:00,Nest_Beta,9.7,17.4,SE,17.3,62.4,0,15.6,go
2025-01-15T23:00:00,Nest_Beta,10.6,14.1,E,17.2,73.8,0,14.7,go
2025-01-15T00:00:00,Nest_Gamma,4.7,11.9,SE,18.2,54.8,0,16.5,go
2025-01-15T01:00:00,Nest_Gamma,6.0,11.8,NE,17.6,50.6,0,14.3,go
2025-01-15T02:00:00,Nest_Gamma,5.2,7.3,N,16.3,51.2,0,14.2,go
2025-01-15T03:00:00,Nest_Gamma,5.8,11.1,NW,17.5,60.4,0,15.8,go
2025-01-15T04:00:00,Nest_Gamma,6.5,9.3,SE,17.5,58.2,0,14.9,go
2025-01-15T05:00:00,Nest_Gamma,5.3,11.8,NE,19.3,42.7,0,15.8,go
2025-01-15T06:00:00,Nest_Gamma,7.0,10.8,NW,19.9,65.8,0,14.7,go
2025-01-15T07:00:00,Nest_Gamma,6.6,11.8,E,22.2,47.1,0,16.7,go
2025-01-15T08:00:00,Nest_Gamma,7.3,12.8,NW,22.2,65.9,0,14.4,go
2025-01-15T09:00:00,Nest_Gamma,10.4,15.0,E,22.4,62.9,0,15.0,go
2025-01-15T10:00:00,Nest_Gamma,13.4,15.6,NW,23.1,72.0,0,15.9,go
2025-01-15T11:00:00,Nest_Gamma,10.1,14.8,N,24.4,51.7,0,14.6,go
2025-01-15T12:00:00,Nest_Gamma,8.9,13.2,NW,24.8,33.4,0,16.3,go
2025-01-15T13:00:00,Nest_Gamma,13.4,17.2,NW,25.6,60.8,0,14.4,go
2025-01-15T14:00:00,Nest_Gamma,15.6,21.4,NW,25.3,52.7,0,12.2,go
2025-01-15T15:00:00,Nest_Gamma,11.6,19.8,N,25.4,78.6,0,14.1,go
2025-01-15T16:00:00,Nest_Gamma,15.5,17.8,SW,24.5,46.6,0,15.3,go
2025-01-15T17:00:00,Nest_Gamma,11.2,18.3,E,22.2,80.6,0,15.0,go
2025-01-15T18:00:00,Nest_Gamma,10.2,13.5,N,21.8,45.9,0,15.2,go
2025-01-15T19:00:00,Nest_Gamma,15.5,25.2,NW,21.1,61.7,0,15.9,go
2025-01-15T20:00:00,Nest_Gamma,11.2,19.2,S,19.2,61.5,0,13.8,go
2025-01-15T21:00:00,Nest_Gamma,11.0,16.8,S,18.8,62.5,0,13.6,go
2025-01-15T22:00:00,Nest_Gamma,14.4,16.7,NW,18.5,55.6,0,13.8,go
2025-01-15T23:00:00,Nest_Gamma,9.1,12.7,E,17.0,68.0,0,14.1,go
2025-01-15T00:00:00,Nest_Delta,6.8,9.6,N,16.3,59.9,0,14.1,go
2025-01-15T01:00:00,Nest_Delta,7.5,13.8,S,16.5,55.3,0,15.8,go
2025-01-15T02:00:00,Nest_Delta,9.9,13.6,NE,17.5,62.1,0,14.4,go
2025-01-15T03:00:00,Nest_Delta,5.3,7.5,E,18.1,56.8,0,15.9,go
2025-01-15T04:00:00,Nest_Delta,7.6,13.9,N,18.1,54.9,0,14.2,go
2025-01-15T05:00:00,Nest_Delta,6.5,9.6,S,18.7,58.6,0,14.9,go
2025-01-15T06:00:00,Nest_Delta,8.4,11.7,SW,20.0,53.1,0,15.2,go
2025-01-15T07:00:00,Nest_Delta,4.6,12.0,W,19.5,57.0,0,14.5,go
2025-01-15T08:00:00,Nest_Delta,11.7,18.5,NE,22.8,52.5,0,14.8,go
2025-01-15T09:00:00,Nest_Delta,10.2,19.4,S,22.5,60.5,0,15.2,go
2025-01-15T10:00:00,Nest_Delta,9.5,15.4,NW,24.7,71.1,0,15.6,go
2025-01-15T11:00:00,Nest_Delta,16.0,21.6,S,24.2,51.0,0,14.9,go
2025-01-15T12:00:00,Nest_Delta,14.9,22.0,SE,26.3,68.5,0,15.6,go
2025-01-15T13:00:00,Nest_Delta,17.0,23.7,SW,24.4,53.6,0,15.5,go
2025-01-15T14:00:00,Nest_Delta,14.6,20.6,E,23.6,59.9,0,12.9,go
2025-01-15T15:00:00,Nest_Delta,16.1,20.9,S,23.1,56.8,0,13.5,go
2025-01-15T16:00:00,Nest_Delta,13.6,22.9,S,24.1,50.2,0,16.3,go
2025-01-15T17:00:00,Nest_Delta,19.8,25.8,SE,22.8,53.9,0,15.6,go
2025-01-15T18:00:00,Nest_Delta,15.4,18.4,S,20.5,69.0,0,14.4,go
2025-01-15T19:00:00,Nest_Delta,16.5,19.2,SW,20.2,60.4,0,15.1,go
2025-01-15T20:00:00,Nest_Delta,19.0,23.4,SW,21.1,63.0,0,15.0,go
2025-01-15T21:00:00,Nest_Delta,20.4,27.7,NW,18.0,49.0,0,16.2,go
2025-01-15T22:00:00,Nest_Delta,13.6,22.7,S,18.0,58.8,0,16.1,go
2025-01-15T23:00:00,Nest_Delta,10.6,14.7,W,18.0,60.9,0,15.9,go
2025-01-16T00:00:00,Nest_Alpha,9.6,17.4,NW,16.6,67.1,0,16.2,go
2025-01-16T01:00:00,Nest_Alpha,10.3,14.2,NW,16.9,63.7,0,14.3,go
2025-01-16T02:00:00,Nest_Alpha,10.0,18.1,W,15.8,55.2,0,15.9,go
2025-01-16T03:00:00,Nest_Alpha,12.0,19.2,NE,18.3,58.3,0,15.2,go
2025-01-16T04:00:00,Nest_Alpha,10.7,20.0,NW,18.1,62.5,0,13.7,go
2025-01-16T05:00:00,Nest_Alpha,7.5,16.3,W,17.6,52.9,0,15.3,go
2025-01-16T06:00:00,Nest_Alpha,3.5,7.0,W,19.4,58.0,0,14.6,go
2025-01-16T07:00:00,Nest_Alpha,10.4,15.4,N,22.1,48.1,0,13.2,go
2025-01-16T08:00:00,Nest_Alpha,6.3,12.2,E,22.9,61.4,0,15.2,go
2025-01-16T09:00:00,Nest_Alpha,13.3,19.2,S,24.2,66.6,0,16.4,go
2025-01-16T10:00:00,Nest_Alpha,10.8,19.9,SE,23.6,81.3,0,15.3,go
2025-01-16T11:00:00,Nest_Alpha,12.8,15.4,NE,24.2,44.1,0,13.7,go
2025-01-16T12:00:00,Nest_Alpha,16.9,22.3,NE,26.2,62.4,0,15.0,go
2025-01-16T13:00:00,Nest_Alpha,14.6,21.2,N,23.7,79.1,0,16.4,go
2025-01-16T14:00:00,Nest_Alpha,18.0,22.1,SE,25.4,60.8,0,13.7,go
2025-01-16T15:00:00,Nest_Alpha,17.4,26.1,W,23.8,55.2,0,15.2,go
2025-01-16T16:00:00,Nest_Alpha,16.3,23.1,NE,22.7,62.3,0,13.8,go
2025-01-16T17:00:00,Nest_Alpha,19.3,24.7,SW,23.0,73.9,0,14.6,go
2025-01-16T18:00:00,Nest_Alpha,18.4,27.8,S,22.5,59.0,0,16.4,go
2025-01-16T19:00:00,Nest_Alpha,22.8,30.6,SW,22.2,44.1,0,14.1,go
2025-01-16T20:00:00,Nest_Alpha,19.7,23.0,S,20.6,60.4,0,16.6,go
2025-01-16T21:00:00,Nest_Alpha,15.6,24.1,NW,18.4,62.9,0,17.0,go
2025-01-16T22:00:00,Nest_Alpha,14.3,17.3,W,18.0,56.3,0,15.6,go
2025-01-16T23:00:00,Nest_Alpha,11.0,20.6,N,18.0,56.2,0,15.5,go
2025-01-16T00:00:00,Nest_Beta,11.2,20.5,N,17.9,36.2,0,13.4,go
2025-01-16T01:00:00,Nest_Beta,4.3,7.7,S,16.7,72.9,0,14.9,go
2025-01-16T02:00:00,Nest_Beta,4.9,7.3,NE,16.6,52.9,0,14.9,go
2025-01-16T03:00:00,Nest_Beta,6.2,8.6,W,16.8,69.8,0,16.2,go
2025-01-16T04:00:00,Nest_Beta,2,10.6,SW,17.9,61.5,0,14.3,go
2025-01-16T05:00:00,Nest_Beta,9.3,12.4,W,18.4,50.2,0,15.3,go
2025-01-16T06:00:00,Nest_Beta,7.3,13.0,SE,19.2,43.9,0,16.4,go
2025-01-16T07:00:00,Nest_Beta,8.3,12.6,S,20.0,52.1,0,15.2,go
2025-01-16T08:00:00,Nest_Beta,6.9,11.4,NE,21.0,63.0,0,14.2,go
2025-01-16T09:00:00,Nest_Beta,8.5,12.8,E,22.8,69.3,0,13.9,go
2025-01-16T10:00:00,Nest_Beta,11.0,19.1,SE,24.3,43.8,0,15.2,go
2025-01-16T11:00:00,Nest_Beta,9.7,17.2,SW,23.4,45.0,0,15.3,go
2025-01-16T12:00:00,Nest_Beta,11.8,20.7,N,25.8,59.2,0,15.3,go
2025-01-16T13:00:00,Nest_Beta,15.4,18.4,W,25.2,70.1,0,13.5,go
2025-01-16T14:00:00,Nest_Beta,16.6,21.3,W,25.4,62.6,0,15.2,go
2025-01-16T15:00:00,Nest_Beta,16.3,19.6,SW,23.1,48.5,0,15.3,go
2025-01-16T16:00:00,Nest_Beta,19.5,24.8,NE,23.2,58.0,0,15.0,go
2025-01-16T17:00:00,Nest_Beta,17.2,24.0,NW,23.0,60.9,0,14.0,go
2025-01-16T18:00:00,Nest_Beta,18.2,22.7,E,21.3,51.1,0,15.1,go
2025-01-16T19:00:00,Nest_Beta,12.1,15.1,W,20.0,68.4,0,14.9,go
2025-01-16T20:00:00,Nest_Beta,16.5,22.1,SE,19.1,53.7,0,14.6,go
2025-01-16T21:00:00,Nest_Beta,14.5,18.6,E,18.2,42.9,0,13.4,go
2025-01-16T22:00:00,Nest_Beta,15.9,23.9,SW,17.3,49.3,0,15.3,go
2025-01-16T23:00:00,Nest_Beta,10.8,18.3,N,16.7,53.9,0,13.7,go
2025-01-16T00:00:00,Nest_Gamma,9.2,17.1,N,16.0,62.6,0,16.4,go
2025-01-16T01:00:00,Nest_Gamma,6.9,15.2,NW,17.1,55.0,0,13.4,go
2025-01-16T02:00:00,Nest_Gamma,2,8.3,S,16.7,73.6,0,15.8,go
2025-01-16T03:00:00,Nest_Gamma,6.8,9.5,W,17.6,59.1,0,14.7,go
2025-01-16T04:00:00,Nest_Gamma,8.3,18.2,W,18.7,46.9,0,14.8,go
2025-01-16T05:00:00,Nest_Gamma,4.2,7.4,S,17.3,65.3,0,15.1,go
2025-01-16T06:00:00,Nest_Gamma,9.7,15.3,NW,19.1,67.9,0,15.3,go
2025-01-16T07:00:00,Nest_Gamma,6.2,15.3,SW,21.8,64.8,0,15.6,go
2025-01-16T08:00:00,Nest_Gamma,3.0,10.7,NW,22.4,58.5,0,15.2,go
2025-01-16T09:00:00,Nest_Gamma,4.6,6.9,N,23.6,63.0,0,15.9,go
2025-01-16T10:00:00,Nest_Gamma,9.2,15.9,NW,24.4,48.4,0,16.3,go
